home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Jacksonville St.,SIU Edwardsville,8,2021-02-13,OVC,103.2,105.5,66.5,18.0,16.7,51.7,48.0,20.4,15.1,31.2,28.0,33.6,32.8,2.15,77.2,3,1,OVC,95.9,106.5,68.9,17.6,16.2,51.1,52.0,23.7,20.3,28.8,31.5,33.0,32.9,1.74,76.5,2,1
Austin Peay,Southeast Missouri St.,8,2021-02-13,OVC,105.7,108.7,66.5,18.1,16.8,50.8,54.3,21.4,21.5,36.3,28.8,34.5,35.5,1.55,74.9,3,1,OVC,93.9,105.5,67.9,17.4,17.5,48.9,52.2,21.4,19.5,26.4,21.2,34.0,35.3,1.76,76.3,2,0
UMKC,Nebraska Omaha,7,2021-02-13,Sum,95.7,101.0,62.9,19.6,18.1,50.7,50.9,20.1,22.3,22.5,25.0,35.9,37.4,1.87,76.3,3,1,Sum,94.9,107.6,71.3,16.2,16.7,45.8,54.0,19.1,16.5,24.1,27.2,32.9,38.9,1.88,76.1,0,0
UTEP,FIU,9,2021-02-13,CUSA,101.9,101.3,67.1,17.2,18.1,47.3,50.6,16.2,18.3,24.2,25.9,33.4,35.7,1.92,77.8,2,1,CUSA,98.8,108.4,69.9,16.4,17.3,51.4,53.6,21.2,21.3,26.6,33.3,33.4,37.8,1.84,74.5,1,0
Arkansas Pine Bluff,Southern,-7,2021-02-13,SWAC,89.0,113.4,68.4,18.4,15.6,41.1,55.0,22.3,17.5,27.0,31.6,29.8,41.9,2.26,75.8,0,0,SWAC,92.0,103.1,71.0,16.1,16.8,47.2,47.0,22.3,18.6,28.5,25.4,33.7,32.6,2.11,76.0,1,0
Iona,Manhattan,9,2021-02-13,MAAC,100.1,104.0,67.1,17.5,17.2,51.4,47.6,21.6,20.8,33.3,27.4,34.8,30.5,1.71,76.2,4,1,MAAC,88.0,100.8,67.0,17.5,17.4,41.4,47.0,21.6,22.7,31.1,28.9,26.3,32.4,2.0,76.7,0,0
Kennesaw St.,Stetson,-8,2021-02-13,ASun,86.8,108.0,68.1,18.5,16.6,44.1,52.4,21.2,17.1,24.7,26.9,28.9,32.1,0.89,76.5,0,0,ASun,99.5,105.3,67.6,18.6,16.7,48.5,50.8,20.0,17.7,26.6,28.6,36.0,32.4,0.82,77.0,4,1
Oklahoma St.,Kansas St.,16,2021-02-13,B12,108.4,91.4,71.2,15.7,17.3,51.0,46.4,20.8,19.6,31.9,30.3,33.7,31.6,1.14,77.6,3,0,B12,102.2,105.4,65.1,18.7,17.5,48.8,55.6,22.7,18.0,29.9,28.2,31.1,39.5,1.04,76.9,0,0
Furman,Western Carolina,13,2021-02-13,SC,108.7,100.6,68.7,16.2,17.3,55.7,50.9,19.3,21.6,29.6,29.3,34.4,34.5,1.96,76.5,2,0,SC,98.4,105.7,70.1,16.7,16.8,50.7,53.6,19.5,16.5,24.6,24.6,31.0,34.8,1.75,76.2,2,1
Vermont,Stony Brook,12,2021-02-13,AE,104.8,97.7,67.1,17.6,17.8,53.9,45.4,19.4,20.7,28.9,21.9,34.2,29.4,2.4,76.3,5,1,AE,94.1,102.1,67.0,17.5,17.5,46.5,48.6,20.5,19.0,29.7,26.8,29.1,34.0,2.18,77.0,2,0
Fordham,Saint Louis,-15,2021-02-13,A10,89.1,98.8,64.5,18.7,18.0,42.0,52.5,21.5,19.9,20.4,29.9,27.4,35.1,1.61,75.7,1,0,A10,110.8,94.4,69.2,16.0,17.7,54.0,47.6,16.7,22.0,33.4,23.5,37.3,35.1,1.9,76.2,3,1
Utah Valley,Dixie St.,10,2021-02-13,WAC,98.3,105.4,70.1,16.5,16.6,54.1,49.3,21.8,14.9,29.7,22.2,35.7,36.2,1.82,77.5,3,1,WAC,90.6,107.9,74.4,14.8,16.7,44.6,53.2,20.2,19.8,23.6,31.6,28.0,33.4,1.82,76.3,2,0
Sam Houston St.,Central Arkansas,11,2021-02-13,Slnd,100.8,102.5,71.1,16.2,16.2,49.3,49.2,21.1,22.2,30.3,34.7,35.7,30.1,1.85,75.1,4,1,Slnd,97.2,110.9,72.0,15.5,16.4,49.7,52.7,25.1,15.5,27.3,29.4,35.3,37.1,2.08,78.0,0,0
Liberty,North Florida,13,2021-02-13,ASun,106.4,99.8,63.2,19.1,17.8,55.6,47.1,15.9,17.8,23.0,23.0,35.9,32.5,1.76,75.8,5,1,ASun,102.3,113.3,66.9,17.8,16.9,52.8,49.0,22.8,16.1,27.2,36.2,37.0,32.6,1.26,77.4,3,0
Wright St.,Milwaukee,19,2021-02-13,Horz,108.7,93.4,70.8,16.2,17.0,54.9,43.8,18.0,17.3,34.1,25.0,36.8,29.0,1.32,77.4,5,1,Horz,98.5,105.4,70.2,16.3,17.4,49.9,52.9,16.5,18.7,21.9,24.9,32.6,38.1,1.7,76.8,1,0
Idaho St.,Idaho,12,2021-02-13,BSky,96.1,105.6,64.0,19.7,17.1,49.2,48.2,25.0,17.3,30.7,26.5,31.5,38.4,1.87,76.7,3,1,BSky,89.6,113.6,68.0,17.2,17.5,48.0,54.3,23.0,16.6,21.5,29.8,32.8,39.0,1.88,76.2,0,0
Saint Peter's,Fairfield,13,2021-02-13,MAAC,95.3,95.7,67.3,17.6,16.8,46.9,44.6,21.8,21.8,29.7,29.6,35.5,34.4,1.28,76.0,3,1,MAAC,93.6,109.9,65.0,18.9,17.4,45.4,52.4,19.4,16.3,27.9,25.7,30.1,35.6,1.75,76.8,2,1
Marshall,Middle Tennessee,18,2021-02-13,CUSA,110.1,97.5,72.5,14.6,17.7,54.5,48.3,15.9,19.8,24.7,29.4,35.5,33.7,1.95,77.2,4,1,CUSA,92.1,101.3,69.8,17.5,16.8,45.8,51.2,22.1,20.5,25.1,25.7,31.9,30.2,1.93,76.8,2,0
Mississippi Valley St.,Alcorn St.,-13,2021-02-13,SWAC,82.0,123.0,70.6,16.8,15.8,42.9,57.7,23.2,15.4,17.1,39.3,31.6,36.7,1.35,76.2,1,1,SWAC,91.3,110.6,69.1,17.6,16.5,43.8,56.6,21.2,21.6,31.5,34.6,28.9,38.0,2.15,75.1,2,0
Kent St.,Northern Illinois,16,2021-02-13,MAC,107.2,99.4,71.3,17.4,16.3,52.3,49.0,19.3,17.0,35.3,28.2,34.8,33.8,2.19,77.3,4,1,MAC,93.6,106.7,63.8,18.5,17.5,43.9,55.7,22.4,16.6,32.3,27.6,29.0,38.2,1.89,76.9,1,0
Murray St.,Tennessee Martin,17,2021-02-13,OVC,103.5,101.2,66.6,17.4,17.7,54.7,49.2,20.5,20.0,27.1,26.7,36.0,30.1,1.51,76.8,3,1,OVC,93.3,113.5,67.1,18.1,16.9,44.8,57.1,21.1,20.1,29.7,33.0,34.0,38.5,1.64,77.0,2,0
Abilene Christian,Texas A&M Corpus Chris,19,2021-02-13,Slnd,101.2,93.1,68.9,17.0,16.5,51.7,45.0,19.2,28.5,30.5,29.7,36.0,29.5,2.26,75.1,5,1,Slnd,92.0,109.1,68.3,17.4,17.0,47.5,51.4,24.7,18.2,24.2,31.4,33.0,34.1,2.24,76.1,0,0
