home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Miami FL,Louisville,-4,2021-01-16,ACC,104.6,94.4,68.7,17.7,16.4,47.7,48.6,20.4,19.9,29.4,25.4,26.8,37.5,1.43,78.3,1,0,ACC,111.1,92.1,66.2,17.6,18.4,53.0,45.5,19.4,17.6,30.5,25.2,35.2,30.7,0.96,77.7,5,1
Colorado,Stanford,6,2021-01-16,P12,112.9,90.8,68.2,16.8,18.6,52.3,47.0,16.5,20.7,31.1,23.9,37.0,31.1,2.31,77.3,4,1,P12,106.8,90.8,71.6,16.2,16.8,51.0,45.6,21.8,21.1,29.4,28.8,31.4,33.0,1.37,78.8,3,0
St. John's,Marquette,-2,2021-01-16,BE,107.8,99.0,74.3,14.4,17.1,50.4,55.5,17.1,23.0,28.1,27.9,33.6,37.5,1.49,77.0,2,1,BE,111.6,96.8,67.7,18.0,17.2,51.8,47.3,19.9,15.7,33.5,28.2,36.5,35.1,1.71,78.1,2,1
San Francisco,BYU,-1,2021-01-16,WCC,106.3,96.1,69.6,17.4,16.3,53.3,45.8,18.5,19.6,25.9,24.9,36.3,27.4,2.02,77.8,3,1,WCC,108.7,94.8,69.7,16.9,16.3,52.6,46.4,20.4,17.9,29.1,25.7,33.1,32.4,2.04,78.0,4,1
LSU,South Carolina,8,2021-01-16,SEC,118.0,97.8,70.2,16.1,16.7,56.6,46.8,18.7,21.3,34.7,31.4,36.5,27.6,1.07,77.5,4,1,SEC,106.9,94.1,73.2,16.0,17.7,48.7,48.5,22.7,23.2,35.6,24.1,31.6,29.4,1.58,77.5,3,1
Texas A&M,Missouri,-3,2021-01-16,SEC,102.1,94.9,65.4,17.7,18.1,49.5,52.0,24.6,24.7,32.8,30.8,29.9,34.5,1.59,77.4,2,1,SEC,108.2,92.3,69.6,16.4,17.2,49.4,44.1,19.7,16.4,29.7,28.7,27.3,27.0,2.5,77.6,3,0
Notre Dame,Boston College,3,2021-01-16,ACC,112.1,103.8,67.1,18.1,18.3,52.6,52.5,16.3,12.5,20.8,30.2,36.5,38.8,2.11,78.7,1,0,ACC,107.6,99.4,71.6,16.5,16.7,51.6,54.0,20.0,19.5,26.4,29.1,34.8,32.8,1.82,76.7,1,1
Butler,Creighton,-9,2021-01-16,BE,104.2,97.1,66.4,19.4,17.2,48.9,54.0,17.7,17.7,24.5,21.5,34.7,38.7,1.53,76.6,1,0,BE,116.5,92.5,70.7,15.7,17.3,58.3,46.0,15.6,18.5,24.9,28.7,38.8,33.8,2.2,77.0,5,1
Saint Mary's,Gonzaga,-13,2021-01-16,WCC,104.9,95.0,62.8,20.2,16.3,50.1,45.9,17.0,16.8,29.8,19.9,32.3,34.5,1.46,77.6,2,0,WCC,123.7,91.6,75.5,14.3,17.1,60.7,48.7,15.4,20.6,35.3,23.8,34.2,34.6,1.48,78.3,5,1
Akron,Toledo,-5,2021-01-16,MAC,103.1,101.4,69.6,17.1,17.7,51.9,48.3,21.4,15.0,27.7,26.5,31.8,26.7,2.01,75.8,3,0,MAC,112.1,100.1,68.2,17.4,17.1,53.2,47.9,17.1,18.6,32.6,29.0,39.7,28.8,1.72,76.8,5,1
Mississippi,Georgia,8,2021-01-16,SEC,105.1,91.0,68.0,17.1,16.7,48.6,46.5,19.5,25.2,33.3,26.7,29.5,35.0,1.95,77.2,1,0,SEC,104.5,97.2,75.9,14.8,16.2,50.3,50.7,22.2,22.7,35.7,28.9,30.6,32.3,1.99,76.2,1,0
Ohio,Kent St.,4,2021-01-16,MAC,108.4,103.8,69.4,17.0,16.9,56.3,52.4,17.3,20.6,27.8,27.1,38.1,35.2,1.47,76.9,3,1,MAC,104.8,101.3,71.8,17.1,16.9,53.6,46.5,20.0,18.4,35.1,28.2,35.1,32.9,2.25,77.2,3,1
Oregon St.,Arizona St.,-6,2021-01-16,P12,103.8,103.0,65.9,18.0,17.1,45.7,50.6,16.1,18.5,30.2,29.7,33.3,32.8,1.96,78.4,3,0,P12,108.3,95.9,74.9,15.7,16.6,49.4,51.5,14.9,22.8,19.2,29.4,32.3,33.8,1.79,76.7,1,0
Pacific,Loyola Marymount,2,2021-01-16,WCC,103.1,98.4,65.4,20.6,16.6,44.1,49.1,10.6,17.9,34.2,21.7,31.0,33.0,2.26,76.8,4,1,WCC,103.0,98.5,68.3,17.3,16.7,49.6,47.7,23.6,19.1,33.8,23.2,31.3,36.3,1.77,78.0,4,1
La Salle,Davidson,-5,2021-01-16,A10,98.2,99.3,68.8,16.6,17.6,49.6,48.4,21.5,20.5,23.5,29.8,36.1,27.8,1.38,76.5,2,0,A10,111.3,100.2,64.2,19.0,18.1,55.1,50.3,18.1,15.0,30.3,19.5,36.5,32.1,1.76,78.5,3,1
Chattanooga,Wofford,-1,2021-01-16,SC,103.2,104.6,67.8,17.4,16.4,51.8,53.4,15.9,19.2,21.3,23.5,37.8,33.9,1.82,77.2,2,1,SC,105.3,102.4,66.1,18.3,16.9,55.3,50.9,21.7,18.8,30.0,31.6,37.4,33.3,1.54,75.8,4,1
Charlotte,UAB,-5,2021-01-16,CUSA,98.2,100.4,63.3,18.7,18.1,50.5,49.5,20.6,20.9,22.2,23.6,32.4,31.6,1.76,77.6,2,0,CUSA,104.4,95.1,69.3,16.9,17.6,50.7,40.8,15.3,25.3,30.3,26.7,31.4,23.8,2.26,76.9,4,1
Rice,Old Dominion,-2,2021-01-16,CUSA,102.0,105.5,69.7,17.0,16.4,54.2,50.7,18.0,18.9,29.8,27.8,36.1,34.4,1.54,76.8,4,1,CUSA,101.8,100.3,68.0,17.7,17.5,48.1,52.4,18.5,19.7,28.6,27.7,30.0,36.0,2.33,76.8,3,0
Georgia St.,Coastal Carolina,6,2021-01-16,SB,106.2,100.0,70.8,14.9,17.9,51.6,47.1,15.5,20.9,27.1,36.7,33.9,31.8,1.63,76.3,4,1,SB,104.2,103.4,71.0,17.3,15.9,52.2,48.9,22.4,17.9,39.8,24.9,36.9,34.8,1.6,76.5,4,1
Little Rock,Texas St.,3,2021-01-16,SB,105.1,103.5,67.9,17.1,16.5,54.3,51.5,22.4,20.5,31.0,29.2,34.8,33.5,1.93,77.7,3,0,SB,99.5,99.2,64.8,18.8,17.3,52.5,49.5,21.7,24.0,26.0,30.4,38.5,33.0,2.36,75.7,4,1
Tulane,Temple,-1,2021-01-16,Amer,96.6,99.6,66.7,17.3,18.5,44.9,46.9,17.7,24.0,23.5,29.7,30.8,34.9,1.05,76.4,2,0,Amer,100.7,98.7,68.8,17.3,17.6,44.1,48.5,19.7,17.3,29.0,31.4,33.9,36.9,1.61,77.4,2,1
Rhode Island,George Mason,8,2021-01-16,A10,105.6,93.7,70.5,16.6,16.5,51.2,46.5,21.0,18.0,27.0,26.6,33.5,31.4,1.93,76.4,3,0,A10,100.8,97.9,68.5,17.2,17.4,49.3,48.4,20.0,19.6,29.6,23.9,30.6,35.8,1.62,76.0,2,1
UT Arlington,Louisiana,3,2021-01-16,SB,103.4,104.3,71.8,15.8,16.8,48.4,53.9,15.7,19.7,24.0,29.2,37.1,38.1,1.67,76.5,3,1,SB,98.5,100.6,72.8,15.8,17.3,48.5,50.4,21.4,19.5,29.8,25.8,30.1,35.6,1.76,77.6,2,0
Loyola Chicago,Northern Iowa,11,2021-01-16,MVC,108.8,93.3,66.1,17.9,17.6,56.9,49.5,19.0,20.5,26.0,19.4,36.9,38.1,2.21,76.3,4,1,MVC,106.0,102.1,71.9,16.6,17.4,51.5,53.0,17.9,15.7,22.2,21.1,35.6,35.3,1.41,76.5,2,0
Eastern Illinois,Eastern Kentucky,-1,2021-01-16,OVC,100.6,106.3,70.3,16.7,17.3,48.4,53.3,17.9,19.9,29.5,27.5,34.1,40.0,2.68,76.6,2,0,OVC,97.8,99.5,76.0,15.3,15.8,47.3,48.4,17.1,26.6,29.3,30.1,28.8,30.9,1.33,75.9,5,1
Hawaii,Cal St. Bakersfield,-2,2021-01-16,BW,98.7,103.3,71.8,16.2,18.0,49.4,51.1,17.9,18.9,27.5,27.1,30.0,34.6,1.77,77.0,3,0,BW,99.5,98.1,64.3,19.8,16.1,44.5,47.1,20.3,21.6,41.2,27.0,30.0,30.1,2.72,77.0,4,1
Charleston,Northeastern,-2,2021-01-16,CAA,100.9,105.4,64.1,19.1,17.3,50.7,53.9,17.7,18.5,24.7,24.3,37.6,36.6,1.96,76.9,3,1,CAA,99.9,98.7,67.2,18.1,16.2,51.9,47.6,20.3,17.9,18.0,26.0,35.4,27.4,1.12,77.6,4,1
Florida Atlantic,FIU,-1,2021-01-16,CUSA,99.0,104.5,65.9,17.2,18.5,48.8,56.0,19.6,19.0,33.3,25.4,31.3,42.5,1.68,77.0,2,1,CUSA,103.1,104.9,71.0,15.9,17.6,54.7,50.8,20.6,23.6,28.8,35.3,37.0,34.2,1.98,74.8,2,0
Mercer,Western Carolina,5,2021-01-16,SC,105.0,104.6,72.4,16.7,16.3,54.7,50.7,19.6,15.7,31.6,26.9,36.0,32.3,1.98,77.5,1,0,SC,103.1,106.3,71.7,16.2,17.1,53.8,52.2,20.8,17.5,26.3,27.2,33.3,34.9,1.65,75.8,3,0
Stetson,Liberty,-5,2021-01-16,ASun,98.9,104.3,69.8,18.1,15.4,47.7,50.0,23.7,18.2,24.1,28.2,35.4,33.1,0.82,77.3,4,1,ASun,105.7,99.7,64.6,19.0,17.5,56.6,47.7,15.4,18.3,21.3,23.0,37.5,31.4,1.75,75.8,3,0
Milwaukee,Purdue Fort Wayne,2,2021-01-16,Horz,97.7,102.8,69.8,16.4,17.4,51.2,50.7,16.2,19.6,21.6,22.8,34.1,35.8,1.7,76.8,3,0,Horz,101.9,106.0,73.2,16.2,16.7,59.1,51.6,25.6,20.0,30.6,29.9,41.7,30.7,2.06,77.6,3,1
Central Arkansas,Nicholls St.,-2,2021-01-16,Slnd,99.5,108.3,74.2,15.4,15.9,49.5,52.1,25.3,15.1,27.6,29.3,36.4,36.7,2.15,77.9,2,0,Slnd,99.5,103.5,71.3,16.5,16.3,48.8,49.7,18.0,20.9,29.2,28.9,30.4,33.2,2.53,76.1,3,1
Central Michigan,Eastern Michigan,1,2021-01-16,MAC,101.0,108.4,72.8,15.5,16.6,48.6,53.7,18.0,18.6,29.8,32.9,34.9,38.1,2.07,77.3,2,0,MAC,99.6,104.0,67.3,17.5,17.2,47.5,62.1,16.8,19.7,27.5,33.3,28.7,39.7,2.28,76.3,3,1
Jacksonville St.,Belmont,-6,2021-01-16,OVC,96.2,101.7,66.1,18.2,16.2,48.2,44.9,21.7,16.0,30.6,27.5,31.3,27.4,2.09,77.1,3,1,OVC,106.4,99.0,71.9,16.4,16.4,56.4,47.8,17.8,21.4,24.9,25.6,33.6,32.7,1.34,76.9,5,1
Illinois St.,Indiana St.,-4,2021-01-16,MVC,98.4,106.2,70.8,15.7,18.5,52.6,54.1,19.3,16.4,21.7,25.4,39.1,35.1,1.05,77.3,3,1,MVC,101.6,100.5,69.5,16.8,17.2,47.1,53.9,20.2,22.4,23.0,29.4,35.4,33.5,1.84,76.7,1,0
Wright St.,Cleveland St.,7,2021-01-16,Horz,104.2,96.2,71.1,16.3,16.9,54.6,43.1,20.2,16.5,34.8,26.9,34.5,28.7,1.37,77.4,2,0,Horz,98.8,98.9,66.0,17.9,17.5,49.0,47.9,20.9,22.5,32.9,35.1,30.7,29.8,1.92,77.1,5,1
South Alabama,Appalachian St.,2,2021-01-16,SB,103.1,107.7,67.3,16.9,18.5,54.1,54.7,19.8,21.9,25.6,33.5,38.6,36.2,2.04,76.0,2,1,SB,99.8,104.4,66.0,18.2,18.0,49.8,52.5,20.1,19.9,25.8,28.0,32.8,34.3,1.76,76.5,3,0
Furman,East Tennessee St.,9,2021-01-16,SC,110.0,100.0,69.6,15.6,16.7,59.8,51.6,18.4,22.5,25.8,30.8,38.0,34.8,1.87,76.7,4,1,SC,98.4,98.2,68.1,17.1,16.7,46.9,46.9,24.1,22.3,29.6,28.1,30.6,35.5,1.85,77.0,4,1
Oakland,Youngstown St.,2,2021-01-16,Horz,100.6,108.7,70.8,16.8,16.5,45.4,57.2,18.4,20.0,28.0,34.8,30.9,38.4,1.42,75.8,0,1,Horz,103.9,111.4,67.3,17.6,18.2,47.6,56.5,16.6,17.2,35.2,33.8,28.9,38.8,1.62,76.4,3,0
Boston University,Army,2,2021-01-16,Pat,99.2,105.8,68.9,17.0,16.8,44.4,55.1,18.4,12.4,34.4,24.1,22.2,38.5,1.96,77.8,1,0,Pat,95.9,101.7,69.5,17.0,16.0,52.0,52.8,19.1,19.3,21.3,20.7,33.5,34.2,1.96,75.2,3,0
Air Force,Wyoming,-1,2021-01-16,MWC,97.6,106.7,62.5,19.7,17.4,52.0,53.8,25.0,19.9,14.4,34.3,34.0,33.9,1.98,76.8,0,0,MWC,103.5,108.0,70.0,16.4,17.2,52.8,51.6,14.1,18.8,23.5,30.9,36.7,33.3,1.1,78.0,2,0
Eastern Washington,Southern Utah,7,2021-01-16,BSky,103.3,99.4,72.0,15.5,17.6,49.4,46.6,18.0,16.6,18.2,28.4,31.3,30.8,1.82,77.2,3,1,BSky,102.9,105.7,70.3,17.2,16.4,50.3,54.0,17.1,18.5,31.9,19.3,32.7,35.8,2.44,76.8,4,0
North Texas,UTEP,8,2021-01-16,CUSA,102.5,94.7,65.1,17.5,17.3,54.9,44.5,20.6,21.6,26.1,26.1,38.5,29.8,2.32,77.0,3,1,CUSA,100.1,101.0,68.2,16.8,18.4,47.2,52.0,15.3,20.4,25.6,27.4,32.6,34.2,1.93,77.8,2,0
Albany,NJIT,-1,2021-01-16,AE,94.6,103.4,67.6,18.1,17.7,48.6,52.5,18.4,22.6,20.2,29.4,34.6,35.2,2.28,77.0,2,0,AE,96.8,101.6,68.8,17.6,17.9,44.2,48.9,15.6,20.3,26.1,31.4,30.6,34.2,2.21,76.1,3,0
Seattle,Utah Valley,1,2021-01-16,WAC,95.8,105.4,68.8,17.3,16.6,46.1,51.7,15.5,20.8,24.9,23.7,30.5,35.6,1.55,76.3,1,0,WAC,97.3,105.1,71.6,16.7,16.3,51.4,49.7,20.8,15.8,30.2,22.3,32.5,36.0,1.81,77.6,2,1
Illinois Chicago,Robert Morris,3,2021-01-16,Horz,96.1,101.6,69.2,17.1,16.4,50.6,45.7,18.0,15.1,22.5,27.2,35.4,26.2,2.29,77.9,3,1,Horz,98.8,105.3,68.8,16.9,16.0,50.1,55.5,21.2,19.8,33.8,32.3,36.0,40.7,1.74,75.8,2,0
Towson,James Madison,4,2021-01-16,CAA,100.8,106.2,67.1,18.4,16.0,44.3,53.0,19.2,14.3,32.5,29.4,29.6,36.7,1.89,77.2,1,1,CAA,99.9,107.4,72.0,15.5,17.3,49.7,48.9,19.2,20.4,26.8,31.1,29.2,31.0,1.33,76.5,2,1
Utah,California,10,2021-01-16,P12,108.3,95.5,66.9,17.8,17.4,49.3,47.9,15.8,21.7,25.6,30.9,30.8,32.7,1.4,77.4,1,1,P12,103.2,102.8,65.8,18.3,17.2,52.2,54.1,20.0,18.2,21.5,24.7,33.9,41.6,2.04,77.3,1,0
Florida Gulf Coast,Bellarmine,2,2021-01-16,ASun,95.4,103.1,69.3,16.8,17.0,48.3,48.7,24.1,21.5,28.6,33.6,29.7,28.1,1.58,76.7,3,0,ASun,98.7,106.4,67.3,17.6,17.9,51.8,57.6,18.8,22.0,25.2,24.4,37.3,41.2,1.98,77.1,1,1
Cal St. Fullerton,Cal St. Northridge,-1,2021-01-16,BW,91.5,104.2,70.8,16.2,16.3,48.1,52.1,21.8,21.1,22.4,26.6,33.8,37.0,1.57,77.2,2,1,BW,99.1,108.6,71.1,15.8,17.6,46.1,53.1,16.7,20.7,25.0,24.5,30.6,35.1,1.32,76.9,1,1
Southern Miss,Middle Tennessee,2,2021-01-16,CUSA,96.4,103.8,64.6,19.1,17.3,48.8,46.8,21.9,17.1,28.6,24.1,36.5,32.0,1.69,77.4,2,1,CUSA,91.6,98.5,71.8,16.9,15.9,43.2,48.4,24.5,21.9,24.8,23.8,29.1,25.3,1.94,76.6,2,0
Lafayette,Loyola MD,5,2021-01-16,Pat,103.1,106.4,69.8,17.6,15.5,52.1,51.3,14.0,17.4,27.9,19.9,39.2,32.8,1.96,77.5,3,1,Pat,99.0,106.4,70.9,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0,0
Stony Brook,New Hampshire,3,2021-01-16,AE,95.5,101.8,69.2,17.0,16.6,49.8,50.9,21.1,20.5,27.4,26.0,33.1,36.2,2.17,77.2,5,1,AE,94.8,102.2,68.1,18.6,16.2,43.5,49.2,17.1,18.2,27.2,19.0,29.9,34.9,1.62,77.2,0,0
Samford,UNC Greensboro,-7,2021-01-16,SC,99.0,107.7,74.4,15.1,16.5,49.1,51.9,20.4,19.3,30.9,26.0,30.0,32.6,2.23,76.7,0,0,SC,101.0,96.5,70.0,16.5,16.5,46.0,45.6,19.1,22.2,35.1,26.8,27.4,31.5,1.74,77.4,3,1
Arkansas St.,Louisiana Monroe,2,2021-01-16,SB,97.1,108.2,70.0,17.2,16.2,44.7,49.6,23.5,18.3,30.2,27.1,33.9,33.3,1.51,76.2,1,1,SB,94.2,104.6,67.4,17.2,17.1,48.5,49.9,18.9,21.9,22.7,31.5,34.6,36.9,1.93,76.4,3,0
Louisiana Tech,UTSA,9,2021-01-16,CUSA,101.6,95.6,69.9,16.4,16.4,49.5,45.6,18.0,19.0,26.2,24.8,32.3,29.7,2.14,76.1,3,1,CUSA,104.0,107.1,72.8,15.7,16.8,47.5,55.1,17.3,18.0,25.6,25.4,28.8,37.7,1.93,76.8,1,0
UMBC,Hartford,6,2021-01-16,AE,99.3,101.3,69.4,16.1,17.6,51.7,45.0,19.4,19.4,24.4,26.4,34.4,34.0,2.4,75.7,4,1,AE,97.4,104.1,67.7,18.1,17.8,50.9,50.4,19.3,21.6,24.8,28.0,35.6,32.4,1.87,76.0,3,1
Tennessee Tech,Tennessee St.,-1,2021-01-16,OVC,92.6,106.9,70.2,17.0,16.7,48.0,53.8,23.5,17.0,23.6,29.3,30.9,34.1,1.4,77.2,2,0,OVC,91.8,102.9,70.2,16.7,16.4,47.4,48.1,22.2,21.8,24.7,28.3,29.0,30.6,1.68,76.3,2,0
Southeast Missouri St.,Morehead St.,-2,2021-01-16,OVC,95.2,108.2,68.5,17.3,17.1,49.6,52.3,21.3,18.5,27.8,19.4,35.2,35.1,1.77,76.2,1,0,OVC,95.7,101.7,65.4,18.5,16.4,48.2,48.7,25.8,17.8,30.7,26.8,28.6,30.2,1.68,77.4,4,1
Manhattan,Niagara,-2,2021-01-16,MAAC,88.7,101.3,67.5,17.9,17.4,41.5,47.7,21.6,23.6,31.8,26.9,26.8,31.6,2.0,76.6,2,1,MAAC,98.9,104.9,66.1,18.2,18.6,46.9,49.7,16.0,20.2,21.9,27.8,33.2,35.5,2.51,75.5,2,0
Bucknell,Lehigh,4,2021-01-16,Pat,95.3,104.8,72.4,15.5,17.4,45.7,49.2,19.4,15.2,19.0,31.0,26.7,34.5,1.35,78.0,3,0,Pat,97.5,109.1,69.2,17.2,18.5,52.8,52.8,16.5,16.5,19.5,30.4,34.1,38.8,1.47,77.4,2,0
DePaul,Valparaiso,10,2021-01-16,BE,104.4,96.6,72.5,15.4,17.8,51.8,48.9,24.6,20.9,32.6,33.7,37.1,29.2,1.86,76.7,1,0,MVC,98.9,101.4,68.8,16.8,17.4,47.2,50.9,17.7,19.4,20.3,27.3,28.3,33.3,1.47,76.8,1,0
VMI,The Citadel,6,2021-01-16,SC,100.9,107.3,70.8,16.4,17.0,52.3,51.2,19.4,15.4,22.4,26.1,37.3,34.4,1.62,76.6,1,0,SC,100.8,111.9,77.4,13.8,16.9,58.0,52.1,17.6,17.1,23.1,28.0,39.4,31.2,1.79,76.8,2,0
USC,Washington St.,14,2021-01-16,P12,111.7,90.4,68.3,17.0,17.8,52.9,42.2,18.4,17.6,35.7,28.9,33.6,31.6,1.75,79.7,5,1,P12,97.9,94.7,68.3,17.5,16.6,47.3,41.9,20.9,17.9,29.0,27.2,33.3,27.5,1.16,78.6,2,0
Northern Kentucky,IUPUI,5,2021-01-16,Horz,99.5,105.2,65.5,17.8,17.9,48.4,51.3,21.3,21.3,37.6,36.2,27.4,33.2,1.24,75.7,2,0,Horz,96.9,106.6,72.5,16.7,16.3,46.4,52.7,21.7,23.3,24.0,29.4,31.9,31.5,2.13,75.3,0,1
UC Santa Barbara,UC San Diego,8,2021-01-16,BW,103.3,99.4,67.3,17.0,17.9,49.1,48.4,15.5,23.8,25.9,26.8,32.5,34.8,2.35,77.4,3,1,BW,98.5,103.3,70.2,17.8,16.5,50.0,52.5,24.3,20.0,14.9,33.8,30.2,36.6,1.7,77.1,2,0
Georgia Southern,Troy,3,2021-01-16,SB,96.7,105.4,67.9,18.0,17.4,48.0,55.3,22.4,23.5,32.3,32.2,26.6,41.6,1.82,76.2,2,1,SB,92.7,103.4,66.9,18.1,17.0,40.9,53.1,21.9,18.4,28.4,24.2,25.1,37.4,1.39,76.7,2,0
Detroit,Green Bay,6,2021-01-16,Horz,101.8,106.9,69.4,17.1,16.5,49.7,54.5,17.7,19.4,25.6,29.9,35.0,38.0,2.51,77.5,1,1,Horz,100.2,110.5,68.4,18.5,15.9,48.4,54.8,16.2,17.0,23.4,29.6,35.2,35.0,1.25,76.3,3,0
UCLA,Washington,14,2021-01-16,P12,116.0,96.1,64.7,18.6,17.7,53.2,48.6,16.8,18.3,33.6,25.8,38.0,30.0,1.56,77.5,5,1,P12,100.9,99.3,70.6,16.4,17.6,44.4,49.6,19.8,17.8,25.7,38.2,27.9,34.1,1.93,78.0,0,0
Navy,American,7,2021-01-16,Pat,102.0,102.6,65.0,18.7,17.0,51.2,52.6,16.3,20.1,29.0,23.1,32.9,32.7,1.71,76.0,5,1,Pat,97.0,104.9,68.5,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,4,0
North Dakota,North Dakota St.,-6,2021-01-16,Sum,92.1,104.6,67.0,18.2,17.2,46.1,52.1,21.1,18.3,24.1,28.4,29.0,34.9,1.41,77.5,1,0,Sum,101.3,100.0,64.9,19.3,16.2,49.1,48.1,19.5,13.4,26.5,20.5,33.2,31.3,1.43,78.1,5,1
Cal Baptist,Tarleton St.,5,2021-01-16,WAC,99.4,110.2,70.1,16.1,17.4,49.6,52.4,19.7,19.2,30.4,33.8,36.8,37.5,1.85,77.3,1,1,WAC,93.6,108.9,69.3,17.8,16.4,48.4,50.8,22.5,21.7,18.9,30.3,38.8,34.9,1.6,76.4,2,0
Tennessee,Vanderbilt,17,2021-01-16,SEC,111.9,87.2,65.6,17.4,17.7,51.7,44.9,14.7,25.6,33.4,24.5,34.9,31.2,1.62,77.5,4,1,SEC,104.3,101.6,69.5,17.6,16.9,51.3,51.0,18.9,18.3,31.8,25.4,35.3,32.4,1.29,77.1,1,0
Rider,Siena,-8,2021-01-16,MAAC,98.8,111.2,67.5,18.1,17.7,47.5,53.9,18.2,15.5,28.4,27.5,32.1,36.3,1.73,76.4,1,0,MAAC,104.7,101.4,66.9,19.2,16.5,55.7,46.5,16.2,15.0,27.7,25.3,37.0,31.8,1.86,76.5,5,1
Lipscomb,North Florida,7,2021-01-16,ASun,103.1,107.0,66.2,17.6,18.2,51.9,52.8,17.2,17.9,19.5,29.2,37.6,33.8,1.86,76.4,4,1,ASun,100.9,112.1,68.1,17.9,16.2,51.1,49.0,24.3,14.5,28.6,37.9,35.9,31.1,1.23,77.4,4,0
