home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Idaho,Portland St.,-9,2021-02-20,BSky,89.8,114.2,67.4,17.5,17.6,48.3,54.5,23.8,17.0,22.1,29.4,33.9,39.3,1.84,76.3,0,0,BSky,95.8,104.1,70.0,16.9,16.6,44.5,49.9,21.2,23.0,31.1,24.3,28.7,34.6,2.09,77.6,4,1
NJIT,Binghamton,10,2021-02-20,AE,97.3,104.4,67.9,17.5,17.8,46.8,50.5,16.0,20.7,23.7,29.7,32.7,31.5,2.23,76.1,2,0,AE,96.3,114.2,65.5,18.5,17.6,47.9,53.0,20.7,16.2,29.1,26.8,33.8,39.4,1.22,76.8,1,0
Nicholls St.,Central Arkansas,10,2021-02-20,Slnd,100.7,104.3,71.1,15.9,16.6,50.9,49.0,18.6,21.1,29.2,29.9,32.6,33.3,2.62,76.0,4,1,Slnd,97.3,112.6,71.7,15.6,16.2,49.3,53.3,25.2,15.3,27.2,29.1,34.6,37.4,2.07,78.0,0,0
Kent St.,Eastern Michigan,15,2021-02-20,MAC,108.7,99.6,70.9,17.4,16.4,51.8,48.5,18.9,17.5,34.9,29.5,35.0,34.5,2.16,77.4,4,1,MAC,98.2,106.2,68.9,16.7,16.9,44.9,60.5,18.4,18.9,26.2,30.3,26.3,39.3,2.3,76.3,1,0
Colgate,Boston University,14,2021-02-20,Pat,110.0,101.6,71.8,15.6,17.1,56.7,44.7,13.6,17.1,26.5,25.5,38.7,27.2,1.84,76.4,5,1,Pat,100.9,110.2,65.9,17.6,17.3,49.2,53.7,19.6,14.7,32.7,26.9,30.7,36.3,1.89,77.5,4,1
Gonzaga,San Diego,32,2021-02-20,WCC,127.1,88.7,74.3,14.2,17.6,61.2,47.1,16.0,20.6,31.1,23.6,36.3,33.1,1.51,78.2,5,1,WCC,98.9,100.7,69.5,16.8,16.4,46.2,51.5,17.8,18.7,18.9,24.6,33.0,39.5,2.09,77.6,2,1
Murray St.,SIU Edwardsville,13,2021-02-20,OVC,104.6,101.9,66.2,17.4,17.9,54.9,49.1,19.7,20.0,27.4,25.3,36.0,31.0,1.48,76.8,4,0,OVC,96.2,108.9,68.2,17.7,16.6,50.2,52.8,23.1,19.6,27.8,32.7,32.9,34.0,1.73,76.4,1,0
UMKC,Denver,11,2021-02-20,Sum,95.0,100.0,62.5,19.4,17.8,51.1,50.6,20.6,22.7,21.2,23.7,35.1,36.9,1.88,76.1,4,1,Sum,93.3,112.1,70.7,16.6,17.2,49.6,56.3,21.6,19.2,21.1,25.6,35.0,39.5,1.3,76.6,1,0
Army,Holy Cross,12,2021-02-20,Pat,100.4,101.8,69.0,16.6,16.7,52.5,52.4,18.0,19.6,23.3,24.7,33.5,34.9,1.98,75.2,2,0,Pat,95.6,111.9,68.9,17.4,16.7,49.4,53.1,18.5,17.5,27.0,32.6,34.9,36.4,1.36,76.7,1,0
Lipscomb,Kennesaw St.,12,2021-02-20,ASun,103.3,108.3,66.0,17.7,18.1,51.4,51.5,17.5,17.9,23.4,28.6,34.6,32.7,1.84,76.5,3,1,ASun,88.0,107.8,68.6,18.3,16.6,44.8,52.4,20.8,17.3,24.8,26.8,29.6,31.3,0.89,76.4,1,0
Tennessee Martin,Morehead St.,-13,2021-02-20,OVC,93.8,114.6,66.8,18.1,16.9,45.0,57.6,21.2,19.8,29.2,33.1,34.0,38.5,1.65,77.1,2,0,OVC,99.9,96.9,65.3,18.3,17.0,51.1,47.8,23.5,18.9,31.7,24.8,33.3,30.3,1.69,77.3,4,0
Weber St.,Northern Arizona,14,2021-02-20,BSky,108.1,105.4,71.8,15.9,17.4,57.5,49.3,17.6,18.9,23.4,26.3,38.7,35.8,2.07,77.5,4,1,BSky,98.8,114.5,63.0,19.5,17.7,46.1,60.1,17.6,18.4,25.4,27.1,32.8,39.7,1.25,77.5,2,0
Belmont,Tennessee Tech,20,2021-02-20,OVC,112.6,101.2,70.3,15.8,17.5,58.5,48.9,16.3,21.0,24.5,27.1,36.0,34.9,1.38,77.0,5,1,OVC,97.0,111.7,68.1,17.1,17.2,49.9,55.2,23.1,17.8,26.3,27.0,31.5,36.2,1.5,77.0,1,0
