home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Belmont,Jacksonville St.,5,2021-03-05,OVC,110.2,100.4,71.2,15.7,17.4,56.7,48.8,16.5,20.4,26.2,26.3,34.9,33.9,1.37,76.9,0,0,OVC,106.0,104.8,66.1,18.4,16.8,52.6,48.1,19.7,15.5,32.0,28.0,35.0,32.7,2.18,77.1,0,0
Morehead St.,Eastern Kentucky,2,2021-03-05,OVC,99.5,96.1,65.9,18.1,17.2,51.4,46.8,23.0,18.3,31.2,25.1,34.0,30.3,1.7,77.3,0,0,OVC,101.8,101.4,75.3,15.4,16.0,51.3,50.9,16.8,24.2,27.2,30.5,35.7,32.8,1.27,76.1,0,0
Wake Forest,Georgia Tech,-10,2021-03-05,ACC,101.7,101.0,67.3,18.8,16.8,49.0,53.8,20.3,18.2,25.5,26.4,34.6,38.0,1.7,77.5,0,0,ACC,113.8,95.1,67.8,17.7,17.5,53.9,51.8,16.1,22.0,24.5,29.7,35.2,36.3,2.56,76.3,5,1
Drake,Northern Iowa,10,2021-03-05,MVC,113.6,98.2,67.2,17.8,18.1,55.1,47.6,15.7,18.9,32.2,24.8,37.0,29.5,2.01,76.1,0,0,MVC,103.4,102.4,69.2,17.5,17.6,50.0,52.9,19.1,16.8,26.4,21.9,32.2,34.1,1.35,76.7,0,0
Toledo,Ball St.,11,2021-03-05,MAC,115.7,101.3,68.8,16.9,17.1,54.4,48.1,15.7,17.5,29.5,30.1,38.4,29.3,1.79,76.8,3,0,MAC,103.9,101.0,70.7,16.6,16.7,51.8,48.4,20.0,17.6,27.4,30.6,34.9,30.3,1.93,76.9,3,1
Indiana St.,Evansville,6,2021-03-05,MVC,104.0,97.8,67.8,17.7,17.8,49.3,51.8,18.5,21.9,25.4,28.0,33.8,33.1,1.76,76.7,0,0,MVC,107.4,110.4,62.6,21.4,16.4,53.8,57.9,17.2,18.5,18.9,24.2,38.1,41.2,2.24,76.4,0,0
The Citadel,Western Carolina,-1,2021-03-05,SC,102.8,109.2,74.4,15.3,17.0,51.5,52.9,16.2,14.1,22.5,26.7,33.0,31.6,1.91,76.5,0,0,SC,99.9,106.0,70.8,16.9,16.7,51.8,53.8,19.8,16.0,22.9,24.5,33.5,35.3,1.76,76.2,0,0
UC Davis,Hawaii,1,2021-03-05,BW,98.3,103.7,70.3,16.8,16.6,47.5,54.0,20.3,23.7,27.9,27.2,33.6,36.3,1.55,75.7,5,1,BW,101.2,104.3,67.6,17.8,17.7,51.1,50.1,19.0,17.0,29.1,26.7,36.0,34.4,1.7,76.8,3,1
Missouri St.,Valparaiso,8,2021-03-05,MVC,108.1,98.7,69.6,17.3,17.7,54.7,48.4,18.4,14.9,23.6,21.8,34.4,34.4,1.66,77.5,0,0,MVC,97.5,99.4,67.3,17.6,18.3,47.9,50.4,18.3,17.8,20.6,26.6,30.2,33.3,1.45,77.0,0,0
Western Kentucky,Old Dominion,8,2021-03-05,CUSA,107.6,97.7,68.4,17.4,16.4,51.7,49.6,21.0,19.4,33.1,24.0,34.4,35.9,2.15,76.3,4,1,CUSA,101.3,100.6,67.9,17.8,17.2,48.8,50.7,18.8,19.4,28.9,25.2,29.0,35.5,2.27,76.9,4,1
Appalachian St.,Little Rock,-1,2021-03-05,SB,100.1,106.1,65.5,18.3,18.0,47.8,51.4,17.9,20.0,28.1,31.0,31.2,33.9,1.89,76.2,0,0,SB,99.3,104.8,67.6,17.4,17.6,50.6,50.7,22.4,20.2,31.1,28.1,31.3,34.7,1.98,78.3,0,0
Cal Baptist,Seattle,2,2021-03-05,WAC,103.6,110.3,70.9,16.3,17.6,53.7,52.2,19.5,16.2,28.3,27.0,39.9,36.5,1.88,77.3,3,1,WAC,97.4,104.6,69.1,17.4,17.0,46.9,49.1,15.6,21.8,25.2,30.6,31.7,33.4,1.56,76.3,3,0
UC San Diego,Cal St. Fullerton,4,2021-03-05,BW,99.7,106.2,70.7,17.0,17.8,53.0,54.3,20.8,18.3,16.8,31.5,34.9,37.3,2.03,76.8,1,0,BW,98.1,106.1,72.9,16.6,16.5,50.4,52.0,17.7,19.8,22.6,31.8,37.4,35.4,1.46,77.1,2,1
Arkansas St.,Georgia Southern,1,2021-03-05,SB,101.0,108.4,68.2,17.6,16.9,48.4,50.0,19.6,17.8,30.9,28.0,36.8,35.9,1.41,76.1,0,0,SB,94.7,104.3,67.4,18.1,17.4,48.3,51.3,21.7,22.5,30.4,31.5,31.4,36.2,1.82,76.2,0,0
Quinnipiac,Saint Peter's,-2,2021-03-05,MAAC,91.1,100.3,72.4,16.5,17.0,47.5,43.8,19.2,16.5,20.9,27.2,32.5,29.6,1.16,77.4,3,1,MAAC,90.4,94.2,67.8,17.8,17.1,44.8,44.5,21.5,22.9,29.9,28.2,31.5,33.3,1.3,75.9,2,0
North Alabama,Florida Gulf Coast,-2,2021-03-05,ASun,92.7,104.1,70.7,16.3,17.8,46.7,50.9,21.2,18.9,27.2,24.1,31.3,35.6,1.79,76.0,0,0,ASun,93.5,103.0,70.7,16.8,17.0,47.2,47.7,20.4,19.4,29.3,30.5,28.9,30.3,1.61,76.8,0,0
Rider,Monmouth,-5,2021-03-05,MAAC,99.4,112.3,68.7,17.3,17.7,48.0,53.3,18.3,17.3,26.1,27.0,35.0,35.8,1.65,76.1,1,0,MAAC,101.3,104.0,75.1,14.6,17.5,49.4,48.4,18.0,21.2,26.3,28.2,37.2,32.5,2.11,76.0,3,1
Mercer,Samford,8,2021-03-05,SC,107.0,104.9,68.6,17.2,17.1,54.9,51.6,18.5,17.4,25.9,26.5,36.9,33.0,1.89,77.1,0,0,SC,97.6,105.6,72.9,15.7,16.5,48.7,52.6,21.5,18.8,28.9,25.8,28.5,34.4,1.94,76.6,0,0
Western Michigan,Eastern Michigan,3,2021-03-05,MAC,95.9,104.2,66.6,18.3,16.4,49.0,50.2,21.0,14.5,23.2,29.9,33.0,31.7,1.68,76.3,1,1,MAC,97.8,107.5,68.8,17.7,16.3,46.5,58.9,17.5,18.9,24.6,31.7,30.0,39.3,2.39,76.5,1,0
Montana St.,Sacramento St.,4,2021-03-05,BSky,99.9,105.5,68.1,17.1,17.8,50.3,50.4,17.7,19.3,23.6,27.4,32.9,34.9,2.01,76.7,1,1,BSky,99.5,108.1,65.0,18.8,17.9,49.3,54.7,14.9,19.0,25.3,28.2,36.3,34.5,2.47,76.8,1,0
South Alabama,Louisiana Monroe,5,2021-03-05,SB,102.6,106.9,67.1,17.1,18.3,50.8,50.1,17.9,19.9,26.8,31.9,35.1,34.1,2.02,75.9,0,0,SB,93.4,104.5,67.5,17.3,18.0,48.6,50.1,19.6,21.4,22.2,32.5,34.5,36.1,1.96,76.3,0,0
Siena,Canisius,6,2021-03-05,MAAC,101.8,101.4,66.6,18.9,17.6,51.6,46.3,19.3,17.7,29.2,26.5,35.0,33.1,1.78,76.6,4,1,MAAC,99.3,105.6,70.7,16.2,17.3,46.1,49.6,17.3,20.8,27.3,27.4,29.8,33.8,1.81,77.2,3,0
UT Arlington,Troy,4,2021-03-05,SB,98.2,104.6,69.2,16.9,17.3,46.0,49.7,16.3,19.6,27.1,32.3,35.1,36.2,1.51,76.6,0,0,SB,90.9,103.2,68.2,17.8,17.0,44.0,51.4,21.4,18.3,27.5,26.0,27.8,36.5,1.43,76.7,0,0
Grand Canyon,Utah Valley,9,2021-03-05,WAC,103.3,99.3,65.7,18.2,17.3,53.0,45.5,21.1,16.6,32.7,22.5,31.4,30.4,2.16,77.4,3,1,WAC,100.5,105.7,70.7,16.9,16.5,53.0,48.3,21.8,14.5,32.1,24.1,35.0,34.5,1.82,77.5,3,1
Liberty,Stetson,11,2021-03-05,ASun,110.0,100.2,63.4,19.4,17.7,57.3,47.4,15.7,17.4,22.4,22.5,38.9,31.3,1.75,75.8,0,0,ASun,101.7,108.1,69.0,18.5,16.5,51.2,53.1,19.7,18.0,27.7,26.3,37.0,35.4,0.85,77.0,0,0
Long Beach St.,UC Irvine,-10,2021-03-05,BW,97.9,107.5,73.1,15.5,17.1,51.2,51.0,21.1,18.0,21.4,32.1,36.3,35.9,1.7,77.3,2,0,BW,102.1,95.0,67.6,18.0,17.2,47.6,46.3,19.5,18.6,33.2,24.7,32.8,34.3,0.98,77.4,4,1
Cal St. Northridge,UC Riverside,-10,2021-03-05,BW,102.5,112.6,70.3,16.4,17.7,49.4,54.8,16.7,18.3,24.0,28.7,35.1,37.0,1.21,76.7,2,1,BW,104.9,97.3,66.9,19.2,16.8,54.2,45.4,18.3,16.3,26.9,23.6,39.1,32.2,2.0,78.7,2,1
UT Rio Grande Valley,Tarleton St.,5,2021-03-05,WAC,94.9,101.9,69.9,15.1,17.6,43.3,46.7,18.1,24.8,31.1,35.5,28.1,28.4,2.16,76.0,1,0,WAC,96.2,108.8,64.7,19.5,16.4,48.4,54.0,18.3,22.9,18.8,32.5,36.9,38.5,1.42,76.3,3,1
Manhattan,Fairfield,5,2021-03-05,MAAC,90.2,101.4,67.5,17.5,17.6,42.8,47.7,21.4,22.9,31.8,29.4,27.3,32.3,1.99,76.7,2,1,MAAC,93.3,109.0,65.4,18.9,17.3,45.1,51.0,20.4,16.4,28.1,25.7,30.6,34.3,1.77,76.9,2,0
Loyola Chicago,Southern Illinois,16,2021-03-05,MVC,109.6,86.3,64.5,18.3,19.0,55.8,46.8,18.3,22.2,26.1,21.3,33.9,32.5,2.26,76.2,0,0,MVC,100.6,102.5,66.4,18.5,17.9,52.6,52.9,18.4,19.0,17.0,25.5,37.8,33.9,0.97,76.2,0,0
Central Michigan,Northern Illinois,8,2021-03-05,MAC,101.4,109.8,72.3,15.9,16.5,49.1,54.3,18.4,18.4,26.7,32.4,32.3,36.1,2.07,77.2,1,1,MAC,93.7,110.8,65.5,17.8,17.7,44.2,55.5,20.7,17.5,32.9,31.6,31.6,39.4,1.85,76.7,0,0
Florida Atlantic,Middle Tennessee,10,2021-03-05,CUSA,101.4,103.0,68.6,16.7,17.8,51.5,50.7,20.0,18.9,31.7,22.8,34.9,36.8,1.57,76.8,3,1,CUSA,91.6,103.4,69.9,17.5,16.6,46.1,52.5,22.0,19.7,25.0,25.2,32.8,30.8,1.93,76.8,0,0
Dixie St.,New Mexico St.,-10,2021-03-05,WAC,91.3,107.5,73.9,14.8,17.1,45.2,52.4,20.3,19.7,24.7,31.3,28.8,33.1,1.8,76.2,2,1,WAC,103.2,102.5,65.2,19.9,17.2,48.5,51.3,18.0,17.4,34.7,24.8,31.4,32.3,2.35,76.2,3,1
Eastern Washington,Idaho St.,12,2021-03-05,BSky,109.6,104.3,73.2,15.5,17.8,54.5,49.1,16.2,16.6,23.5,26.2,36.7,34.0,1.62,77.2,4,0,BSky,94.3,103.4,64.4,19.6,17.4,48.8,48.0,24.1,18.1,29.9,25.3,31.4,37.5,1.89,76.7,3,1
Marshall,Charlotte,14,2021-03-05,CUSA,110.9,99.6,72.9,14.6,17.7,55.2,49.9,16.5,20.4,24.1,29.2,36.4,35.8,1.94,77.2,4,1,CUSA,97.9,104.3,62.7,18.9,18.4,50.1,50.7,21.0,19.2,21.7,25.3,32.5,31.8,1.86,77.5,0,0
Mississippi Valley St.,Arkansas Pine Bluff,-9,2021-03-05,SWAC,79.6,119.1,71.6,16.7,15.5,43.6,54.6,25.0,14.6,17.5,35.6,32.9,34.9,1.42,76.3,1,1,SWAC,90.4,114.2,67.6,18.5,15.9,42.5,54.2,23.0,18.5,26.9,33.0,30.4,39.3,2.28,75.8,0,0
Delaware St.,Morgan St.,-11,2021-03-05,MEAC,90.5,115.5,73.6,15.5,15.6,45.6,55.1,22.2,18.6,26.0,32.2,31.3,34.7,1.66,75.7,1,0,MEAC,99.6,106.7,71.7,15.8,16.2,49.1,48.5,20.5,21.8,34.4,30.8,32.1,31.4,2.24,77.1,3,0
UC Santa Barbara,Cal Poly,22,2021-03-05,BW,108.1,96.3,65.6,17.7,18.4,53.3,47.0,17.0,21.1,27.9,26.0,36.1,32.9,2.36,77.4,4,0,BW,87.5,106.5,67.4,17.4,17.5,43.2,50.9,20.4,18.3,22.8,29.5,29.7,36.4,1.44,76.8,0,0
