home,away,predict_kp,date,lasso,linear,rf,draft_kings
Kennesaw St.,North Alabama,-7,2021-01-16,-15.0,-22.0,-21.0,-6.0
Idaho,Northern Colorado,-8,2021-01-16,-10.0,-13.0,-9.0,-8.5
Marist,Fairfield,7,2021-01-16,7.0,3.0,9.0,5.5
Bradley,Evansville,10,2021-01-16,17.0,24.0,9.0,8.5
Incarnate Word,Stephen F. Austin,-10,2021-01-16,-13.0,-14.0,-1.0,-12.5
Alabama A&M,Alabama St.,7,2021-01-16,-7.0,-16.0,-1.0,7.5
Pepperdine,Portland,12,2021-01-16,19.0,23.0,12.0,13.0
UT Rio Grande Valley,Dixie St.,10,2021-01-16,15.0,20.0,23.0,10.0
Delaware St.,Norfolk St.,-9,2021-01-16,-12.0,-13.0,2.0,-10.0
Southern,Arkansas Pine Bluff,10,2021-01-16,12.0,16.0,10.0,10.0
Cal Poly,UC Riverside,-11,2021-01-16,-17.0,-23.0,-20.0,-10.0
Tennessee Martin,Murray St.,-12,2021-01-16,-8.0,-7.0,-9.0,-12.0
Ball St.,Northern Illinois,12,2021-01-16,15.0,22.0,6.0,10.5
Montana,Northern Arizona,11,2021-01-16,14.0,13.0,6.0,12.5
San Jose St.,Colorado St.,-18,2021-01-16,-15.0,-16.0,-30.0,-19.5
Abilene Christian,Southeastern Louisiana,16,2021-01-16,16.0,20.0,9.0,15.5
Alcorn St.,Mississippi Valley St.,15,2021-01-16,25.0,35.0,7.0,15.5
Vermont,Maine,17,2021-01-16,18.0,16.0,6.0,17.0
Colgate,Holy Cross,19,2021-01-16,16.0,7.0,8.0,19.0
