home,away,predict_kp,date,lasso,linear,rf,draft_kings
Air Force,Fresno St.,-5,2021-02-13,-7.0,-8.0,-9.0,-4.5
Southeastern Louisiana,Nicholls St.,-6,2021-02-13,-5.0,-4.0,-6.0,-6.0
Alabama St.,Alabama A&M,-4,2021-02-13,-3.0,-4.0,6.0,-4.5
Northwestern St.,McNeese St.,6,2021-02-13,5.0,3.0,3.0,5.0
Tennessee St.,Eastern Kentucky,-7,2021-02-13,-7.0,-7.0,-2.0,-7.0
North Dakota,South Dakota,-8,2021-02-13,-9.0,-8.0,-12.0,-6.5
Western Illinois,Denver,6,2021-02-13,6.0,5.0,5.0,6.5
Jacksonville St.,SIU Edwardsville,8,2021-02-13,8.0,8.0,8.0,9.0
Austin Peay,Southeast Missouri St.,8,2021-02-13,10.0,11.0,4.0,10.0
UMKC,Nebraska Omaha,7,2021-02-13,8.0,9.0,9.0,7.5
UTEP,FIU,9,2021-02-13,9.0,10.0,7.0,8.5
Arkansas Pine Bluff,Southern,-7,2021-02-13,-7.0,-9.0,-14.0,-7.5
Iona,Manhattan,9,2021-02-13,10.0,10.0,10.0,8.0
Kennesaw St.,Stetson,-8,2021-02-13,-9.0,-9.0,-6.0,-6.5
Oklahoma St.,Kansas St.,16,2021-02-13,16.0,14.0,21.0,13.5
Furman,Western Carolina,13,2021-02-13,14.0,14.0,6.0,13.5
Vermont,Stony Brook,12,2021-02-13,14.0,15.0,11.0,10.5
Fordham,Saint Louis,-15,2021-02-13,-17.0,-20.0,-13.0,-16.5
Utah Valley,Dixie St.,10,2021-02-13,10.0,10.0,10.0,10.0
Sam Houston St.,Central Arkansas,11,2021-02-13,10.0,8.0,9.0,12.0
Liberty,North Florida,13,2021-02-13,15.0,16.0,10.0,11.5
Wright St.,Milwaukee,19,2021-02-13,18.0,16.0,9.0,15.5
Idaho St.,Idaho,12,2021-02-13,13.0,13.0,23.0,10.5
Marshall,Middle Tennessee,18,2021-02-13,17.0,19.0,17.0,17.0
Mississippi Valley St.,Alcorn St.,-13,2021-02-13,-16.0,-16.0,6.0,-15.0
Kent St.,Northern Illinois,16,2021-02-13,17.0,15.0,10.0,15.0
Murray St.,Tennessee Martin,17,2021-02-13,18.0,21.0,17.0,18.0
Abilene Christian,Texas A&M Corpus Chris,19,2021-02-13,21.0,22.0,28.0,20.0
