home,away_x,predict_kp,date,draft_kings,home_cover,percent_chance,bet,away_y,score
Tennessee St.,Eastern Kentucky,-7,2021-02-13,-7.0,0.0,0.5478,Eastern Kentucky,Eastern Kentucky,-20.0
DePaul,Providence,-2,2021-02-13,-2.5,1.0,0.5469,DePaul,Providence,-10.0
Texas St.,UT Arlington,7,2021-02-13,5.5,1.0,0.5446,Texas St.,UT Arlington,11.0
Chattanooga,The Citadel,8,2021-02-13,10.0,1.0,0.544,Chattanooga,The Citadel,4.0
IUPUI,Illinois Chicago,2,2021-02-13,1.0,0.0,0.5433,Illinois Chicago,Illinois Chicago,7.0
Michigan St.,Iowa,-7,2021-02-13,-5.0,0.0,0.5416,Iowa,Iowa,-30.0
Virginia,North Carolina,7,2021-02-13,6.0,1.0,0.5415,Virginia,North Carolina,12.0
Mercer,UNC Greensboro,-1,2021-02-13,-2.0,1.0,0.5414,Mercer,UNC Greensboro,-3.0
North Dakota,South Dakota,-8,2021-02-13,-6.5,0.0,0.5334,South Dakota,South Dakota,9.0
Mississippi St.,Vanderbilt,8,2021-02-13,7.5,1.0,0.5312,Mississippi St.,Vanderbilt,-21.0
Towson,Northeastern,-5,2021-02-13,-2.5,1.0,0.5309,Towson,Northeastern,-9.0
Oklahoma St.,Kansas St.,16,2021-02-13,13.5,0.0,0.5303,Kansas St.,Kansas St.,7.0
Georgetown,Butler,2,2021-02-13,1.0,0.0,0.5297,Butler,Butler,15.0
Albany,UMass Lowell,2,2021-02-13,5.0,0.0,0.5277,UMass Lowell,UMass Lowell,12.0
N.C. State,Duke,-2,2021-02-13,-3.5,1.0,0.5269,N.C. State,Duke,-16.0
Army,Colgate,-4,2021-02-13,-6.0,0.0,0.5251,Colgate,Colgate,-10.0
California,Colorado,-12,2021-02-13,-11.0,0.0,0.525,Colorado,Colorado,9.0
Vermont,Stony Brook,12,2021-02-13,10.5,1.0,0.5225,Vermont,Stony Brook,8.0
Oral Roberts,South Dakota St.,-4,2021-02-13,-3.5,1.0,0.5219,Oral Roberts,South Dakota St.,17.0
UTSA,Florida Atlantic,4,2021-02-13,4.0,1.0,0.52,UTSA,Florida Atlantic,11.0
Charleston,Elon,5,2021-02-13,7.5,1.0,0.5193,Charleston,Elon,18.0
Stanford,Utah,3,2021-02-13,4.5,0.0,0.5174,Utah,Utah,7.0
James Madison,Hofstra,2,2021-02-13,1.5,1.0,0.5173,James Madison,Hofstra,4.0
East Tennessee St.,Wofford,2,2021-02-13,2.0,1.0,0.5166,East Tennessee St.,Wofford,22.0
Kent St.,Northern Illinois,16,2021-02-13,15.0,1.0,0.5129,Kent St.,Northern Illinois,22.0
Washington St.,USC,-8,2021-02-13,-8.0,1.0,0.5129,Washington St.,USC,-11.0
Grambling St.,Texas Southern,-3,2021-02-13,-3.5,1.0,0.5097,Grambling St.,Texas Southern,-2.0
Seattle,New Mexico St.,-4,2021-02-13,-6.5,1.0,0.5094,Seattle,New Mexico St.,-7.0
Holy Cross,Boston University,-4,2021-02-13,-6.0,0.0,0.5053,Boston University,Boston University,17.0
Belmont,Morehead St.,8,2021-02-13,10.0,1.0,0.5052,Belmont,Morehead St.,15.0
Washington,UCLA,-9,2021-02-13,-9.5,1.0,0.5052,Washington,UCLA,-3.0
Creighton,Villanova,-1,2021-02-13,-2.5,1.0,0.5051,Creighton,Villanova,16.0
Quinnipiac,Canisius,-1,2021-02-13,1.0,0.0,0.5008,Canisius,Canisius,-19.0
