home,away_x,predict_kp,date,draft_kings,home_cover,percent_chance,bet,away_y,score
Robert Morris,Youngstown St.,1,2021-02-06,1.5,0.0,0.6857,Youngstown St.,Youngstown St.,-4.0
Clemson,Syracuse,2,2021-02-06,4.0,1.0,0.6803,Clemson,Syracuse,17.0
Southern,Grambling St.,6,2021-02-06,6.0,1.0,0.6716,Southern,Grambling St.,-3.0
Illinois St.,Missouri St.,-5,2021-02-06,-8.0,0.0,0.6706,Missouri St.,Missouri St.,-7.0
Oregon St.,Washington St.,2,2021-02-06,2.0,1.0,0.6643,Oregon St.,Washington St.,2.0
Providence,St. John's,1,2021-02-06,1.0,1.0,0.6641,Providence,St. John's,-11.0
SIU Edwardsville,Belmont,-12,2021-02-06,-17.0,0.0,0.6627,Belmont,Belmont,-32.0
Nebraska Omaha,Western Illinois,3,2021-02-06,3.0,0.0,0.6624,Western Illinois,Western Illinois,-8.0
Milwaukee,Northern Kentucky,1,2021-02-06,1.0,0.0,0.6579,Northern Kentucky,Northern Kentucky,-14.0
North Dakota St.,Oral Roberts,5,2021-02-06,4.0,1.0,0.6576,North Dakota St.,Oral Roberts,-6.0
North Carolina A&T,South Carolina St.,13,2021-02-06,12.0,0.0,0.657,South Carolina St.,,
Alabama St.,Arkansas Pine Bluff,3,2021-02-06,2.5,0.0,0.653,Arkansas Pine Bluff,Arkansas Pine Bluff,6.0
Florida Gulf Coast,North Alabama,3,2021-02-06,3.0,0.0,0.6525,North Alabama,North Alabama,9.0
Michigan St.,Nebraska,8,2021-02-06,13.0,0.0,0.6517,Nebraska,Nebraska,10.0
Eastern Illinois,Tennessee St.,2,2021-02-06,-1.0,1.0,0.6516,Eastern Illinois,Tennessee St.,14.0
Lamar,Abilene Christian,-14,2021-02-06,-13.0,0.0,0.6487,Abilene Christian,Abilene Christian,-15.0
Dixie St.,Seattle,-1,2021-02-06,-2.0,1.0,0.648,Dixie St.,Seattle,-21.0
Kentucky,Tennessee,-3,2021-02-06,-3.5,1.0,0.647,Kentucky,Tennessee,-11.0
FIU,UTSA,1,2021-02-06,1.5,0.0,0.6452,UTSA,UTSA,-43.0
Alcorn St.,Jackson St.,-3,2021-02-06,-4.5,0.0,0.6443,Jackson St.,Jackson St.,-8.0
Middle Tennessee,Charlotte,-4,2021-02-06,-5.0,1.0,0.6439,Middle Tennessee,Charlotte,13.0
UT Arlington,Louisiana Monroe,7,2021-02-06,9.0,0.0,0.6425,Louisiana Monroe,Louisiana Monroe,6.0
Green Bay,IUPUI,3,2021-02-06,5.0,0.0,0.6363,IUPUI,IUPUI,7.0
South Dakota St.,South Dakota,6,2021-02-06,5.5,0.0,0.6349,South Dakota,South Dakota,11.0
Central Arkansas,McNeese St.,7,2021-02-06,5.0,1.0,0.6342,Central Arkansas,McNeese St.,-10.0
Oakland,Cleveland St.,-2,2021-02-06,0.5,0.0,0.6263,Cleveland St.,Cleveland St.,-2.0
Kansas St.,Texas Tech,-15,2021-02-06,-16.0,0.0,0.624,Texas Tech,Texas Tech,-11.0
Hawaii,Cal Poly,13,2021-02-06,12.5,0.0,0.6201,Cal Poly,Cal Poly,17.0
Old Dominion,Marshall,-4,2021-02-06,-7.0,1.0,0.6194,Old Dominion,Marshall,-20.0
Memphis,East Carolina,11,2021-02-06,13.0,1.0,0.6188,Memphis,East Carolina,7.0
Tennessee Martin,Tennessee Tech,-2,2021-02-06,-3.0,0.0,0.5994,Tennessee Tech,Tennessee Tech,2.0
Georgia Tech,Notre Dame,3,2021-02-06,4.0,1.0,0.5941,Georgia Tech,Notre Dame,2.0
Loyola Chicago,Evansville,20,2021-02-06,19.5,1.0,0.5831,Loyola Chicago,Evansville,13.0
Stetson,Lipscomb,3,2021-02-06,-1.5,1.0,0.5823,Stetson,Lipscomb,-8.0
Oklahoma,Iowa St.,14,2021-02-06,14.0,1.0,0.5803,Oklahoma,Iowa St.,7.0
North Texas,Louisiana Tech,3,2021-02-06,4.5,0.0,0.5792,Louisiana Tech,Louisiana Tech,2.0
Colorado,Arizona,6,2021-02-06,6.0,1.0,0.5789,Colorado,Arizona,3.0
Butler,DePaul,3,2021-02-06,6.0,1.0,0.5775,Butler,DePaul,10.0
Detroit,Purdue Fort Wayne,7,2021-02-06,6.5,1.0,0.5761,Detroit,Purdue Fort Wayne,27.0
UNLV,Air Force,12,2021-02-06,13.0,0.0,0.5752,Air Force,Air Force,10.0
New Hampshire,UMass Lowell,-1,2021-02-06,4.0,0.0,0.5663,UMass Lowell,UMass Lowell,11.0
The Citadel,Western Carolina,-1,2021-02-06,-1.0,0.0,0.5608,Western Carolina,Western Carolina,11.0
USC,UCLA,4,2021-02-06,3.5,0.0,0.5601,UCLA,UCLA,18.0
Buffalo,Miami OH,7,2021-02-06,8.5,1.0,0.5564,Buffalo,Miami OH,24.0
Weber St.,Montana St.,4,2021-02-06,6.0,1.0,0.5539999999999999,Weber St.,Montana St.,8.0
Charleston,Towson,5,2021-02-06,3.0,1.0,0.5518,Charleston,Towson,2.0
Texas A&M Corpus Chris,Incarnate Word,2,2021-02-06,1.5,0.0,0.5475,Incarnate Word,Incarnate Word,-5.0
South Carolina,Mississippi St.,2,2021-02-06,2.0,1.0,0.5454,South Carolina,Mississippi St.,-16.0
Furman,Wofford,6,2021-02-06,5.5,0.0,0.5452,Wofford,Wofford,-8.0
Illinois,Wisconsin,4,2021-02-06,3.5,1.0,0.5401,Illinois,Wisconsin,15.0
Oregon,Washington,14,2021-02-06,12.0,0.0,0.5366,Washington,Washington,12.0
Eastern Kentucky,Murray St.,1,2021-02-06,-2.5,0.0,0.5306,Murray St.,Murray St.,-12.0
Southeast Missouri St.,Jacksonville St.,-3,2021-02-06,-4.0,1.0,0.53,Southeast Missouri St.,Jacksonville St.,-12.0
Northern Iowa,Indiana St.,1,2021-02-06,2.0,1.0,0.5294,Northern Iowa,Indiana St.,-4.0
Central Michigan,Western Michigan,3,2021-02-06,4.5,0.0,0.5184,Western Michigan,Western Michigan,-2.0
Sam Houston St.,Nicholls St.,2,2021-02-06,3.0,1.0,0.5166,Sam Houston St.,Nicholls St.,7.0
Missouri,Alabama,-3,2021-02-06,-3.0,0.0,0.5146,Alabama,Alabama,3.0
Boston College,N.C. State,-1,2021-02-06,-5.0,0.0,0.514,N.C. State,N.C. State,-16.0
Elon,UNC Wilmington,-1,2021-02-06,-1.0,1.0,0.5128,Elon,,
Rice,Southern Miss,7,2021-02-06,5.0,0.0,0.5127,Southern Miss,Southern Miss,8.0
Fordham,La Salle,-4,2021-02-06,-5.5,1.0,0.5084,Fordham,La Salle,8.0
Rhode Island,Massachusetts,7,2021-02-06,7.5,0.0,0.5075,Massachusetts,Massachusetts,-12.0
Colgate,Boston University,13,2021-02-06,12.5,0.0,0.5073,Boston University,,
Ball St.,Toledo,-9,2021-02-06,-9.0,1.0,0.5052,Ball St.,Toledo,14.0
Eastern Washington,Idaho,21,2021-02-06,20.0,1.0,0.5049,Eastern Washington,Idaho,26.0
