home,away_x,predict_kp,date,draft_kings,home_cover,percent_chance,bet,away_y,score
Arkansas St.,UT Arlington,-1,2021-01-30,-3.0,1.0,0.7345,Arkansas St.,UT Arlington,-1.0
Cal Baptist,Dixie St.,9,2021-01-30,10.0,1.0,0.7252,Cal Baptist,Dixie St.,-4.0
Purdue,Minnesota,2,2021-01-30,2.5,1.0,0.721,Purdue,Minnesota,19.0
Cal Poly,Cal St. Northridge,-1,2021-01-30,-3.5,1.0,0.7163,Cal Poly,Cal St. Northridge,-13.0
DePaul,Creighton,-10,2021-01-30,-9.5,0.0,0.7132,Creighton,Creighton,-7.0
Texas St.,Louisiana,3,2021-01-30,3.5,0.0,0.7056,Louisiana,Louisiana,-1.0
Idaho,Weber St.,-12,2021-01-30,-13.0,0.0,0.7025,Weber St.,Weber St.,-19.0
North Florida,North Alabama,-1,2021-01-30,1.5,0.0,0.7022,North Alabama,North Alabama,10.0
Wichita St.,UCF,5,2021-01-30,5.5,1.0,0.6976,Wichita St.,UCF,5.0
Little Rock,Louisiana Monroe,10,2021-01-30,10.5,0.0,0.6959,Louisiana Monroe,Louisiana Monroe,16.0
Lehigh,Bucknell,-1,2021-01-30,-1.0,0.0,0.6898,Bucknell,Bucknell,-14.0
Wake Forest,Miami FL,2,2021-01-30,2.0,1.0,0.6863,Wake Forest,Miami FL,12.0
Binghamton,New Hampshire,-6,2021-01-30,-6.5,0.0,0.6855,New Hampshire,New Hampshire,21.0
Mount St. Mary's,Sacred Heart,6,2021-01-30,5.0,1.0,0.6816,Mount St. Mary's,Sacred Heart,-3.0
Fresno St.,New Mexico,7,2021-01-30,6.5,0.0,0.6815,New Mexico,New Mexico,10.0
Dayton,Rhode Island,1,2021-01-30,1.5,1.0,0.6753,Dayton,Rhode Island,11.0
Norfolk St.,Delaware St.,13,2021-01-30,13.0,1.0,0.6738,Norfolk St.,Delaware St.,28.0
Southern Illinois,Northern Iowa,-2,2021-01-30,-1.5,1.0,0.6712,Southern Illinois,Northern Iowa,-12.0
Gardner Webb,High Point,7,2021-01-30,6.0,0.0,0.6689,High Point,High Point,-3.0
Charlotte,FIU,5,2021-01-30,6.0,1.0,0.6687,Charlotte,FIU,3.0
Southeastern Louisiana,New Orleans,1,2021-01-30,1.0,0.0,0.6676,New Orleans,New Orleans,6.0
East Tennessee St.,The Citadel,11,2021-01-30,10.5,1.0,0.6643,East Tennessee St.,The Citadel,28.0
Kent St.,Central Michigan,13,2021-01-30,13.5,1.0,0.6628,Kent St.,Central Michigan,7.0
Northern Kentucky,Illinois Chicago,2,2021-01-30,2.5,1.0,0.6518,Northern Kentucky,Illinois Chicago,2.0
East Carolina,Tulsa,-2,2021-01-30,-3.0,1.0,0.6516,East Carolina,Tulsa,-9.0
Jacksonville,Liberty,-10,2021-01-30,-9.5,1.0,0.6466,Jacksonville,Liberty,-6.0
Wright St.,Robert Morris,16,2021-01-30,14.5,0.0,0.6459999999999999,Robert Morris,Robert Morris,30.0
Texas A&M Corpus Chris,Houston Baptist,2,2021-01-30,2.5,0.0,0.644,Houston Baptist,,
Georgia Southern,Coastal Carolina,-5,2021-01-30,-3.0,0.0,0.6378,Coastal Carolina,Coastal Carolina,3.0
VCU,La Salle,13,2021-01-30,13.5,1.0,0.6305,VCU,La Salle,11.0
Youngstown St.,Detroit,-1,2021-01-30,0.0,0.0,0.6266,Detroit,Detroit,-5.0
Presbyterian,Longwood,-4,2021-01-30,-2.5,0.0,0.6261,Longwood,Longwood,12.0
Austin Peay,Tennessee St.,8,2021-01-30,9.5,1.0,0.6258,Austin Peay,Tennessee St.,15.0
San Jose St.,Air Force,-1,2021-01-30,-3.0,1.0,0.6221,San Jose St.,Air Force,13.0
Coppin St.,Morgan St.,-1,2021-01-30,-2.0,1.0,0.6209,Coppin St.,Morgan St.,-3.0
Canisius,Quinnipiac,5,2021-01-30,2.5,0.0,0.6185,Quinnipiac,,
Holy Cross,Colgate,-15,2021-01-30,-15.0,0.0,0.6178,Colgate,Colgate,-11.0
Tennessee,Kansas,2,2021-01-30,3.0,0.0,0.6135,Kansas,Kansas,19.0
St. Francis PA,Central Connecticut,8,2021-01-30,8.5,1.0,0.6102,St. Francis PA,Central Connecticut,3.0
UMKC,North Dakota St.,-2,2021-01-30,-5.0,0.0,0.6086,North Dakota St.,North Dakota St.,2.0
UNC Greensboro,VMI,8,2021-01-30,9.5,1.0,0.6076,UNC Greensboro,VMI,17.0
Bowling Green,Toledo,-4,2021-01-30,-4.0,0.0,0.6072,Toledo,Toledo,-18.0
Akron,Ball St.,4,2021-01-30,5.0,0.0,0.6062,Ball St.,Ball St.,32.0
Utah Valley,Tarleton St.,8,2021-01-30,7.5,1.0,0.6017,Utah Valley,Tarleton St.,-8.0
West Virginia,Florida,4,2021-01-30,4.5,1.0,0.5962,West Virginia,Florida,-5.0
Jackson St.,Mississippi Valley St.,23,2021-01-30,26.5,1.0,0.5939,Jackson St.,Mississippi Valley St.,50.0
Kennesaw St.,Bellarmine,-9,2021-01-30,-8.0,0.0,0.5927,Bellarmine,Bellarmine,-5.0
Florida Gulf Coast,Stetson,1,2021-01-30,2.0,0.0,0.5889,Stetson,Stetson,-11.0
Delaware,Elon,2,2021-01-30,6.0,1.0,0.5877,Delaware,Elon,23.0
Murray St.,Belmont,-3,2021-01-30,-2.5,1.0,0.5876,Murray St.,Belmont,-1.0
UTEP,UTSA,4,2021-01-30,4.0,1.0,0.5836,UTEP,UTSA,18.0
Alcorn St.,Southern,-3,2021-01-30,-4.0,1.0,0.5820000000000001,Alcorn St.,Southern,-17.0
San Diego,Loyola Marymount,-3,2021-01-30,-3.5,1.0,0.5819,San Diego,,
Georgia Tech,Florida St.,-3,2021-01-30,-4.0,1.0,0.5813,Georgia Tech,Florida St.,11.0
Grambling St.,Arkansas Pine Bluff,11,2021-01-30,10.0,0.0,0.5811,Arkansas Pine Bluff,Arkansas Pine Bluff,3.0
Western Carolina,Furman,-8,2021-01-30,-9.0,0.0,0.5784,Furman,Furman,-6.0
Arizona,California,13,2021-01-30,10.0,0.0,0.5756,California,California,21.0
Purdue Fort Wayne,Oakland,1,2021-01-30,-1.0,1.0,0.5747,Purdue Fort Wayne,Oakland,-7.0
Virginia Tech,Virginia,-3,2021-01-30,-4.5,0.0,0.5717,Virginia,Virginia,14.0
Georgetown,Providence,-3,2021-01-30,-4.0,1.0,0.57,Georgetown,Providence,1.0
Lamar,McNeese St.,4,2021-01-30,5.0,1.0,0.5685,Lamar,McNeese St.,8.0
Wofford,Mercer,4,2021-01-30,4.0,1.0,0.5682,Wofford,Mercer,3.0
Central Arkansas,Northwestern St.,3,2021-01-30,3.5,1.0,0.5659,Central Arkansas,Northwestern St.,-4.0
Towson,William & Mary,4,2021-01-30,4.5,1.0,0.5642,Towson,William & Mary,-10.0
Hawaii,UC Irvine,-5,2021-01-30,-2.5,1.0,0.5635,Hawaii,UC Irvine,1.0
Louisiana Tech,Southern Miss,12,2021-01-30,11.5,1.0,0.5627,Louisiana Tech,Southern Miss,3.0
Pepperdine,Gonzaga,-21,2021-01-30,-21.0,0.0,0.5625,Gonzaga,Gonzaga,-22.0
Tennessee Martin,SIU Edwardsville,-3,2021-01-30,-4.0,1.0,0.5615,Tennessee Martin,SIU Edwardsville,-16.0
Cal St. Bakersfield,Cal St. Fullerton,10,2021-01-30,9.0,1.0,0.5574,Cal St. Bakersfield,Cal St. Fullerton,10.0
Penn St.,Wisconsin,-2,2021-01-30,-4.5,0.0,0.5571,Wisconsin,Wisconsin,10.0
IUPUI,Milwaukee,-1,2021-01-30,-3.0,0.0,0.5569,Milwaukee,Milwaukee,-7.0
Butler,Xavier,-2,2021-01-30,0.5,1.0,0.5554,Butler,Xavier,-13.0
Kansas St.,Texas A&M,-2,2021-01-30,-2.0,0.0,0.5454,Texas A&M,Texas A&M,-7.0
LSU,Texas Tech,-1,2021-01-30,-3.5,0.0,0.5453,Texas Tech,Texas Tech,-5.0
North Carolina A&T,Florida A&M,1,2021-01-30,2.5,1.0,0.5382,North Carolina A&T,Florida A&M,12.0
Pittsburgh,Notre Dame,4,2021-01-30,4.0,0.0,0.5362,Notre Dame,Notre Dame,-26.0
Oklahoma,Alabama,-1,2021-01-30,-1.0,1.0,0.5348,Oklahoma,Alabama,5.0
South Dakota,Nebraska Omaha,10,2021-01-30,10.0,1.0,0.5306,South Dakota,Nebraska Omaha,4.0
Colorado,Utah,9,2021-01-30,8.5,1.0,0.5291,Colorado,Utah,-3.0
Navy,Loyola MD,7,2021-01-30,3.5,1.0,0.528,Navy,Loyola MD,18.0
American,Lafayette,1,2021-01-30,0.0,0.0,0.522,Lafayette,,
Baylor,Auburn,16,2021-01-30,14.5,0.0,0.5219,Auburn,Auburn,12.0
Prairie View A&M,Alabama A&M,7,2021-01-30,8.5,0.0,0.5218,Alabama A&M,Alabama A&M,22.0
Mississippi St.,Iowa St.,6,2021-01-30,9.5,1.0,0.5206,Mississippi St.,Iowa St.,39.0
Miami OH,Western Michigan,9,2021-01-30,9.5,0.0,0.5197,Western Michigan,Western Michigan,9.0
St. Francis NY,LIU,1,2021-01-30,-1.0,0.0,0.5197,LIU,LIU,-14.0
Missouri,TCU,9,2021-01-30,10.0,1.0,0.5125,Missouri,TCU,4.0
Marist,Siena,-5,2021-01-30,-6.0,0.0,0.5089,Siena,Siena,1.0
Texas Southern,Alabama St.,14,2021-01-30,14.0,0.0,0.5077,Alabama St.,Alabama St.,7.0
UCLA,Oregon St.,11,2021-01-30,11.5,0.0,0.5072,Oregon St.,Oregon St.,5.0
Vanderbilt,South Carolina,-5,2021-01-30,-4.0,0.0,0.5063,South Carolina,South Carolina,12.0
