away,away_score,date,draft_kings,home,home_score,lasso,linear,predict_kp,rf,score
Cal St. Northridge,58.0,2021-02-26,8.5,Cal St. Bakersfield,84.0,11.0,12.0,10,10.0,26.0
Louisiana Monroe,49.0,2021-02-26,9.5,Texas St.,58.0,11.0,12.0,10,8.0,9.0
Manhattan,69.0,2021-02-26,10.0,Siena,74.0,12.0,11.0,11,9.0,5.0
Southern Illinois,52.0,2021-02-26,19.0,Loyola Chicago,60.0,22.0,22.0,21,15.0,8.0
Montana St.,69.0,2021-02-26,-12.0,Idaho,74.0,-14.0,-15.0,-12,-11.0,5.0
Illinois,74.0,2021-02-27,4.5,Wisconsin,69.0,-1.0,-1.0,-1,-5.0,-5.0
Florida St.,70.0,2021-02-27,-2.0,North Carolina,78.0,-1.0,-0.0,-2,0.0,8.0
Texas,59.0,2021-02-27,3.5,Texas Tech,68.0,3.0,4.0,2,4.0,9.0
Baylor,58.0,2021-02-27,-4.0,Kansas,71.0,-5.0,-6.0,-6,-6.0,13.0
LSU,75.0,2021-02-27,6.0,Arkansas,83.0,5.0,4.0,4,11.0,8.0
Florida,71.0,2021-02-27,2.0,Kentucky,67.0,0.0,-0.0,-1,1.0,-4.0
Creighton,69.0,2021-02-27,-5.0,Xavier,77.0,-3.0,-4.0,-4,-4.0,8.0
Tennessee,72.0,2021-02-27,-7.5,Auburn,77.0,-2.0,-2.0,-4,-2.0,5.0
Oklahoma St.,94.0,2021-02-27,5.0,Oklahoma,90.0,4.0,5.0,3,5.0,-4.0
Louisville,80.0,2021-02-27,5.0,Duke,73.0,6.0,7.0,4,7.0,-7.0
UCLA,61.0,2021-02-27,6.5,Colorado,70.0,6.0,7.0,5,10.0,9.0
Alabama,64.0,2021-02-27,-6.0,Mississippi St.,59.0,-4.0,-3.0,-6,-2.0,-5.0
VCU,57.0,2021-02-27,3.0,Davidson,65.0,2.0,3.0,-1,5.0,8.0
Syracuse,77.0,2021-02-27,4.5,Georgia Tech,84.0,6.0,5.0,5,8.0,7.0
North Texas,72.0,2021-02-27,2.5,Marshall,73.0,2.0,2.0,1,0.0,1.0
USC,61.0,2021-02-27,-4.5,Utah,71.0,-6.0,-5.0,-7,-1.0,10.0
Boise St.,58.0,2021-02-27,6.0,San Diego St.,62.0,7.0,8.0,6,8.0,4.0
Buffalo,86.0,2021-02-27,1.5,Ohio,66.0,2.0,4.0,1,3.0,-20.0
Mississippi,70.0,2021-02-27,-8.0,Vanderbilt,75.0,-2.0,-2.0,-3,-1.0,5.0
Minnesota,74.0,2021-02-27,-2.5,Nebraska,78.0,-4.0,-7.0,-4,-0.0,4.0
Marquette,62.0,2021-02-27,6.5,Connecticut,80.0,7.0,8.0,7,4.0,18.0
Notre Dame,90.0,2021-02-27,-7.5,Boston College,94.0,-5.0,-5.0,-4,-7.0,4.0
South Carolina,91.0,2021-02-27,5.5,Georgia,70.0,6.0,5.0,5,5.0,-21.0
Washington St.,74.0,2021-02-27,3.5,Arizona St.,77.0,3.0,4.0,3,5.0,3.0
Furman,73.0,2021-02-27,-1.5,Wofford,74.0,-1.0,-2.0,-1,-3.0,1.0
Rhode Island,75.0,2021-02-27,1.0,Duquesne,86.0,-1.0,-2.0,-1,0.0,11.0
Saint Mary's,51.0,2021-02-27,7.5,BYU,65.0,9.0,8.0,8,9.0,14.0
Georgetown,68.0,2021-02-27,-2.5,DePaul,60.0,-0.0,-2.0,-1,-3.0,-8.0
San Francisco,69.0,2021-02-27,-1.5,Pacific,76.0,-0.0,-2.0,1,-6.0,7.0
Belmont,82.0,2021-02-27,-5.0,Morehead St.,89.0,-3.0,-5.0,-3,-2.0,7.0
Kent St.,64.0,2021-02-27,-2.0,Miami OH,51.0,-1.0,0.0,-2,-3.0,-13.0
UNC Greensboro,85.0,2021-02-27,1.0,East Tennessee St.,74.0,2.0,0.0,1,4.0,-11.0
Drake,61.0,2021-02-27,-8.5,Bradley,67.0,-7.0,-5.0,-7,-6.0,6.0
Oregon St.,73.0,2021-02-27,7.0,Stanford,62.0,7.0,9.0,7,4.0,-11.0
TCU,76.0,2021-02-27,1.0,Iowa St.,72.0,-1.0,-3.0,-1,-6.0,-4.0
Liberty,94.0,2021-02-27,-3.5,Bellarmine,78.0,-3.0,-1.0,-3,0.0,-16.0
Temple,,2021-02-27,5.5,UCF,,5.0,5.0,5,4.0,
UAB,79.0,2021-02-27,-3.5,UTSA,96.0,-3.0,-3.0,-4,-1.0,17.0
Oregon,74.0,2021-02-27,-9.0,California,63.0,-8.0,-8.0,-8,-4.0,-11.0
Pepperdine,90.0,2021-02-27,-4.5,San Diego,84.0,-4.0,-5.0,-4,-9.0,-6.0
North Dakota St.,71.0,2021-02-27,1.5,South Dakota,80.0,1.0,1.0,2,4.0,9.0
Northern Iowa,94.0,2021-02-27,-4.5,Illinois St.,87.0,-1.0,-3.0,1,-5.0,-7.0
La Salle,54.0,2021-02-27,7.0,George Mason,89.0,5.0,5.0,5,4.0,35.0
Navy,73.0,2021-02-27,0.5,Loyola MD,67.0,-3.0,-2.0,-3,-2.0,-6.0
Louisiana,59.0,2021-02-27,1.0,Little Rock,69.0,-0.0,1.0,-1,-1.0,10.0
Wake Forest,46.0,2021-02-27,10.5,Virginia Tech,84.0,11.0,11.0,10,10.0,38.0
Florida Atlantic,73.0,2021-02-27,-1.5,Southern Miss,66.0,-2.0,-5.0,-1,-3.0,-7.0
Austin Peay,67.0,2021-02-27,3.5,Jacksonville St.,75.0,6.0,5.0,5,8.0,8.0
Mercer,61.0,2021-02-27,-5.0,Western Carolina,85.0,-6.0,-7.0,-7,-10.0,24.0
Arkansas St.,56.0,2021-02-27,4.0,UT Arlington,64.0,1.0,2.0,2,2.0,8.0
Appalachian St.,57.0,2021-02-27,2.5,Georgia Southern,65.0,-1.0,-2.0,-1,-1.0,8.0
Elon,80.0,2021-02-27,2.0,UNC Wilmington,77.0,4.0,4.0,4,4.0,-3.0
Portland St.,73.0,2021-02-27,1.5,Northern Colorado,65.0,2.0,2.0,2,-0.0,-8.0
Charlotte,47.0,2021-02-27,5.0,UTEP,70.0,5.0,5.0,6,5.0,23.0
Nicholls St.,105.0,2021-02-27,-4.0,New Orleans,101.0,-4.0,-4.0,-4,-5.0,-4.0
Houston Baptist,58.0,2021-02-27,4.0,McNeese St.,85.0,1.0,2.0,1,2.0,27.0
Weber St.,72.0,2021-02-27,-6.5,Sacramento St.,70.0,-7.0,-9.0,-7,-10.0,-2.0
American,78.0,2021-02-27,3.5,Bucknell,71.0,3.0,6.0,4,5.0,-7.0
Lipscomb,66.0,2021-02-27,-5.0,North Alabama,73.0,-4.0,-2.0,-3,0.0,7.0
Southeast Missouri St.,69.0,2021-02-27,-2.5,SIU Edwardsville,63.0,-1.0,-3.0,-1,-1.0,-6.0
Montana,59.0,2021-02-27,-2.5,Idaho St.,58.0,-3.0,-1.0,-3,-3.0,-1.0
North Florida,68.0,2021-02-27,5.5,Stetson,85.0,4.0,4.0,4,-1.0,17.0
Miami FL,58.0,2021-02-27,13.0,Clemson,66.0,12.0,13.0,13,9.0,8.0
Loyola Marymount,69.0,2021-02-27,24.5,Gonzaga,86.0,23.0,25.0,24,16.0,17.0
Southeastern Louisiana,61.0,2021-02-27,3.5,Northwestern St.,79.0,2.0,0.0,3,4.0,18.0
Presbyterian,65.0,2021-02-27,2.5,Hampton,67.0,2.0,1.0,2,0.0,2.0
Rice,58.0,2021-02-27,12.0,Louisiana Tech,79.0,10.0,9.0,12,24.0,21.0
North Carolina Central,53.0,2021-02-27,3.5,North Carolina A&T,55.0,5.0,6.0,4,7.0,2.0
Coastal Carolina,76.0,2021-02-27,-6.0,Troy,71.0,-7.0,-7.0,-7,-9.0,-5.0
Long Beach St.,76.0,2021-02-27,6.5,Hawaii,79.0,7.0,7.0,7,5.0,3.0
Northern Illinois,57.0,2021-02-27,3.5,Eastern Michigan,91.0,4.0,0.0,4,-4.0,34.0
USC Upstate,60.0,2021-02-27,5.0,High Point,65.0,5.0,6.0,5,2.0,5.0
Boston University,75.0,2021-02-27,4.0,Army,63.0,6.0,3.0,7,5.0,-12.0
Coppin St.,81.0,2021-02-27,-7.0,Delaware St.,68.0,-5.0,-5.0,-7,-5.0,-13.0
Washington,74.0,2021-02-27,14.0,Arizona,75.0,16.0,21.0,15,17.0,1.0
Murray St.,61.0,2021-02-27,-10.5,Tennessee Tech,71.0,-9.0,-10.0,-8,-10.0,10.0
Lehigh,69.0,2021-02-27,8.5,Lafayette,75.0,8.0,8.0,8,6.0,6.0
Alcorn St.,75.0,2021-02-27,8.0,Southern,89.0,6.0,9.0,7,9.0,14.0
Stephen F. Austin,83.0,2021-02-27,-10.0,Lamar,88.0,-10.0,-10.0,-10,-12.0,5.0
Kansas St.,43.0,2021-02-27,15.0,West Virginia,65.0,19.0,19.0,18,13.0,22.0
Binghamton,60.0,2021-02-27,6.5,Hartford,77.0,7.0,4.0,8,4.0,17.0
Prairie View A&M,55.0,2021-02-27,-9.5,Alabama A&M,54.0,-7.0,-6.0,-7,-3.0,-1.0
Western Illinois,81.0,2021-02-27,9.5,Oral Roberts,85.0,9.0,12.0,11,12.0,4.0
Central Michigan,91.0,2021-02-27,11.5,Ball St.,97.0,10.0,8.0,11,8.0,6.0
Louisiana Monroe,57.0,2021-02-27,10.0,Texas St.,61.0,11.0,12.0,9,9.0,4.0
Tennessee Martin,73.0,2021-02-27,12.5,Eastern Illinois,68.0,8.0,7.0,9,6.0,-5.0
Florida A&M,57.0,2021-02-27,-9.0,South Carolina St.,63.0,-8.0,-7.0,-10,-9.0,6.0
Texas Southern,86.0,2021-02-27,-11.0,Alabama St.,76.0,-10.0,-9.0,-11,1.0,-10.0
Southern Illinois,58.0,2021-02-27,19.0,Loyola Chicago,65.0,21.0,22.0,20,13.0,7.0
Tennessee St.,84.0,2021-02-27,13.5,Eastern Kentucky,89.0,13.0,13.0,13,8.0,5.0
Western Michigan,44.0,2021-02-27,16.0,Toledo,91.0,19.0,20.0,18,14.0,47.0
Abilene Christian,82.0,2021-02-27,-17.0,Central Arkansas,84.0,-15.0,-15.0,-17,-8.0,2.0
Air Force,49.0,2021-02-27,18.0,Colorado St.,72.0,20.0,21.0,20,16.0,23.0
Jackson St.,68.0,2021-02-27,-22.0,Mississippi Valley St.,54.0,-21.0,-21.0,-21,-12.0,-14.0
Iowa,73.0,2021-02-28,3.0,Ohio St.,57.0,3.0,4.0,2,2.0,-16.0
Michigan St.,55.0,2021-02-28,2.5,Maryland,73.0,5.0,6.0,5,6.0,18.0
Memphis,80.0,2021-02-28,-4.5,Cincinnati,74.0,-1.0,-0.0,-4,1.0,-6.0
Pittsburgh,62.0,2021-02-28,7.0,N.C. State,65.0,4.0,3.0,4,4.0,3.0
Nevada,66.0,2021-02-28,7.5,Utah St.,87.0,7.0,8.0,7,4.0,21.0
North Dakota St.,89.0,2021-02-28,-1.0,South Dakota,77.0,2.0,2.0,2,5.0,-12.0
UMass Lowell,72.0,2021-02-28,2.5,New Hampshire,64.0,1.0,1.0,1,4.0,-8.0
Albany,77.0,2021-02-28,1.0,Hartford,83.0,2.0,2.0,3,2.0,6.0
Bucknell,68.0,2021-02-28,4.0,American,81.0,2.0,1.0,2,1.0,13.0
Quinnipiac,67.0,2021-02-28,2.5,Marist,76.0,1.0,2.0,2,-0.0,9.0
Lafayette,71.0,2021-02-28,-3.0,Lehigh,70.0,-3.0,-3.0,-4,1.0,-1.0
Loyola MD,58.0,2021-02-28,3.5,Navy,66.0,8.0,9.0,7,2.0,8.0
Boston University,55.0,2021-02-28,3.5,Army,57.0,4.0,2.0,6,-4.0,2.0
Charlotte,62.0,2021-02-28,6.0,UTEP,77.0,7.0,7.0,7,18.0,15.0
South Florida,52.0,2021-02-28,18.5,Houston,98.0,20.0,23.0,18,17.0,46.0
Coppin St.,94.0,2021-02-28,-7.5,Delaware St.,74.0,-5.0,-6.0,-8,-5.0,-20.0
Western Illinois,59.0,2021-02-28,9.0,Oral Roberts,95.0,9.0,10.0,10,7.0,36.0
Florida A&M,63.0,2021-02-28,-7.5,South Carolina St.,58.0,-6.0,-6.0,-8,-0.0,-5.0
Montana St.,71.0,2021-02-28,-10.5,Idaho,61.0,-11.0,-13.0,-11,-1.0,-10.0
FIU,58.0,2021-02-28,16.5,Western Kentucky,91.0,16.0,16.0,17,13.0,33.0
Oklahoma,75.0,2021-03-01,-1.5,Oklahoma St.,79.0,2.0,1.0,2,4.0,4.0
North Carolina,70.0,2021-03-01,-1.5,Syracuse,72.0,0.0,-1.0,-1,4.0,2.0
Arizona,69.0,2021-03-01,5.0,Oregon,80.0,3.0,2.0,2,7.0,11.0
Washington St.,,2021-03-01,4.5,Arizona St.,,3.0,4.0,2,4.0,
Dayton,55.0,2021-03-01,7.0,St. Bonaventure,52.0,9.0,10.0,8,4.0,-3.0
Massachusetts,57.0,2021-03-01,10.0,Saint Louis,78.0,9.0,10.0,9,11.0,21.0
Longwood,77.0,2021-03-01,3.5,UNC Asheville,61.0,4.0,2.0,4,0.0,-16.0
Quinnipiac,52.0,2021-03-01,3.5,Marist,65.0,2.0,3.0,3,5.0,13.0
New Orleans,88.0,2021-03-01,-2.0,Incarnate Word,72.0,-1.0,-2.0,-2,-2.0,-16.0
Miami FL,51.0,2021-03-01,14.5,Virginia,62.0,16.0,16.0,15,12.0,11.0
Texas A&M Corpus Chris,47.0,2021-03-01,6.0,Lamar,66.0,5.0,7.0,6,3.0,19.0
Texas Southern,68.0,2021-03-01,-7.5,Alabama A&M,58.0,-7.0,-7.0,-7,-2.0,-10.0
Saint Joseph's,76.0,2021-03-01,14.5,Richmond,73.0,14.0,15.0,15,13.0,-3.0
Stephen F. Austin,79.0,2021-03-01,-11.5,Central Arkansas,66.0,-9.0,-9.0,-10,-6.0,-13.0
Hampton,52.0,2021-03-01,8.0,Radford,67.0,9.0,9.0,8,-2.0,15.0
Northwestern St.,71.0,2021-03-01,9.0,Nicholls St.,87.0,9.0,12.0,9,9.0,16.0
Sam Houston St.,83.0,2021-03-01,-10.0,Houston Baptist,70.0,-8.0,-8.0,-10,-7.0,-13.0
Prairie View A&M,70.0,2021-03-01,-12.0,Alabama St.,67.0,-10.0,-9.0,-11,-2.0,-3.0
High Point,54.0,2021-03-01,13.0,Winthrop,83.0,14.0,13.0,15,11.0,29.0
Arkansas Pine Bluff,58.0,2021-03-01,8.5,Jackson St.,64.0,10.0,12.0,11,13.0,6.0
Air Force,44.0,2021-03-01,18.5,Colorado St.,74.0,21.0,22.0,21,23.0,30.0
Grambling St.,63.0,2021-03-01,-18.5,Mississippi Valley St.,67.0,-18.0,-20.0,-19,-9.0,4.0
Baylor,94.0,2021-03-02,-4.5,West Virginia,89.0,-2.0,-2.0,-5,1.0,-5.0
Wisconsin,69.0,2021-03-02,2.0,Purdue,73.0,3.0,3.0,2,5.0,4.0
Illinois,76.0,2021-03-02,6.5,Michigan,53.0,7.0,7.0,7,7.0,-23.0
Duke,77.0,2021-03-02,1.5,Georgia Tech,81.0,3.0,3.0,3,5.0,4.0
Indiana,58.0,2021-03-02,3.0,Michigan St.,64.0,1.0,-2.0,-1,2.0,6.0
Kentucky,62.0,2021-03-02,3.0,Mississippi,70.0,3.0,4.0,2,1.0,8.0
Arkansas,101.0,2021-03-02,-6.5,South Carolina,73.0,-6.0,-5.0,-8,-7.0,-28.0
Ohio,,2021-03-02,2.0,Kent St.,,4.0,3.0,4,2.0,
Marquette,77.0,2021-03-02,-5.5,DePaul,71.0,-3.0,-4.0,-3,-2.0,-6.0
Auburn,58.0,2021-03-02,11.0,Alabama,70.0,10.0,9.0,11,17.0,12.0
Akron,78.0,2021-03-02,6.0,Buffalo,80.0,6.0,5.0,6,5.0,2.0
Tulsa,69.0,2021-03-02,3.0,UCF,73.0,4.0,3.0,4,4.0,4.0
Vanderbilt,68.0,2021-03-02,14.0,LSU,83.0,10.0,12.0,10,6.0,15.0
Memphis,73.0,2021-03-02,-9.0,South Florida,52.0,-5.0,-5.0,-8,-9.0,-21.0
Detroit,69.0,2021-03-02,-1.5,Northern Kentucky,70.0,-0.0,-0.0,-1,0.0,1.0
Miami OH,84.0,2021-03-02,5.5,Bowling Green,79.0,6.0,7.0,5,1.0,-5.0
Texas,81.0,2021-03-02,-11.5,Iowa St.,67.0,-11.0,-14.0,-12,-8.0,-14.0
TCU,49.0,2021-03-02,12.5,Texas Tech,69.0,13.0,16.0,12,6.0,20.0
Wake Forest,57.0,2021-03-02,5.0,Pittsburgh,70.0,9.0,9.0,9,9.0,13.0
Youngstown St.,83.0,2021-03-02,3.5,Oakland,87.0,4.0,2.0,4,6.0,4.0
Western Michigan,73.0,2021-03-02,1.5,Northern Illinois,63.0,-2.0,-3.0,-2,-1.0,-10.0
Merrimack,67.0,2021-03-02,5.0,Wagner,74.0,7.0,6.0,6,3.0,7.0
Eastern Michigan,65.0,2021-03-02,7.5,Ball St.,100.0,8.0,8.0,9,11.0,35.0
Purdue Fort Wayne,104.0,2021-03-02,8.0,Cleveland St.,108.0,10.0,8.0,10,8.0,4.0
Fresno St.,67.0,2021-03-02,13.5,Boise St.,64.0,15.0,15.0,15,15.0,-3.0
Toledo,79.0,2021-03-02,-16.0,Central Michigan,81.0,-14.0,-14.0,-15,-5.0,2.0
Milwaukee,94.0,2021-03-02,13.5,Wright St.,92.0,15.0,13.0,16,13.0,-2.0
Creighton,60.0,2021-03-03,5.0,Villanova,72.0,4.0,5.0,3,-2.0,12.0
UCLA,74.0,2021-03-03,4.5,Oregon,82.0,3.0,3.0,2,6.0,8.0
Clemson,54.0,2021-03-03,2.0,Syracuse,64.0,1.0,4.0,1,6.0,10.0
Maryland,55.0,2021-03-03,-4.5,Northwestern,60.0,-3.0,-3.0,-3,-3.0,5.0
Minnesota,65.0,2021-03-03,4.5,Penn St.,84.0,4.0,3.0,3,4.0,19.0
Missouri,72.0,2021-03-03,4.0,Florida,70.0,6.0,5.0,5,4.0,-2.0
Providence,67.0,2021-03-03,1.5,St. John's,81.0,3.0,5.0,2,4.0,14.0
N.C. State,80.0,2021-03-03,2.0,Notre Dame,69.0,4.0,4.0,3,3.0,-11.0
Stanford,42.0,2021-03-03,7.5,USC,79.0,9.0,9.0,9,9.0,37.0
Oregon St.,75.0,2021-03-03,4.0,Utah,70.0,5.0,8.0,4,4.0,-5.0
Mississippi St.,63.0,2021-03-03,-5.0,Texas A&M,57.0,-3.0,-3.0,-3,-8.0,-6.0
Wichita St.,78.0,2021-03-03,-4.5,Tulane,70.0,-4.0,0.0,-4,-4.0,-8.0
Abilene Christian,63.0,2021-03-03,1.0,Stephen F. Austin,61.0,-0.0,1.0,-3,0.0,-2.0
San Diego St.,71.0,2021-03-03,-9.5,UNLV,62.0,-11.0,-9.0,-11,-5.0,-9.0
Boston College,64.0,2021-03-03,18.5,Florida St.,93.0,15.0,17.0,16,12.0,29.0
Southeastern Louisiana,71.0,2021-03-03,1.5,Central Arkansas,88.0,2.0,1.0,2,-1.0,17.0
Florida A&M,65.0,2021-03-03,4.0,North Carolina Central,58.0,1.0,1.0,1,2.0,-7.0
Northwestern St.,83.0,2021-03-03,5.5,New Orleans,92.0,5.0,5.0,4,4.0,9.0
Fordham,49.0,2021-03-03,7.0,George Washington,53.0,8.0,10.0,5,8.0,4.0
Incarnate Word,67.0,2021-03-03,3.0,Houston Baptist,72.0,3.0,3.0,2,-2.0,5.0
Merrimack,59.0,2021-03-03,4.5,Wagner,64.0,8.0,7.0,6,7.0,5.0
Southeast Missouri St.,54.0,2021-03-03,7.5,Morehead St.,61.0,10.0,7.0,9,5.0,7.0
Lehigh,58.0,2021-03-03,6.5,Boston University,69.0,7.0,5.0,7,3.0,11.0
Idaho St.,68.0,2021-03-03,13.5,Eastern Washington,63.0,14.0,14.0,14,11.0,-5.0
South Carolina St.,,2021-03-03,13.0,North Carolina A&T,,11.0,12.0,12,10.0,
SIU Edwardsville,61.0,2021-03-03,20.0,Belmont,78.0,18.0,20.0,17,15.0,17.0
New Mexico,73.0,2021-03-03,18.0,Colorado St.,87.0,19.0,18.0,20,13.0,14.0
Texas A&M Corpus Chris,61.0,2021-03-03,15.0,Sam Houston St.,84.0,15.0,16.0,16,21.0,23.0
Texas,69.0,2021-03-04,2.0,Oklahoma,65.0,1.0,1.0,1,4.0,-4.0
Rhode Island,72.0,2021-03-04,4.0,Dayton,84.0,3.0,1.0,1,3.0,12.0
Oklahoma St.,70.0,2021-03-04,11.5,Baylor,81.0,13.0,15.0,12,6.0,11.0
Vanderbilt,78.0,2021-03-04,6.5,Cincinnati,64.0,2.0,3.0,2,2.0,-14.0
UCF,64.0,2021-03-04,-2.5,East Carolina,60.0,-1.0,2.0,-1,-2.0,-4.0
Michigan St.,50.0,2021-03-04,12.0,Michigan,69.0,15.0,15.0,15,8.0,19.0
Murray St.,65.0,2021-03-04,-2.5,Jacksonville St.,68.0,3.0,0.0,-1,3.0,3.0
Arizona St.,61.0,2021-03-04,10.0,Colorado,75.0,12.0,14.0,12,9.0,14.0
Saint Joseph's,66.0,2021-03-04,4.0,Massachusetts,100.0,7.0,8.0,5,6.0,34.0
Illinois St.,60.0,2021-03-04,6.5,Northern Iowa,65.0,5.0,4.0,3,0.0,5.0
Austin Peay,67.0,2021-03-04,2.0,Eastern Kentucky,70.0,5.0,3.0,4,2.0,3.0
Southern Utah,68.0,2021-03-04,-2.5,Portland St.,58.0,-2.0,0.0,-2,1.0,-10.0
Southern Illinois,73.0,2021-03-04,-2.0,Bradley,63.0,7.0,7.0,5,1.0,-10.0
Nebraska,64.0,2021-03-04,16.5,Iowa,102.0,18.0,19.0,17,8.0,38.0
San Diego,51.0,2021-03-04,8.0,San Francisco,67.0,9.0,10.0,8,7.0,16.0
TCU,67.0,2021-03-04,13.0,West Virginia,76.0,15.0,15.0,14,12.0,9.0
Stetson,73.0,2021-03-04,5.5,Bellarmine,70.0,7.0,8.0,4,6.0,-3.0
Campbell,78.0,2021-03-04,1.0,Radford,60.0,3.0,4.0,2,0.0,-18.0
Florida Gulf Coast,72.0,2021-03-04,5.0,Lipscomb,60.0,6.0,5.0,3,4.0,-12.0
North Alabama,68.0,2021-03-04,3.0,North Florida,60.0,3.0,1.0,2,4.0,-8.0
Canisius,66.0,2021-03-04,6.0,Siena,73.0,7.0,7.0,6,6.0,7.0
UTEP,62.0,2021-03-04,17.5,Kansas,67.0,15.0,17.0,15,11.0,5.0
Southern,61.0,2021-03-04,6.5,Prairie View A&M,68.0,5.0,6.0,6,4.0,7.0
Middle Tennessee,50.0,2021-03-04,8.5,Florida Atlantic,80.0,8.0,10.0,8,7.0,30.0
Fairfield,59.0,2021-03-04,4.5,Manhattan,69.0,4.0,6.0,5,4.0,10.0
Nicholls St.,80.0,2021-03-04,-5.0,McNeese St.,67.0,-6.0,-6.0,-7,-3.0,-13.0
Wyoming,59.0,2021-03-04,16.0,Utah St.,72.0,15.0,17.0,15,14.0,13.0
Iowa St.,54.0,2021-03-04,17.0,Texas Tech,81.0,18.0,21.0,17,16.0,27.0
Northern Colorado,59.0,2021-03-04,9.5,Weber St.,60.0,11.0,12.0,11,10.0,1.0
Longwood,61.0,2021-03-04,12.5,Winthrop,82.0,12.0,12.0,12,11.0,21.0
Alabama A&M,35.0,2021-03-04,8.0,Jackson St.,50.0,8.0,7.0,9,9.0,15.0
Alabama St.,68.0,2021-03-04,8.0,Grambling St.,91.0,8.0,7.0,9,7.0,23.0
Alcorn St.,78.0,2021-03-04,12.0,Texas Southern,80.0,10.0,14.0,10,11.0,2.0
Morgan St.,,2021-03-04,-11.0,Delaware St.,,-9.0,-10.0,-11,-5.0,
Portland,86.0,2021-03-04,13.5,Santa Clara,95.0,13.0,16.0,13,11.0,9.0
Kennesaw St.,59.0,2021-03-04,16.5,Liberty,69.0,21.0,22.0,18,16.0,10.0
