away,away_score,date,draft_kings,home,home_score,lasso,linear,predict_kp,rf,score
Presbyterian,53.0,2021-02-04,9.5,Gardner Webb,59.0,11.0,13.0,10,0.0,6.0
BYU,105.0,2021-02-04,-19.0,Portland,60.0,-19.0,-22.0,-18,-17.0,-45.0
Eastern Washington,89.0,2021-02-04,-15.0,Idaho,75.0,-17.0,-18.0,-16,-6.0,-14.0
Maryland,50.0,2021-02-05,3.5,Penn St.,55.0,4.0,3.0,3,3.0,5.0
Boise St.,72.0,2021-02-05,-4.5,Nevada,74.0,-3.0,-2.0,-3,-12.0,2.0
Akron,72.0,2021-02-05,2.0,Kent St.,61.0,3.0,1.0,2,4.0,-11.0
Louisiana Tech,68.0,2021-02-05,4.5,North Texas,63.0,5.0,7.0,5,13.0,-5.0
Marshall,81.0,2021-02-05,-5.5,Old Dominion,82.0,-3.0,-4.0,-4,1.0,1.0
Cal St. Bakersfield,53.0,2021-02-05,6.0,UC Irvine,70.0,6.0,8.0,5,7.0,17.0
Coastal Carolina,65.0,2021-02-05,-1.0,South Alabama,71.0,-2.0,-1.0,-2,-3.0,6.0
Little Rock,47.0,2021-02-05,3.0,Texas St.,57.0,4.0,4.0,3,4.0,10.0
South Dakota,64.0,2021-02-05,7.0,South Dakota St.,56.0,7.0,9.0,7,7.0,-8.0
Cleveland St.,80.0,2021-02-05,1.5,Oakland,72.0,-1.0,-0.0,-1,0.0,-8.0
Oral Roberts,54.0,2021-02-05,4.5,North Dakota St.,61.0,5.0,6.0,4,6.0,7.0
George Mason,65.0,2021-02-05,6.0,Dayton,74.0,9.0,8.0,8,10.0,9.0
UTSA,87.0,2021-02-05,2.5,FIU,80.0,2.0,5.0,1,-2.0,-7.0
Lipscomb,68.0,2021-02-05,-1.5,Stetson,73.0,2.0,3.0,2,3.0,5.0
UTEP,51.0,2021-02-05,7.0,UAB,63.0,11.0,13.0,8,13.0,12.0
Louisiana,87.0,2021-02-05,-3.5,Arkansas St.,95.0,-4.0,-1.0,-4,-3.0,8.0
UC Davis,77.0,2021-02-05,-2.5,Cal St. Northridge,80.0,-3.0,-1.0,-3,4.0,3.0
Youngstown St.,84.0,2021-02-05,-1.0,Robert Morris,78.0,2.0,-0.0,1,3.0,-6.0
UMass Lowell,74.0,2021-02-05,1.0,New Hampshire,69.0,-0.0,-0.0,-1,-0.0,-5.0
Northern Kentucky,87.0,2021-02-05,1.5,Milwaukee,73.0,3.0,4.0,3,-0.0,-14.0
North Alabama,60.0,2021-02-05,2.0,Florida Gulf Coast,86.0,0.0,1.0,1,-2.0,26.0
Charlotte,65.0,2021-02-05,-4.0,Middle Tennessee,66.0,-4.0,-6.0,-4,-6.0,1.0
Seattle,76.0,2021-02-05,-3.0,Dixie St.,77.0,-2.0,-2.0,-2,3.0,1.0
Southern Miss,62.0,2021-02-05,4.0,Rice,88.0,5.0,3.0,5,-2.0,26.0
North Dakota,85.0,2021-02-05,-2.5,Denver,82.0,-1.0,-0.0,-1,-3.0,-3.0
Georgia Southern,56.0,2021-02-05,1.0,Troy,68.0,2.0,4.0,3,2.0,12.0
IUPUI,80.0,2021-02-05,6.0,Green Bay,71.0,5.0,7.0,5,3.0,-9.0
Purdue Fort Wayne,72.0,2021-02-05,7.0,Detroit,82.0,7.0,3.0,7,11.0,10.0
Western Illinois,85.0,2021-02-05,5.0,Nebraska Omaha,77.0,4.0,5.0,5,-1.0,-8.0
Wright St.,72.0,2021-02-05,-10.5,Illinois Chicago,47.0,-13.0,-18.0,-11,-13.0,-25.0
Jacksonville,56.0,2021-02-05,7.0,Bellarmine,71.0,9.0,8.0,7,10.0,15.0
Louisiana Monroe,56.0,2021-02-05,9.0,UT Arlington,63.0,8.0,7.0,9,5.0,7.0
Cal Baptist,85.0,2021-02-05,10.5,New Mexico St.,75.0,11.0,12.0,11,9.0,-10.0
Wisconsin,60.0,2021-02-06,3.5,Illinois,75.0,5.0,6.0,4,3.0,15.0
Alabama,65.0,2021-02-06,-3.0,Missouri,68.0,-3.0,-3.0,-3,4.0,3.0
Texas,67.0,2021-02-06,-2.5,Oklahoma St.,75.0,-1.0,-3.0,-2,4.0,8.0
Kansas,79.0,2021-02-06,2.0,West Virginia,91.0,4.0,1.0,2,7.0,12.0
Tennessee,82.0,2021-02-06,-3.5,Kentucky,71.0,-2.0,-3.0,-3,10.0,-11.0
UCLA,48.0,2021-02-06,3.5,USC,66.0,5.0,5.0,4,14.0,18.0
North Carolina,91.0,2021-02-06,4.0,Duke,87.0,5.0,5.0,4,6.0,-4.0
St. Bonaventure,59.0,2021-02-06,3.5,Saint Louis,70.0,4.0,7.0,2,7.0,11.0
Arizona,79.0,2021-02-06,6.0,Colorado,82.0,7.0,6.0,6,3.0,3.0
Syracuse,61.0,2021-02-06,4.0,Clemson,78.0,3.0,4.0,2,3.0,17.0
Creighton,71.0,2021-02-06,-4.5,Marquette,68.0,-4.0,-5.0,-5,-1.0,-3.0
Notre Dame,80.0,2021-02-06,4.0,Georgia Tech,82.0,4.0,5.0,3,10.0,2.0
Mississippi,86.0,2021-02-06,4.0,Auburn,84.0,4.0,5.0,4,8.0,-2.0
St. John's,92.0,2021-02-06,1.0,Providence,81.0,2.0,4.0,1,5.0,-11.0
Mississippi St.,75.0,2021-02-06,2.0,South Carolina,59.0,3.0,-1.0,2,8.0,-16.0
N.C. State,81.0,2021-02-06,-5.0,Boston College,65.0,-1.0,-2.0,-1,2.0,-16.0
Northwestern,70.0,2021-02-06,8.0,Purdue,75.0,10.0,7.0,8,13.0,5.0
Virginia Tech,80.0,2021-02-06,-4.5,Miami FL,76.0,-6.0,-8.0,-6,-4.0,-4.0
Louisiana Tech,55.0,2021-02-06,4.5,North Texas,57.0,5.0,5.0,3,-1.0,2.0
DePaul,58.0,2021-02-06,6.0,Butler,68.0,4.0,3.0,3,-4.0,10.0
Marshall,87.0,2021-02-06,-7.0,Old Dominion,67.0,-3.0,-5.0,-4,1.0,-20.0
UCF,65.0,2021-02-06,4.5,Tulsa,58.0,5.0,5.0,5,4.0,-7.0
Washington St.,66.0,2021-02-06,2.0,Oregon St.,68.0,3.0,0.0,2,1.0,2.0
Pittsburgh,66.0,2021-02-06,10.0,Virginia,73.0,13.0,13.0,10,9.0,7.0
Massachusetts,75.0,2021-02-06,7.5,Rhode Island,63.0,7.0,10.0,7,11.0,-12.0
Indiana St.,61.0,2021-02-06,2.0,Northern Iowa,57.0,1.0,5.0,1,8.0,-4.0
Vanderbilt,70.0,2021-02-06,5.5,Georgia,73.0,6.0,4.0,6,10.0,3.0
Wofford,75.0,2021-02-06,5.5,Furman,67.0,7.0,7.0,6,6.0,-8.0
Nebraska,56.0,2021-02-06,13.0,Michigan St.,66.0,9.0,7.0,8,9.0,10.0
Murray St.,76.0,2021-02-06,-2.5,Eastern Kentucky,64.0,2.0,-0.0,1,5.0,-12.0
South Dakota,78.0,2021-02-06,5.5,South Dakota St.,89.0,5.0,7.0,6,3.0,11.0
Drexel,73.0,2021-02-06,4.0,Hofstra,71.0,2.0,-0.0,2,3.0,-2.0
Toledo,67.0,2021-02-06,-9.0,Ball St.,81.0,-10.0,-10.0,-9,-13.0,14.0
Coastal Carolina,66.0,2021-02-06,-1.0,South Alabama,70.0,-1.0,-1.0,-1,-3.0,4.0
Cleveland St.,80.0,2021-02-06,0.5,Oakland,78.0,-1.0,-0.0,-2,-5.0,-2.0
Colorado St.,68.0,2021-02-06,-7.5,Wyoming,59.0,-9.0,-9.0,-9,2.0,-9.0
Miami OH,64.0,2021-02-06,8.5,Buffalo,88.0,7.0,6.0,7,1.0,24.0
Cal St. Bakersfield,62.0,2021-02-06,7.0,UC Irvine,57.0,8.0,9.0,6,11.0,-5.0
UTSA,90.0,2021-02-06,1.5,FIU,47.0,1.0,4.0,1,-8.0,-43.0
Little Rock,67.0,2021-02-06,3.5,Texas St.,77.0,6.0,5.0,3,11.0,10.0
Nicholls St.,71.0,2021-02-06,3.0,Sam Houston St.,78.0,3.0,5.0,2,-2.0,7.0
Montana St.,74.0,2021-02-06,6.0,Weber St.,82.0,4.0,5.0,4,-5.0,8.0
Oral Roberts,80.0,2021-02-06,4.0,North Dakota St.,74.0,5.0,5.0,5,6.0,-6.0
Missouri St.,74.0,2021-02-06,-8.0,Illinois St.,67.0,-6.0,-10.0,-5,-3.0,-7.0
Western Carolina,63.0,2021-02-06,-1.0,The Citadel,74.0,-2.0,-7.0,-1,8.0,11.0
East Carolina,59.0,2021-02-06,13.0,Memphis,66.0,13.0,13.0,11,13.0,7.0
Louisiana,77.0,2021-02-06,-3.5,Arkansas St.,83.0,-3.0,-1.0,-3,3.0,6.0
Austin Peay,74.0,2021-02-06,2.0,Morehead St.,75.0,6.0,4.0,5,3.0,1.0
Chattanooga,67.0,2021-02-06,6.0,East Tennessee St.,65.0,8.0,9.0,6,5.0,-2.0
Northern Kentucky,79.0,2021-02-06,1.0,Milwaukee,65.0,1.0,3.0,1,1.0,-14.0
UNC Wilmington,,2021-02-06,-1.0,Elon,,-1.0,0.0,-1,-1.0,
Lipscomb,69.0,2021-02-06,-1.5,Stetson,61.0,2.0,1.0,3,2.0,-8.0
UC Davis,75.0,2021-02-06,-1.0,Cal St. Northridge,63.0,-2.0,-2.0,-2,2.0,-12.0
Youngstown St.,70.0,2021-02-06,1.5,Robert Morris,66.0,0.0,-1.0,1,-1.0,-4.0
Utah St.,,2021-02-06,-11.5,Fresno St.,,-10.0,-12.0,-10,-12.0,
UTEP,60.0,2021-02-06,8.5,UAB,75.0,11.0,12.0,8,10.0,15.0
UMass Lowell,63.0,2021-02-06,4.0,New Hampshire,74.0,-1.0,-1.0,-1,-3.0,11.0
La Salle,68.0,2021-02-06,-5.5,Fordham,76.0,-4.0,-5.0,-4,-10.0,8.0
Jacksonville St.,66.0,2021-02-06,-4.0,Southeast Missouri St.,54.0,-2.0,-2.0,-3,-1.0,-12.0
Montana,56.0,2021-02-06,-2.5,Portland St.,61.0,-3.0,-2.0,-4,-10.0,5.0
Iowa St.,72.0,2021-02-06,14.0,Oklahoma,79.0,16.0,16.0,14,17.0,7.0
Western Michigan,67.0,2021-02-06,4.5,Central Michigan,65.0,3.0,-1.0,3,-3.0,-2.0
Charlotte,60.0,2021-02-06,-5.0,Middle Tennessee,73.0,-3.0,-7.0,-4,-5.0,13.0
IUPUI,72.0,2021-02-06,5.0,Green Bay,79.0,3.0,5.0,3,5.0,7.0
North Alabama,60.0,2021-02-06,3.0,Florida Gulf Coast,69.0,3.0,3.0,3,7.0,9.0
Seattle,77.0,2021-02-06,-2.0,Dixie St.,56.0,-2.0,-4.0,-1,-2.0,-21.0
Western Illinois,85.0,2021-02-06,3.0,Nebraska Omaha,77.0,2.0,3.0,3,-7.0,-8.0
Southern Illinois,66.0,2021-02-06,8.0,Bradley,74.0,9.0,9.0,7,12.0,8.0
North Dakota,81.0,2021-02-06,-2.5,Denver,85.0,-2.0,-0.0,-2,2.0,4.0
Georgia Southern,79.0,2021-02-06,1.0,Troy,64.0,4.0,5.0,3,12.0,-15.0
Towson,88.0,2021-02-06,3.0,Charleston,90.0,6.0,4.0,5,9.0,2.0
Incarnate Word,58.0,2021-02-06,1.5,Texas A&M Corpus Chris,53.0,1.0,-1.0,2,1.0,-5.0
Tennessee St.,72.0,2021-02-06,-1.0,Eastern Illinois,86.0,2.0,1.0,2,1.0,14.0
Tennessee Tech,64.0,2021-02-06,-3.0,Tennessee Martin,66.0,-2.0,-5.0,-2,7.0,2.0
Jackson St.,74.0,2021-02-06,-4.5,Alcorn St.,66.0,-3.0,-3.0,-3,4.0,-8.0
Texas Tech,73.0,2021-02-06,-16.0,Kansas St.,62.0,-16.0,-15.0,-15,-3.0,-11.0
Southern Miss,68.0,2021-02-06,5.0,Rice,76.0,7.0,5.0,7,17.0,8.0
Drake,80.0,2021-02-06,-12.5,Valparaiso,77.0,-13.0,-14.0,-12,-17.0,-3.0
Washington,74.0,2021-02-06,12.0,Oregon,86.0,16.0,19.0,14,22.0,12.0
Purdue Fort Wayne,56.0,2021-02-06,6.5,Detroit,83.0,7.0,3.0,7,12.0,27.0
Arkansas Pine Bluff,67.0,2021-02-06,2.5,Alabama St.,73.0,3.0,5.0,3,6.0,6.0
Cal Baptist,70.0,2021-02-06,8.0,New Mexico St.,97.0,8.0,6.0,9,2.0,27.0
Grambling St.,72.0,2021-02-06,6.0,Southern,69.0,6.0,7.0,6,6.0,-3.0
Wright St.,77.0,2021-02-06,-11.5,Illinois Chicago,57.0,-14.0,-20.0,-13,-24.0,-20.0
McNeese St.,80.0,2021-02-06,5.0,Central Arkansas,70.0,6.0,5.0,7,5.0,-10.0
Louisiana Monroe,52.0,2021-02-06,9.0,UT Arlington,58.0,8.0,7.0,7,8.0,6.0
Jacksonville,44.0,2021-02-06,9.0,Bellarmine,63.0,11.0,10.0,8,11.0,19.0
Belmont,94.0,2021-02-06,-17.0,SIU Edwardsville,62.0,-12.0,-13.0,-12,-5.0,-32.0
Pepperdine,91.0,2021-02-06,-13.0,Portland,70.0,-12.0,-14.0,-11,-18.0,-21.0
Boston University,,2021-02-06,12.5,Colgate,,13.0,11.0,13,8.0,
Air Force,58.0,2021-02-06,13.0,UNLV,68.0,15.0,15.0,12,12.0,10.0
Abilene Christian,77.0,2021-02-06,-13.0,Lamar,62.0,-14.0,-13.0,-14,-13.0,-15.0
South Carolina St.,,2021-02-06,12.0,North Carolina A&T,,12.0,11.0,13,5.0,
Cal Poly,64.0,2021-02-06,12.5,Hawaii,81.0,14.0,14.0,13,11.0,17.0
Evansville,55.0,2021-02-06,19.5,Loyola Chicago,68.0,25.0,29.0,20,13.0,13.0
Idaho,64.0,2021-02-06,20.0,Eastern Washington,90.0,20.0,19.0,21,9.0,26.0
Mississippi Valley St.,58.0,2021-02-06,24.5,Alabama A&M,93.0,19.0,22.0,20,30.0,35.0
Iowa,65.0,2021-02-07,-4.0,Indiana,67.0,-3.0,-4.0,-3,0.0,2.0
Boise St.,62.0,2021-02-07,-5.0,Nevada,73.0,-3.0,-2.0,-3,2.0,11.0
Indiana St.,67.0,2021-02-07,2.0,Northern Iowa,70.0,0.0,4.0,1,-0.0,3.0
Cincinnati,64.0,2021-02-07,-5.0,Tulane,61.0,-5.0,-4.0,-5,-10.0,-3.0
Drexel,74.0,2021-02-07,3.5,Hofstra,79.0,2.0,1.0,2,3.0,5.0
Georgetown,74.0,2021-02-07,13.5,Villanova,84.0,16.0,16.0,14,7.0,10.0
Temple,67.0,2021-02-07,8.5,Wichita St.,70.0,8.0,8.0,8,9.0,3.0
Missouri St.,72.0,2021-02-07,-6.0,Illinois St.,62.0,-6.0,-9.0,-5,-8.0,-10.0
UMBC,71.0,2021-02-07,-1.5,Stony Brook,65.0,-1.0,-2.0,-1,1.0,-6.0
Lafayette,62.0,2021-02-07,2.0,Loyola MD,75.0,-0.0,2.0,-1,-1.0,13.0
High Point,72.0,2021-02-07,1.0,Hampton,58.0,-0.0,-2.0,1,4.0,-14.0
California,70.0,2021-02-07,10.5,Stanford,76.0,13.0,13.0,12,5.0,6.0
Southern Illinois,69.0,2021-02-07,8.0,Bradley,68.0,9.0,9.0,7,13.0,-1.0
Towson,53.0,2021-02-07,4.0,Charleston,66.0,5.0,4.0,4,5.0,13.0
Quinnipiac,78.0,2021-02-07,-3.5,Fairfield,63.0,-2.0,-5.0,-2,11.0,-15.0
Drake,57.0,2021-02-07,-12.5,Valparaiso,74.0,-13.0,-14.0,-12,-13.0,17.0
Coppin St.,72.0,2021-02-07,6.5,Norfolk St.,84.0,8.0,10.0,8,10.0,12.0
Evansville,58.0,2021-02-07,18.5,Loyola Chicago,69.0,24.0,27.0,20,18.0,11.0
Ohio St.,73.0,2021-02-08,-3.5,Maryland,65.0,-4.0,-3.0,-3,-5.0,-8.0
Oklahoma St.,66.0,2021-02-08,5.0,Kansas,78.0,4.0,5.0,4,10.0,12.0
Gonzaga,82.0,2021-02-08,-11.5,BYU,71.0,-9.0,-12.0,-10,-8.0,-11.0
SMU,71.0,2021-02-08,-6.0,East Carolina,56.0,-5.0,-5.0,-5,-4.0,-15.0
UNC Greensboro,49.0,2021-02-08,4.0,Furman,68.0,3.0,5.0,3,4.0,19.0
Nebraska,61.0,2021-02-08,11.0,Minnesota,79.0,11.0,10.0,11,-0.0,18.0
Miami FL,,2021-02-08,10.0,North Carolina,,12.0,12.0,11,8.0,
Oregon St.,49.0,2021-02-08,12.5,Colorado,78.0,14.0,18.0,13,8.0,29.0
UMBC,60.0,2021-02-08,-3.0,Stony Brook,48.0,-1.0,-2.0,-2,-3.0,-12.0
Loyola MD,76.0,2021-02-08,2.5,Lafayette,80.0,3.0,1.0,4,4.0,4.0
High Point,71.0,2021-02-08,-2.0,Hampton,76.0,-2.0,-3.0,-1,5.0,5.0
North Carolina Central,50.0,2021-02-08,1.5,Florida A&M,59.0,2.0,3.0,1,7.0,9.0
Jackson St.,57.0,2021-02-08,4.0,Southern,53.0,3.0,5.0,3,0.0,-4.0
St. Francis NY,84.0,2021-02-08,5.0,LIU,96.0,5.0,6.0,5,2.0,12.0
Grambling St.,,2021-02-08,-1.5,Alcorn St.,,-1.0,-2.0,-1,-3.0,
Eastern Kentucky,78.0,2021-02-08,-9.5,SIU Edwardsville,74.0,-5.0,-5.0,-6,-8.0,-4.0
Quinnipiac,70.0,2021-02-08,-3.5,Fairfield,77.0,-4.0,-5.0,-3,-9.0,7.0
Samford,82.0,2021-02-08,9.5,Mercer,89.0,8.0,6.0,8,-1.0,7.0
Coppin St.,74.0,2021-02-08,7.5,Norfolk St.,64.0,8.0,10.0,8,5.0,-10.0
Austin Peay,75.0,2021-02-08,-12.5,Tennessee Martin,76.0,-10.0,-12.0,-10,-6.0,1.0
Arkansas Pine Bluff,55.0,2021-02-08,10.0,Alabama A&M,56.0,8.0,10.0,8,13.0,1.0
Air Force,64.0,2021-02-08,14.0,UNLV,69.0,14.0,16.0,12,11.0,5.0
Abilene Christian,82.0,2021-02-08,-15.5,Texas A&M Corpus Chris,69.0,-15.0,-15.0,-15,-4.0,-13.0
Mississippi Valley St.,68.0,2021-02-08,19.0,Alabama St.,65.0,16.0,18.0,15,12.0,-3.0
San Jose St.,54.0,2021-02-08,26.5,San Diego St.,85.0,28.0,32.0,25,19.0,31.0
West Virginia,82.0,2021-02-09,5.5,Texas Tech,71.0,6.0,10.0,4,6.0,-11.0
Arkansas,81.0,2021-02-09,1.0,Kentucky,80.0,-1.0,-0.0,-1,-7.0,-1.0
Penn St.,58.0,2021-02-09,3.0,Michigan St.,60.0,-0.0,-0.0,-1,6.0,2.0
Syracuse,77.0,2021-02-09,1.5,N.C. State,68.0,2.0,3.0,1,3.0,-9.0
Notre Dame,93.0,2021-02-09,7.5,Duke,89.0,6.0,8.0,5,-8.0,-4.0
VCU,76.0,2021-02-09,-1.5,Dayton,67.0,-0.0,0.0,-1,0.0,-9.0
St. John's,73.0,2021-02-09,1.0,Butler,76.0,-1.0,1.0,-2,2.0,3.0
Alabama,81.0,2021-02-09,-6.0,South Carolina,78.0,-7.0,-8.0,-10,-2.0,-3.0
Auburn,73.0,2021-02-09,-5.5,Vanderbilt,67.0,-4.0,-5.0,-5,-6.0,-6.0
Kent St.,71.0,2021-02-09,-1.0,Bowling Green,67.0,-1.0,-0.0,-1,3.0,-4.0
Iowa St.,76.0,2021-02-09,6.5,TCU,79.0,5.0,5.0,5,6.0,3.0
James Madison,70.0,2021-02-09,-5.0,Elon,61.0,-3.0,-0.0,-3,-5.0,-9.0
South Alabama,70.0,2021-02-09,5.5,Georgia St.,67.0,7.0,9.0,7,5.0,-3.0
North Carolina Central,47.0,2021-02-09,-2.0,Florida A&M,60.0,2.0,3.0,3,10.0,13.0
Texas,,2021-02-09,-14.0,Kansas St.,,-15.0,-17.0,-15,-8.0,
La Salle,73.0,2021-02-09,13.0,St. Bonaventure,86.0,15.0,16.0,13,16.0,13.0
New Mexico,,2021-02-09,17.5,Colorado St.,,18.0,18.0,17,9.0,
Virginia,57.0,2021-02-10,-4.0,Georgia Tech,49.0,-4.0,-7.0,-4,-1.0,-8.0
LSU,94.0,2021-02-10,1.5,Mississippi St.,80.0,1.0,-0.0,1,6.0,-14.0
Missouri,59.0,2021-02-10,0.0,Mississippi,80.0,1.0,2.0,-1,-1.0,21.0
Indiana,79.0,2021-02-10,-4.0,Northwestern,76.0,-3.0,-5.0,-2,-2.0,-3.0
Rhode Island,60.0,2021-02-10,8.5,Saint Louis,67.0,7.0,7.0,5,5.0,7.0
Wichita St.,61.0,2021-02-10,-2.5,UCF,60.0,0.0,2.0,1,7.0,-1.0
Furman,58.0,2021-02-10,1.5,UNC Greensboro,64.0,1.0,-1.0,1,8.0,6.0
Houston,82.0,2021-02-10,-11.5,South Florida,65.0,-10.0,-10.0,-10,-8.0,-17.0
Wake Forest,69.0,2021-02-10,-1.0,Boston College,65.0,3.0,2.0,3,4.0,-4.0
Marquette,64.0,2021-02-10,10.5,Villanova,96.0,13.0,13.0,11,5.0,32.0
Pepperdine,76.0,2021-02-10,4.0,San Francisco,68.0,7.0,8.0,6,12.0,-8.0
Wisconsin,61.0,2021-02-10,-12.0,Nebraska,48.0,-11.0,-12.0,-11,-12.0,-13.0
Georgia,81.0,2021-02-10,12.5,Tennessee,89.0,14.0,16.0,12,8.0,8.0
Bradley,76.0,2021-02-10,-3.5,Valparaiso,52.0,-3.0,-6.0,-3,-2.0,-24.0
Old Dominion,78.0,2021-02-10,1.0,Charlotte,76.0,1.0,3.0,1,8.0,-2.0
Chattanooga,78.0,2021-02-10,4.5,Wofford,66.0,6.0,7.0,6,7.0,-12.0
VMI,72.0,2021-02-10,0.0,Western Carolina,74.0,-2.0,-4.0,-2,-6.0,2.0
Mercer,77.0,2021-02-10,-5.0,Samford,70.0,-3.0,-5.0,-4,-7.0,-7.0
Northern Iowa,59.0,2021-02-10,10.0,Drake,80.0,12.0,12.0,11,12.0,21.0
Southern Illinois,53.0,2021-02-10,6.5,Missouri St.,65.0,7.0,7.0,7,8.0,12.0
Tulane,58.0,2021-02-10,8.0,Tulsa,48.0,9.0,9.0,8,0.0,-10.0
East Tennessee St.,71.0,2021-02-10,-7.5,The Citadel,79.0,-8.0,-10.0,-7,-4.0,8.0
Northwestern St.,68.0,2021-02-10,0.0,Incarnate Word,67.0,0.0,1.0,1,2.0,-1.0
Nicholls St.,76.0,2021-02-10,-6.5,Lamar,71.0,-7.0,-5.0,-7,-9.0,-5.0
Fordham,45.0,2021-02-10,9.0,George Mason,77.0,10.0,10.0,8,10.0,32.0
Southeastern Louisiana,61.0,2021-02-10,11.5,Sam Houston St.,79.0,11.0,11.0,11,16.0,18.0
Texas A&M Corpus Chris,68.0,2021-02-10,18.0,Stephen F. Austin,80.0,16.0,16.0,15,10.0,12.0
Houston Baptist,59.0,2021-02-10,18.0,Abilene Christian,88.0,19.0,20.0,19,24.0,29.0
San Jose St.,55.0,2021-02-10,29.0,San Diego St.,77.0,28.0,33.0,26,21.0,22.0
Purdue,68.0,2021-02-11,3.0,Minnesota,71.0,0.0,-1.0,1,7.0,3.0
Colorado,69.0,2021-02-11,-0.5,Stanford,51.0,-2.0,-1.0,-2,-4.0,-18.0
Oregon,75.0,2021-02-11,2.0,Arizona St.,64.0,-2.0,-3.0,-3,-7.0,-11.0
UCLA,73.0,2021-02-11,-4.0,Washington St.,81.0,-6.0,-7.0,-5,-1.0,8.0
Utah,76.0,2021-02-11,-4.0,California,75.0,-5.0,-6.0,-5,-2.0,-1.0
Winthrop,80.0,2021-02-11,-3.5,Radford,64.0,-1.0,-0.0,-2,1.0,-16.0
Eastern Washington,93.0,2021-02-11,-2.5,Montana St.,77.0,-3.0,-2.0,-3,-6.0,-16.0
Weber St.,67.0,2021-02-11,-1.0,Montana,80.0,-0.0,0.0,1,1.0,13.0
Oregon St.,61.0,2021-02-11,11.5,Arizona,70.0,12.0,16.0,10,8.0,9.0
Texas St.,63.0,2021-02-11,-1.5,UT Arlington,56.0,-2.0,-2.0,-2,-3.0,-7.0
USC,69.0,2021-02-11,-11.5,Washington,54.0,-14.0,-16.0,-13,-3.0,-15.0
UNLV,66.0,2021-02-11,10.0,Boise St.,78.0,12.0,13.0,11,9.0,12.0
Iowa St.,64.0,2021-02-11,15.5,Kansas,97.0,14.0,15.0,13,12.0,33.0
LIU,60.0,2021-02-11,4.0,Mount St. Mary's,66.0,4.0,5.0,4,15.0,6.0
Eastern Kentucky,74.0,2021-02-11,12.0,Belmont,92.0,11.0,15.0,11,4.0,18.0
St. Francis NY,70.0,2021-02-11,2.5,St. Francis PA,67.0,3.0,4.0,3,0.0,-3.0
SIU Edwardsville,81.0,2021-02-11,2.5,Tennessee Tech,63.0,0.0,-0.0,1,-2.0,-18.0
Merrimack,62.0,2021-02-11,-3.0,Central Connecticut,46.0,-1.0,-1.0,-1,-6.0,-16.0
Fresno St.,69.0,2021-02-11,-4.5,Air Force,63.0,-6.0,-8.0,-5,-6.0,-6.0
USC Upstate,71.0,2021-02-11,4.5,Campbell,72.0,4.0,5.0,5,4.0,1.0
Troy,70.0,2021-02-11,6.5,South Alabama,73.0,7.0,9.0,6,10.0,3.0
Presbyterian,85.0,2021-02-11,4.0,Hampton,70.0,4.0,3.0,5,8.0,-15.0
Morehead St.,79.0,2021-02-11,-7.0,Tennessee St.,66.0,-9.0,-9.0,-8,-1.0,-13.0
Georgia Southern,75.0,2021-02-11,7.5,Georgia St.,79.0,10.0,11.0,10,6.0,4.0
Eastern Illinois,64.0,2021-02-11,9.0,Jacksonville St.,76.0,10.0,10.0,9,5.0,12.0
Louisiana Monroe,72.0,2021-02-11,9.5,Louisiana,66.0,10.0,10.0,10,6.0,-6.0
Southeast Missouri St.,,2021-02-11,12.0,Murray St.,,12.0,13.0,11,9.0,
Idaho,43.0,2021-02-11,9.0,Idaho St.,69.0,11.0,11.0,10,7.0,26.0
Tennessee Martin,50.0,2021-02-11,16.0,Austin Peay,71.0,15.0,19.0,13,6.0,21.0
Portland,57.0,2021-02-11,15.5,Pacific,84.0,16.0,17.0,15,10.0,27.0
St. Bonaventure,64.0,2021-02-12,3.0,VCU,67.0,3.0,4.0,2,0.0,3.0
Georgia Tech,72.0,2021-02-12,3.5,Clemson,74.0,4.0,6.0,3,-0.0,2.0
UAB,58.0,2021-02-12,1.0,Louisiana Tech,70.0,1.0,1.0,1,-1.0,12.0
UC Irvine,65.0,2021-02-12,-2.0,UC Riverside,86.0,1.0,-1.0,1,3.0,21.0
Akron,83.0,2021-02-12,-4.5,Miami OH,76.0,-4.0,-4.0,-4,0.0,-7.0
Winthrop,55.0,2021-02-12,-6.0,Radford,47.0,-3.0,-2.0,-4,-12.0,-8.0
Illinois,77.0,2021-02-12,-14.5,Nebraska,72.0,-14.0,-16.0,-14,-7.0,-5.0
Detroit,89.0,2021-02-12,2.5,Cleveland St.,83.0,3.0,3.0,3,4.0,-6.0
Temple,69.0,2021-02-12,6.0,Cincinnati,71.0,8.0,7.0,7,1.0,2.0
UC Santa Barbara,59.0,2021-02-12,-5.0,Hawaii,50.0,-6.0,-6.0,-6,-4.0,-9.0
Tulane,49.0,2021-02-12,5.0,UCF,53.0,7.0,6.0,6,7.0,4.0
Florida Atlantic,80.0,2021-02-12,4.0,UTSA,84.0,4.0,3.0,3,6.0,4.0
Little Rock,62.0,2021-02-12,-3.0,Arkansas St.,73.0,-2.0,-2.0,-2,0.0,11.0
Northern Kentucky,82.0,2021-02-12,-1.5,Green Bay,86.0,-0.0,0.0,-1,-5.0,4.0
Oakland,82.0,2021-02-12,1.5,Robert Morris,88.0,-2.0,-2.0,-1,-6.0,6.0
UMass Lowell,79.0,2021-02-12,3.0,Albany,71.0,2.0,2.0,3,5.0,-8.0
