home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Loyola MD,American,79,81,-2,2021-01-24,Pat,99.4,106.8,69.6,18.7,16.2,50.6,54.4,21.5,17.1,36.2,24.0,30.6,43.2,1.66,77.3,0,0,Pat,97.2,105.0,70.3,16.7,17.5,55.0,47.5,23.9,20.3,26.8,35.4,38.8,33.3,1.62,77.9,1,1
New Hampshire,Albany,64,83,-19,2021-01-24,AE,97.5,102.9,67.8,18.8,16.4,45.4,48.5,17.5,18.0,29.1,19.2,32.2,32.9,1.56,77.0,3,1,AE,96.3,103.5,69.9,17.4,17.6,50.5,52.0,18.4,21.9,20.4,29.0,32.4,36.6,2.3,77.0,2,0
Coppin St.,Norfolk St.,81,77,4,2021-01-24,MEAC,89.0,103.4,78.5,14.1,15.8,46.2,50.6,19.8,22.4,18.0,32.2,29.5,32.8,1.6,77.2,4,1,MEAC,97.5,105.3,68.9,17.1,16.8,49.0,46.7,17.2,19.0,25.4,30.5,37.5,31.3,2.33,76.8,4,0
Holy Cross,Lehigh,74,82,-8,2021-01-24,Pat,93.7,110.8,71.7,16.8,16.4,51.7,53.3,20.4,16.8,26.3,32.7,35.1,37.9,1.37,76.7,1,0,Pat,96.4,109.6,68.8,17.6,17.2,50.6,53.6,16.9,17.3,22.5,27.0,32.9,38.8,1.4,77.5,1,1
UNC Wilmington,Delaware,62,67,-5,2021-01-24,CAA,101.9,104.8,70.3,16.3,17.6,49.0,49.6,17.1,20.0,26.7,31.7,35.1,29.9,1.84,76.7,3,1,CAA,97.1,104.5,67.3,18.2,17.2,48.2,49.5,21.3,18.3,27.8,26.5,28.7,36.2,1.72,78.0,1,0
NJIT,Stony Brook,44,56,-12,2021-01-24,AE,97.4,103.4,69.7,17.5,17.5,46.6,50.9,16.2,20.0,25.1,29.7,33.7,32.1,2.24,76.1,2,1,AE,95.6,104.3,68.8,17.1,17.2,49.6,51.3,20.4,19.3,26.3,26.7,31.2,36.8,2.16,77.1,2,0
Hofstra,Towson,74,69,5,2021-01-24,CAA,102.1,103.1,68.7,16.7,17.8,48.4,50.0,18.2,18.0,27.8,27.4,29.2,32.5,1.73,76.8,2,1,CAA,100.6,107.5,66.9,18.7,16.1,46.5,50.5,20.4,14.2,34.6,30.3,27.1,37.5,1.71,77.2,3,0
Lafayette,Boston University,61,64,-3,2021-01-24,Pat,104.3,108.4,69.2,17.2,16.9,53.6,52.5,15.4,18.4,28.2,28.5,40.1,35.3,1.94,77.6,4,0,Pat,99.3,108.3,67.9,17.4,16.9,47.6,56.2,20.9,14.7,34.8,27.4,28.9,36.8,1.98,77.6,1,1
Oral Roberts,UMKC,76,81,-5,2021-01-24,Sum,106.9,107.7,71.5,16.2,16.6,52.1,50.1,17.4,17.7,26.9,33.5,37.7,33.9,1.61,76.6,4,1,Sum,95.1,102.2,63.6,19.2,18.0,50.1,51.1,22.0,21.6,24.3,24.1,33.1,38.3,1.94,76.5,1,0
Northeastern,James Madison,72,79,-7,2021-01-24,CAA,99.6,97.5,68.5,18.2,16.4,52.3,47.5,20.3,17.2,18.8,24.8,36.3,29.1,1.12,77.6,5,1,CAA,100.5,106.5,72.2,15.6,17.2,49.8,50.1,18.8,21.9,26.7,31.5,32.8,31.4,1.35,76.4,3,0
Middle Tennessee,Western Kentucky,52,68,-16,2021-01-24,CUSA,90.8,99.2,72.3,17.0,15.9,43.9,49.6,23.8,22.7,23.7,24.7,29.1,28.2,1.95,76.6,1,0,CUSA,108.4,98.9,68.8,17.6,16.0,50.0,51.0,20.4,19.2,32.8,22.0,33.8,37.3,2.16,76.3,4,1
High Point,Presbyterian,81,57,24,2021-01-24,BSth,95.4,106.6,67.6,18.1,17.2,50.0,52.7,19.7,18.7,24.7,26.6,33.2,33.9,1.16,76.2,1,0,BSth,91.1,110.0,65.3,19.2,16.4,45.3,56.8,22.9,22.3,30.5,26.6,31.3,41.7,0.86,77.2,1,0
Air Force,San Diego St.,59,91,-32,2021-01-24,MWC,96.9,108.8,63.2,19.5,17.4,53.7,56.2,24.7,20.2,14.6,35.1,34.0,36.9,1.96,76.8,1,0,MWC,109.0,91.5,66.2,17.0,18.6,51.9,49.0,19.1,24.0,29.0,25.9,37.0,34.6,2.46,76.6,3,1
Morgan St.,Delaware St.,99,83,16,2021-01-24,MEAC,97.2,106.7,72.0,16.0,16.5,50.0,48.2,20.4,21.3,33.1,31.6,35.9,31.1,2.16,77.0,3,1,MEAC,90.8,113.5,74.1,15.3,15.8,45.2,54.2,21.6,18.1,25.0,33.0,32.9,35.2,1.63,75.6,0,0
Gardner Webb,Charleston Southern,74,62,12,2021-01-24,BSth,102.2,104.9,68.7,16.5,16.9,50.8,50.5,17.7,17.8,25.1,26.7,35.4,34.9,1.17,75.9,2,1,BSth,90.1,107.6,69.5,16.8,16.4,45.1,52.6,25.7,18.8,26.9,30.4,31.3,34.6,1.12,76.5,0,0
Rhode Island,Fordham,52,42,10,2021-01-24,A10,106.6,93.8,70.7,16.6,16.7,50.9,46.5,20.6,18.1,29.0,26.5,32.7,32.1,1.94,76.4,2,0,A10,89.9,98.1,64.5,19.1,18.6,40.5,52.8,21.0,19.4,22.9,29.9,25.9,34.1,1.63,75.8,1,0
