away_x,away_y,bet,date,draft_kings,home,home_cover,lasso,linear,percent_chance,predict_kp,rf,score
Lipscomb,Lipscomb,Lipscomb,2021-02-05,-1.5,Stetson,0.0,,,0.6479,2,,5.0
Northern Kentucky,Northern Kentucky,Northern Kentucky,2021-02-05,1.5,Milwaukee,0.0,,,0.6467,3,,-14.0
Cal St. Bakersfield,Cal St. Bakersfield,UC Irvine,2021-02-05,6.0,UC Irvine,1.0,,,0.6358,5,,17.0
UMass Lowell,UMass Lowell,New Hampshire,2021-02-05,1.0,New Hampshire,1.0,,,0.6289,-1,,-5.0
Boise St.,Boise St.,Nevada,2021-02-05,-4.5,Nevada,1.0,,,0.6114,-3,,2.0
Louisiana Tech,Louisiana Tech,North Texas,2021-02-05,4.5,North Texas,1.0,,,0.6064,5,,-5.0
Seattle,Seattle,Seattle,2021-02-05,-3.0,Dixie St.,0.0,,,0.5868,-2,,1.0
Georgia Southern,Georgia Southern,Troy,2021-02-05,1.0,Troy,1.0,,,0.586,3,,12.0
Jacksonville,Jacksonville,Bellarmine,2021-02-05,7.0,Bellarmine,1.0,,,0.5691,7,,15.0
Cleveland St.,Cleveland St.,Cleveland St.,2021-02-05,1.5,Oakland,0.0,,,0.5636,-1,,-8.0
Akron,Akron,Kent St.,2021-02-05,2.0,Kent St.,1.0,,,0.5321,2,,-11.0
South Dakota,South Dakota,South Dakota,2021-02-05,7.0,South Dakota St.,0.0,,,0.5294,7,,-8.0
Western Illinois,Western Illinois,Nebraska Omaha,2021-02-05,5.0,Nebraska Omaha,1.0,,,0.5275,5,,-8.0
UTSA,UTSA,FIU,2021-02-05,2.5,FIU,1.0,,,0.5257,1,,-7.0
Louisiana,Louisiana,Arkansas St.,2021-02-05,-3.5,Arkansas St.,1.0,,,0.5196,-4,,8.0
North Dakota,North Dakota,North Dakota,2021-02-05,-2.5,Denver,0.0,,,0.5186,-1,,-3.0
Maryland,Maryland,Penn St.,2021-02-05,3.5,Penn St.,1.0,,,0.516,3,,5.0
Youngstown St.,Youngstown St.,Youngstown St.,2021-02-05,-1.0,Robert Morris,0.0,,,0.5146,1,,-6.0
Oral Roberts,Oral Roberts,North Dakota St.,2021-02-05,4.5,North Dakota St.,1.0,,,0.5104,4,,7.0
Marshall,Marshall,Old Dominion,2021-02-05,-5.5,Old Dominion,1.0,,,0.5089,-4,,1.0
Louisiana Monroe,Louisiana Monroe,Louisiana Monroe,2021-02-05,9.0,UT Arlington,0.0,,,0.5023,9,,7.0
IUPUI,IUPUI,IUPUI,2021-02-05,6.0,Green Bay,0.0,,,0.5012,5,,-9.0
UCF,UCF,Tulsa,2021-02-06,4.5,Tulsa,1.0,,,0.8845,5,,-7.0
Chattanooga,Chattanooga,East Tennessee St.,2021-02-06,6.0,East Tennessee St.,1.0,,,0.8593,6,,-2.0
Coastal Carolina,Coastal Carolina,South Alabama,2021-02-06,-1.0,South Alabama,1.0,,,0.8437,-1,,4.0
Wright St.,Wright St.,Wright St.,2021-02-06,-11.5,Illinois Chicago,0.0,,,0.8309,-13,,-20.0
UTEP,UTEP,UAB,2021-02-06,8.5,UAB,1.0,,,0.8141,8,,15.0
Louisiana,Louisiana,Arkansas St.,2021-02-06,-3.5,Arkansas St.,1.0,,,0.7949,-3,,6.0
Cal St. Bakersfield,Cal St. Bakersfield,UC Irvine,2021-02-06,7.0,UC Irvine,1.0,,,0.7764,6,,-5.0
Mississippi Valley St.,Mississippi Valley St.,Mississippi Valley St.,2021-02-06,24.5,Alabama A&M,0.0,,,0.7531,20,,35.0
Pepperdine,Pepperdine,Pepperdine,2021-02-06,-13.0,Portland,0.0,,,0.7509999999999999,-11,,-21.0
Little Rock,Little Rock,Texas St.,2021-02-06,3.5,Texas St.,1.0,,,0.7485,3,,10.0
Southern Illinois,Southern Illinois,Bradley,2021-02-06,8.0,Bradley,1.0,,,0.7481,7,,8.0
UC Davis,UC Davis,Cal St. Northridge,2021-02-06,-1.0,Cal St. Northridge,1.0,,,0.7338,-2,,-12.0
Utah St.,,Utah St.,2021-02-06,-11.5,Fresno St.,0.0,,,0.7318,-10,,
Montana,Montana,Montana,2021-02-06,-2.5,Portland St.,0.0,,,0.7301,-4,,5.0
Mississippi,Mississippi,Auburn,2021-02-06,4.0,Auburn,1.0,,,0.7291,4,,-2.0
St. Bonaventure,St. Bonaventure,Saint Louis,2021-02-06,3.5,Saint Louis,1.0,,,0.7281,2,,11.0
Drake,Drake,Drake,2021-02-06,-12.5,Valparaiso,0.0,,,0.7269,-12,,-3.0
Georgia Southern,Georgia Southern,Troy,2021-02-06,1.0,Troy,1.0,,,0.7255,3,,-15.0
North Dakota,North Dakota,North Dakota,2021-02-06,-2.5,Denver,0.0,,,0.7187,-2,,4.0
Creighton,Creighton,Marquette,2021-02-06,-4.5,Marquette,1.0,,,0.7169,-5,,-3.0
Colorado St.,Colorado St.,Wyoming,2021-02-06,-7.5,Wyoming,1.0,,,0.7162,-9,,-9.0
Texas,Texas,Oklahoma St.,2021-02-06,-2.5,Oklahoma St.,1.0,,,0.7138,-2,,8.0
Northwestern,Northwestern,Purdue,2021-02-06,8.0,Purdue,1.0,,,0.7109,8,,5.0
Jacksonville,Jacksonville,Bellarmine,2021-02-06,9.0,Bellarmine,1.0,,,0.7105,8,,19.0
Vanderbilt,Vanderbilt,Vanderbilt,2021-02-06,5.5,Georgia,0.0,,,0.7104,6,,3.0
Kansas,Kansas,West Virginia,2021-02-06,2.0,West Virginia,1.0,,,0.705,2,,12.0
North Carolina,North Carolina,Duke,2021-02-06,4.0,Duke,1.0,,,0.6961,4,,-4.0
Drexel,Drexel,Drexel,2021-02-06,4.0,Hofstra,0.0,,,0.6904,2,,-2.0
Austin Peay,Austin Peay,Morehead St.,2021-02-06,2.0,Morehead St.,1.0,,,0.6902,5,,1.0
Pittsburgh,Pittsburgh,Virginia,2021-02-06,10.0,Virginia,1.0,,,0.6902,10,,7.0
Virginia Tech,Virginia Tech,Miami FL,2021-02-06,-4.5,Miami FL,1.0,,,0.6864,-6,,-4.0
Cal Baptist,Cal Baptist,New Mexico St.,2021-02-06,8.0,New Mexico St.,1.0,,,0.6858,9,,27.0
Youngstown St.,Youngstown St.,Youngstown St.,2021-02-06,1.5,Robert Morris,0.0,,,0.6857,1,,-4.0
Syracuse,Syracuse,Clemson,2021-02-06,4.0,Clemson,1.0,,,0.6803,2,,17.0
Grambling St.,Grambling St.,Southern,2021-02-06,6.0,Southern,1.0,,,0.6716,6,,-3.0
Missouri St.,Missouri St.,Missouri St.,2021-02-06,-8.0,Illinois St.,0.0,,,0.6706,-5,,-7.0
Washington St.,Washington St.,Oregon St.,2021-02-06,2.0,Oregon St.,1.0,,,0.6643,2,,2.0
St. John's,St. John's,Providence,2021-02-06,1.0,Providence,1.0,,,0.6641,1,,-11.0
Belmont,Belmont,Belmont,2021-02-06,-17.0,SIU Edwardsville,0.0,,,0.6627,-12,,-32.0
Western Illinois,Western Illinois,Western Illinois,2021-02-06,3.0,Nebraska Omaha,0.0,,,0.6624,3,,-8.0
Northern Kentucky,Northern Kentucky,Northern Kentucky,2021-02-06,1.0,Milwaukee,0.0,,,0.6579,1,,-14.0
Oral Roberts,Oral Roberts,North Dakota St.,2021-02-06,4.0,North Dakota St.,1.0,,,0.6576,5,,-6.0
South Carolina St.,,South Carolina St.,2021-02-06,12.0,North Carolina A&T,0.0,,,0.657,13,,
Arkansas Pine Bluff,Arkansas Pine Bluff,Arkansas Pine Bluff,2021-02-06,2.5,Alabama St.,0.0,,,0.653,3,,6.0
North Alabama,North Alabama,North Alabama,2021-02-06,3.0,Florida Gulf Coast,0.0,,,0.6525,3,,9.0
Nebraska,Nebraska,Nebraska,2021-02-06,13.0,Michigan St.,0.0,,,0.6517,8,,10.0
Tennessee St.,Tennessee St.,Eastern Illinois,2021-02-06,-1.0,Eastern Illinois,1.0,,,0.6516,2,,14.0
Abilene Christian,Abilene Christian,Abilene Christian,2021-02-06,-13.0,Lamar,0.0,,,0.6487,-14,,-15.0
Seattle,Seattle,Dixie St.,2021-02-06,-2.0,Dixie St.,1.0,,,0.648,-1,,-21.0
Tennessee,Tennessee,Kentucky,2021-02-06,-3.5,Kentucky,1.0,,,0.647,-3,,-11.0
UTSA,UTSA,UTSA,2021-02-06,1.5,FIU,0.0,,,0.6452,1,,-43.0
Jackson St.,Jackson St.,Jackson St.,2021-02-06,-4.5,Alcorn St.,0.0,,,0.6443,-3,,-8.0
Charlotte,Charlotte,Middle Tennessee,2021-02-06,-5.0,Middle Tennessee,1.0,,,0.6439,-4,,13.0
Louisiana Monroe,Louisiana Monroe,Louisiana Monroe,2021-02-06,9.0,UT Arlington,0.0,,,0.6425,7,,6.0
IUPUI,IUPUI,IUPUI,2021-02-06,5.0,Green Bay,0.0,,,0.6363,3,,7.0
South Dakota,South Dakota,South Dakota,2021-02-06,5.5,South Dakota St.,0.0,,,0.6349,6,,11.0
McNeese St.,McNeese St.,Central Arkansas,2021-02-06,5.0,Central Arkansas,1.0,,,0.6342,7,,-10.0
Cleveland St.,Cleveland St.,Cleveland St.,2021-02-06,0.5,Oakland,0.0,,,0.6263,-2,,-2.0
Texas Tech,Texas Tech,Texas Tech,2021-02-06,-16.0,Kansas St.,0.0,,,0.624,-15,,-11.0
Cal Poly,Cal Poly,Cal Poly,2021-02-06,12.5,Hawaii,0.0,,,0.6201,13,,17.0
Marshall,Marshall,Old Dominion,2021-02-06,-7.0,Old Dominion,1.0,,,0.6194,-4,,-20.0
East Carolina,East Carolina,Memphis,2021-02-06,13.0,Memphis,1.0,,,0.6188,11,,7.0
Tennessee Tech,Tennessee Tech,Tennessee Tech,2021-02-06,-3.0,Tennessee Martin,0.0,,,0.5994,-2,,2.0
Notre Dame,Notre Dame,Georgia Tech,2021-02-06,4.0,Georgia Tech,1.0,,,0.5941,3,,2.0
Evansville,Evansville,Loyola Chicago,2021-02-06,19.5,Loyola Chicago,1.0,,,0.5831,20,,13.0
Lipscomb,Lipscomb,Stetson,2021-02-06,-1.5,Stetson,1.0,,,0.5823,3,,-8.0
Iowa St.,Iowa St.,Oklahoma,2021-02-06,14.0,Oklahoma,1.0,,,0.5803,14,,7.0
Louisiana Tech,Louisiana Tech,Louisiana Tech,2021-02-06,4.5,North Texas,0.0,,,0.5792,3,,2.0
Arizona,Arizona,Colorado,2021-02-06,6.0,Colorado,1.0,,,0.5789,6,,3.0
DePaul,DePaul,Butler,2021-02-06,6.0,Butler,1.0,,,0.5775,3,,10.0
Purdue Fort Wayne,Purdue Fort Wayne,Detroit,2021-02-06,6.5,Detroit,1.0,,,0.5761,7,,27.0
Air Force,Air Force,Air Force,2021-02-06,13.0,UNLV,0.0,,,0.5752,12,,10.0
UMass Lowell,UMass Lowell,UMass Lowell,2021-02-06,4.0,New Hampshire,0.0,,,0.5663,-1,,11.0
Western Carolina,Western Carolina,Western Carolina,2021-02-06,-1.0,The Citadel,0.0,,,0.5608,-1,,11.0
UCLA,UCLA,UCLA,2021-02-06,3.5,USC,0.0,,,0.5601,4,,18.0
Miami OH,Miami OH,Buffalo,2021-02-06,8.5,Buffalo,1.0,,,0.5564,7,,24.0
Montana St.,Montana St.,Weber St.,2021-02-06,6.0,Weber St.,1.0,,,0.5539999999999999,4,,8.0
Towson,Towson,Charleston,2021-02-06,3.0,Charleston,1.0,,,0.5518,5,,2.0
Incarnate Word,Incarnate Word,Incarnate Word,2021-02-06,1.5,Texas A&M Corpus Chris,0.0,,,0.5475,2,,-5.0
Mississippi St.,Mississippi St.,South Carolina,2021-02-06,2.0,South Carolina,1.0,,,0.5454,2,,-16.0
Wofford,Wofford,Wofford,2021-02-06,5.5,Furman,0.0,,,0.5452,6,,-8.0
Wisconsin,Wisconsin,Illinois,2021-02-06,3.5,Illinois,1.0,,,0.5401,4,,15.0
Washington,Washington,Washington,2021-02-06,12.0,Oregon,0.0,,,0.5366,14,,12.0
Murray St.,Murray St.,Murray St.,2021-02-06,-2.5,Eastern Kentucky,0.0,,,0.5306,1,,-12.0
Jacksonville St.,Jacksonville St.,Southeast Missouri St.,2021-02-06,-4.0,Southeast Missouri St.,1.0,,,0.53,-3,,-12.0
Indiana St.,Indiana St.,Northern Iowa,2021-02-06,2.0,Northern Iowa,1.0,,,0.5294,1,,-4.0
Western Michigan,Western Michigan,Western Michigan,2021-02-06,4.5,Central Michigan,0.0,,,0.5184,3,,-2.0
Nicholls St.,Nicholls St.,Sam Houston St.,2021-02-06,3.0,Sam Houston St.,1.0,,,0.5166,2,,7.0
Alabama,Alabama,Alabama,2021-02-06,-3.0,Missouri,0.0,,,0.5146,-3,,3.0
N.C. State,N.C. State,N.C. State,2021-02-06,-5.0,Boston College,0.0,,,0.514,-1,,-16.0
UNC Wilmington,,Elon,2021-02-06,-1.0,Elon,1.0,,,0.5128,-1,,
Southern Miss,Southern Miss,Southern Miss,2021-02-06,5.0,Rice,0.0,,,0.5127,7,,8.0
La Salle,La Salle,Fordham,2021-02-06,-5.5,Fordham,1.0,,,0.5084,-4,,8.0
Massachusetts,Massachusetts,Massachusetts,2021-02-06,7.5,Rhode Island,0.0,,,0.5075,7,,-12.0
Boston University,,Boston University,2021-02-06,12.5,Colgate,0.0,,,0.5073,13,,
Toledo,Toledo,Ball St.,2021-02-06,-9.0,Ball St.,1.0,,,0.5052,-9,,14.0
Idaho,Idaho,Eastern Washington,2021-02-06,20.0,Eastern Washington,1.0,,,0.5049,21,,26.0
Drexel,Drexel,Drexel,2021-02-07,3.5,Hofstra,0.0,,,0.7832,2,,5.0
Lafayette,Lafayette,Lafayette,2021-02-07,2.0,Loyola MD,0.0,,,0.7067,-1,,13.0
Boise St.,Boise St.,Nevada,2021-02-07,-5.0,Nevada,1.0,,,0.6935,-3,,11.0
Quinnipiac,Quinnipiac,Fairfield,2021-02-07,-3.5,Fairfield,1.0,,,0.6745,-2,,-15.0
Evansville,Evansville,Evansville,2021-02-07,18.5,Loyola Chicago,0.0,,,0.6632,20,,11.0
Drake,Drake,Valparaiso,2021-02-07,-12.5,Valparaiso,1.0,,,0.652,-12,,17.0
Towson,Towson,Towson,2021-02-07,4.0,Charleston,0.0,,,0.6464,4,,13.0
Southern Illinois,Southern Illinois,Bradley,2021-02-07,8.0,Bradley,1.0,,,0.6419,7,,-1.0
Georgetown,Georgetown,Georgetown,2021-02-07,13.5,Villanova,0.0,,,0.6296,14,,10.0
Missouri St.,Missouri St.,Illinois St.,2021-02-07,-6.0,Illinois St.,1.0,,,0.6156,-5,,-10.0
High Point,High Point,High Point,2021-02-07,1.0,Hampton,0.0,,,0.6125,1,,-14.0
Temple,Temple,Wichita St.,2021-02-07,8.5,Wichita St.,1.0,,,0.5694,8,,3.0
Cincinnati,Cincinnati,Tulane,2021-02-07,-5.0,Tulane,1.0,,,0.5637,-5,,-3.0
Coppin St.,Coppin St.,Norfolk St.,2021-02-07,6.5,Norfolk St.,1.0,,,0.5506,8,,12.0
Indiana St.,Indiana St.,Indiana St.,2021-02-07,2.0,Northern Iowa,0.0,,,0.5333,1,,3.0
UMBC,UMBC,UMBC,2021-02-07,-1.5,Stony Brook,0.0,,,0.5191,-1,,-6.0
California,California,California,2021-02-07,10.5,Stanford,0.0,,,0.5116,12,,6.0
Iowa,Iowa,Indiana,2021-02-07,-4.0,Indiana,1.0,,,0.5115,-3,,2.0
Coppin St.,Coppin St.,Norfolk St.,2021-02-08,7.5,Norfolk St.,1.0,,,0.773,8,,-10.0
SMU,SMU,East Carolina,2021-02-08,-6.0,East Carolina,1.0,,,0.708,-5,,-15.0
Air Force,Air Force,Air Force,2021-02-08,14.0,UNLV,0.0,,,0.7063,12,,5.0
High Point,High Point,High Point,2021-02-08,-2.0,Hampton,0.0,,,0.6934,-1,,5.0
Abilene Christian,Abilene Christian,Abilene Christian,2021-02-08,-15.5,Texas A&M Corpus Chris,0.0,,,0.6920000000000001,-15,,-13.0
Nebraska,Nebraska,Nebraska,2021-02-08,11.0,Minnesota,0.0,,,0.6874,11,,18.0
Ohio St.,Ohio St.,Maryland,2021-02-08,-3.5,Maryland,1.0,,,0.6852,-3,,-8.0
Arkansas Pine Bluff,Arkansas Pine Bluff,Arkansas Pine Bluff,2021-02-08,10.0,Alabama A&M,0.0,,,0.6543,8,,1.0
Oklahoma St.,Oklahoma St.,Kansas,2021-02-08,5.0,Kansas,1.0,,,0.6526,4,,12.0
UNC Greensboro,UNC Greensboro,Furman,2021-02-08,4.0,Furman,1.0,,,0.6033,3,,19.0
North Carolina Central,North Carolina Central,North Carolina Central,2021-02-08,1.5,Florida A&M,0.0,,,0.5946,1,,9.0
Jackson St.,Jackson St.,Jackson St.,2021-02-08,4.0,Southern,0.0,,,0.5653,3,,-4.0
Grambling St.,,Grambling St.,2021-02-08,-1.5,Alcorn St.,0.0,,,0.5607,-1,,
Quinnipiac,Quinnipiac,Quinnipiac,2021-02-08,-3.5,Fairfield,0.0,,,0.5589,-3,,7.0
Samford,Samford,Mercer,2021-02-08,9.5,Mercer,1.0,,,0.5568,8,,7.0
Austin Peay,Austin Peay,Tennessee Martin,2021-02-08,-12.5,Tennessee Martin,1.0,,,0.5549,-10,,1.0
Oregon St.,Oregon St.,Oregon St.,2021-02-08,12.5,Colorado,0.0,,,0.5541,13,,29.0
Miami FL,,Miami FL,2021-02-08,10.0,North Carolina,0.0,,,0.552,11,,
San Jose St.,San Jose St.,San Diego St.,2021-02-08,26.5,San Diego St.,1.0,,,0.5366,25,,31.0
Gonzaga,Gonzaga,BYU,2021-02-08,-11.5,BYU,1.0,,,0.5336,-10,,-11.0
Eastern Kentucky,Eastern Kentucky,Eastern Kentucky,2021-02-08,-9.5,SIU Edwardsville,0.0,,,0.5316,-6,,-4.0
UMBC,UMBC,UMBC,2021-02-08,-3.0,Stony Brook,0.0,,,0.5312,-2,,-12.0
St. Francis NY,St. Francis NY,LIU,2021-02-08,5.0,LIU,1.0,,,0.526,5,,12.0
Mississippi Valley St.,Mississippi Valley St.,Alabama St.,2021-02-08,19.0,Alabama St.,1.0,,,0.5106,15,,-3.0
Loyola MD,Loyola MD,Lafayette,2021-02-08,2.5,Lafayette,1.0,,,0.5028,4,,4.0
VCU,VCU,Dayton,2021-02-09,-1.5,Dayton,1.0,,,0.7704,-1,,-9.0
Kent St.,Kent St.,Kent St.,2021-02-09,-1.0,Bowling Green,0.0,,,0.7059,-1,,-4.0
Texas,,Kansas St.,2021-02-09,-14.0,Kansas St.,1.0,,,0.6919,-15,,
La Salle,La Salle,St. Bonaventure,2021-02-09,13.0,St. Bonaventure,1.0,,,0.6758,13,,13.0
Notre Dame,Notre Dame,Notre Dame,2021-02-09,7.5,Duke,0.0,,,0.6606,5,,-4.0
St. John's,St. John's,St. John's,2021-02-09,1.0,Butler,0.0,,,0.6248,-2,,3.0
Arkansas,Arkansas,Kentucky,2021-02-09,1.0,Kentucky,1.0,,,0.6234,-1,,-1.0
James Madison,James Madison,Elon,2021-02-09,-5.0,Elon,1.0,,,0.5985,-3,,-9.0
Penn St.,Penn St.,Michigan St.,2021-02-09,3.0,Michigan St.,1.0,,,0.5818,-1,,2.0
Syracuse,Syracuse,N.C. State,2021-02-09,1.5,N.C. State,1.0,,,0.5706,1,,-9.0
South Alabama,South Alabama,Georgia St.,2021-02-09,5.5,Georgia St.,1.0,,,0.5442,7,,-3.0
Iowa St.,Iowa St.,TCU,2021-02-09,6.5,TCU,1.0,,,0.5429999999999999,5,,3.0
Alabama,Alabama,Alabama,2021-02-09,-6.0,South Carolina,0.0,,,0.5397,-10,,-3.0
Creighton,Creighton,Georgetown,2021-02-09,-7.5,Georgetown,1.0,,,0.5234,-7,,-15.0
North Carolina Central,North Carolina Central,Florida A&M,2021-02-09,-2.0,Florida A&M,1.0,,,0.5202,3,,13.0
Auburn,Auburn,Vanderbilt,2021-02-09,-5.5,Vanderbilt,1.0,,,0.5076,-5,,-6.0
West Virginia,West Virginia,Texas Tech,2021-02-09,5.5,Texas Tech,1.0,,,0.5022,4,,-11.0
New Mexico,,New Mexico,2021-02-09,17.5,Colorado St.,0.0,,,0.5006,17,,
San Jose St.,San Jose St.,San Diego St.,2021-02-10,29.0,San Diego St.,1.0,,,0.7978,26,,22.0
Indiana,Indiana,Northwestern,2021-02-10,-4.0,Northwestern,1.0,,,0.7472,-2,,-3.0
East Tennessee St.,East Tennessee St.,East Tennessee St.,2021-02-10,-7.5,The Citadel,0.0,,,0.6984,-7,,8.0
Houston Baptist,Houston Baptist,Abilene Christian,2021-02-10,18.0,Abilene Christian,1.0,,,0.6951,19,,29.0
Pepperdine,Pepperdine,Pepperdine,2021-02-10,4.0,San Francisco,0.0,,,0.6661,6,,-8.0
Old Dominion,Old Dominion,Charlotte,2021-02-10,1.0,Charlotte,1.0,,,0.6581,1,,-2.0
Fordham,Fordham,Fordham,2021-02-10,9.0,George Mason,0.0,,,0.6404,8,,32.0
Mercer,Mercer,Mercer,2021-02-10,-5.0,Samford,0.0,,,0.6303,-4,,-7.0
Tulane,Tulane,Tulsa,2021-02-10,8.0,Tulsa,1.0,,,0.6132,8,,-10.0
Southern Illinois,Southern Illinois,Missouri St.,2021-02-10,6.5,Missouri St.,1.0,,,0.6122,7,,12.0
Wake Forest,Wake Forest,Wake Forest,2021-02-10,-1.0,Boston College,0.0,,,0.6053,3,,-4.0
VMI,VMI,VMI,2021-02-10,0.0,Western Carolina,0.0,,,0.6017,-2,,2.0
Virginia,Virginia,Georgia Tech,2021-02-10,-4.0,Georgia Tech,1.0,,,0.6004,-4,,-8.0
Missouri,Missouri,Mississippi,2021-02-10,0.0,Mississippi,1.0,,,0.5909,-1,,21.0
Texas A&M Corpus Chris,Texas A&M Corpus Chris,Stephen F. Austin,2021-02-10,18.0,Stephen F. Austin,1.0,,,0.5869,15,,12.0
Northern Iowa,Northern Iowa,Drake,2021-02-10,10.0,Drake,1.0,,,0.568,11,,21.0
LSU,LSU,Mississippi St.,2021-02-10,1.5,Mississippi St.,1.0,,,0.5635,1,,-14.0
Rhode Island,Rhode Island,Saint Louis,2021-02-10,8.5,Saint Louis,1.0,,,0.5631,5,,7.0
Furman,Furman,Furman,2021-02-10,1.5,UNC Greensboro,0.0,,,0.5616,1,,6.0
Bradley,Bradley,Valparaiso,2021-02-10,-3.5,Valparaiso,1.0,,,0.5593,-3,,-24.0
Nicholls St.,Nicholls St.,Lamar,2021-02-10,-6.5,Lamar,1.0,,,0.5556,-7,,-5.0
Wisconsin,Wisconsin,Nebraska,2021-02-10,-12.0,Nebraska,1.0,,,0.5534,-11,,-13.0
Southeastern Louisiana,Southeastern Louisiana,Southeastern Louisiana,2021-02-10,11.5,Sam Houston St.,0.0,,,0.5362,11,,18.0
Georgia,Georgia,Georgia,2021-02-10,12.5,Tennessee,0.0,,,0.5305,12,,8.0
Northwestern St.,Northwestern St.,Northwestern St.,2021-02-10,0.0,Incarnate Word,0.0,,,0.5278,1,,-1.0
Wichita St.,Wichita St.,UCF,2021-02-10,-2.5,UCF,1.0,,,0.5238,1,,-1.0
Chattanooga,Chattanooga,Wofford,2021-02-10,4.5,Wofford,1.0,,,0.514,6,,-12.0
Houston,Houston,Houston,2021-02-10,-11.5,South Florida,0.0,,,0.5089,-10,,-17.0
Marquette,Marquette,Marquette,2021-02-10,10.5,Villanova,0.0,,,0.5087,11,,32.0
Purdue,Purdue,Minnesota,2021-02-11,3.0,Minnesota,1.0,,,0.7888,1,,3.0
Oregon,Oregon,Arizona St.,2021-02-11,2.0,Arizona St.,1.0,,,0.7197,-3,,-11.0
Texas St.,Texas St.,Texas St.,2021-02-11,-1.5,UT Arlington,0.0,,,0.6921,-2,,-7.0
USC Upstate,USC Upstate,USC Upstate,2021-02-11,4.5,Campbell,0.0,,,0.6791,5,,1.0
Iowa St.,Iowa St.,Iowa St.,2021-02-11,15.5,Kansas,0.0,,,0.6651,13,,33.0
Troy,Troy,South Alabama,2021-02-11,6.5,South Alabama,1.0,,,0.6568,6,,3.0
Colorado,Colorado,Stanford,2021-02-11,-0.5,Stanford,1.0,,,0.6433,-2,,-18.0
LIU,LIU,Mount St. Mary's,2021-02-11,4.0,Mount St. Mary's,1.0,,,0.6424,4,,6.0
Southeast Missouri St.,,Murray St.,2021-02-11,12.0,Murray St.,1.0,,,0.6249,11,,
Eastern Illinois,Eastern Illinois,Eastern Illinois,2021-02-11,9.0,Jacksonville St.,0.0,,,0.6041,9,,12.0
Tennessee Martin,Tennessee Martin,Tennessee Martin,2021-02-11,16.0,Austin Peay,0.0,,,0.593,13,,21.0
Weber St.,Weber St.,Montana,2021-02-11,-1.0,Montana,1.0,,,0.5870000000000001,1,,13.0
Portland,Portland,Pacific,2021-02-11,15.5,Pacific,1.0,,,0.5835,15,,27.0
Louisiana Monroe,Louisiana Monroe,Louisiana Monroe,2021-02-11,9.5,Louisiana,0.0,,,0.5774,10,,-6.0
St. Francis NY,St. Francis NY,St. Francis NY,2021-02-11,2.5,St. Francis PA,0.0,,,0.5769,3,,-3.0
Presbyterian,Presbyterian,Presbyterian,2021-02-11,4.0,Hampton,0.0,,,0.5655,5,,-15.0
Fresno St.,Fresno St.,Air Force,2021-02-11,-4.5,Air Force,1.0,,,0.5613,-5,,-6.0
Merrimack,Merrimack,Merrimack,2021-02-11,-3.0,Central Connecticut,0.0,,,0.5598,-1,,-16.0
Eastern Washington,Eastern Washington,Montana St.,2021-02-11,-2.5,Montana St.,1.0,,,0.5537,-3,,-16.0
Georgia Southern,Georgia Southern,Georgia St.,2021-02-11,7.5,Georgia St.,1.0,,,0.5492,10,,4.0
Morehead St.,Morehead St.,Morehead St.,2021-02-11,-7.0,Tennessee St.,0.0,,,0.5471,-8,,-13.0
SIU Edwardsville,SIU Edwardsville,SIU Edwardsville,2021-02-11,2.5,Tennessee Tech,0.0,,,0.5446,1,,-18.0
Oregon St.,Oregon St.,Oregon St.,2021-02-11,11.5,Arizona,0.0,,,0.5386,10,,9.0
Eastern Kentucky,Eastern Kentucky,Eastern Kentucky,2021-02-11,12.0,Belmont,0.0,,,0.5353,11,,18.0
Idaho,Idaho,Idaho,2021-02-11,9.0,Idaho St.,0.0,,,0.5341,10,,26.0
Winthrop,Winthrop,Winthrop,2021-02-11,-3.5,Radford,0.0,,,0.5331,-2,,-16.0
UCLA,UCLA,UCLA,2021-02-11,-4.0,Washington St.,0.0,,,0.523,-5,,8.0
Utah,Utah,California,2021-02-11,-4.0,California,1.0,,,0.5104,-5,,-1.0
UNLV,UNLV,Boise St.,2021-02-11,10.0,Boise St.,1.0,,,0.5029,11,,12.0
USC,USC,USC,2021-02-11,-11.5,Washington,0.0,,,0.5024,-13,,-15.0
LIU,LIU,Mount St. Mary's,2021-02-12,1.5,Mount St. Mary's,1.0,,,0.8087,4,,18.0
St. Francis NY,St. Francis NY,St. Francis NY,2021-02-12,1.5,St. Francis PA,0.0,,,0.7566,3,,14.0
Merrimack,Merrimack,Merrimack,2021-02-12,-4.5,Central Connecticut,0.0,,,0.7348,-2,,-20.0
Temple,Temple,Cincinnati,2021-02-12,6.0,Cincinnati,1.0,,,0.6945,7,,2.0
Georgia Tech,Georgia Tech,Clemson,2021-02-12,3.5,Clemson,1.0,,,0.6925,3,,2.0
Winthrop,Winthrop,Winthrop,2021-02-12,-6.0,Radford,0.0,,,0.6923,-4,,-8.0
Illinois Chicago,Illinois Chicago,Illinois Chicago,2021-02-12,-3.0,IUPUI,0.0,,,0.6831,-1,,20.0
Presbyterian,Presbyterian,Presbyterian,2021-02-12,2.5,Hampton,0.0,,,0.6673,3,,5.0
FIU,FIU,UTEP,2021-02-12,7.5,UTEP,1.0,,,0.6611,8,,16.0
Rice,Rice,Western Kentucky,2021-02-12,10.0,Western Kentucky,1.0,,,0.6431,10,,6.0
