away_x,away_y,bet,date,draft_kings,home,home_cover,lasso,linear,percent_chance,predict_kp,rf,score
Southeast Missouri St.,Southeast Missouri St.,Southeast Missouri St.,2021-02-25,5.5,Eastern Illinois,0.0,,,0.5267,2,,-6.0
UCLA,UCLA,Utah,2021-02-25,-1.5,Utah,1.0,,,0.5247,-1,,-15.0
Murray St.,Murray St.,Jacksonville St.,2021-02-25,-3.5,Jacksonville St.,1.0,,,0.5231,1,,13.0
Washington St.,Washington St.,Arizona,2021-02-25,8.5,Arizona,1.0,,,0.5178,8,,16.0
Northwestern,Northwestern,Minnesota,2021-02-25,4.5,Minnesota,1.0,,,0.5119,5,,-8.0
Purdue Fort Wayne,Purdue Fort Wayne,Green Bay,2021-02-25,5.0,Green Bay,1.0,,,0.5103,5,,-5.0
Tennessee St.,Tennessee St.,Morehead St.,2021-02-25,11.0,Morehead St.,1.0,,,0.5094,14,,14.0
Eastern Michigan,Eastern Michigan,Eastern Michigan,2021-02-25,12.0,Ohio,0.0,,,0.5059,14,,19.0
Portland,,San Diego,2021-02-25,12.0,San Diego,1.0,,,0.5057,12,,
Western Kentucky,Western Kentucky,Western Kentucky,2021-02-25,11.5,Houston,0.0,,,0.5029,14,,24.0
Nevada,Nevada,Nevada,2021-02-26,7.5,Utah St.,0.0,,,0.7633,8,,3.0
LIU,LIU,Bryant,2021-02-26,6.0,Bryant,1.0,,,0.7477,9,,3.0
Wagner,Wagner,Wagner,2021-02-26,-9.5,Central Connecticut,0.0,,,0.7290000000000001,-8,,6.0
Appalachian St.,Appalachian St.,Appalachian St.,2021-02-26,1.5,Georgia Southern,0.0,,,0.6971,-1,,-6.0
Southern Illinois,Southern Illinois,Southern Illinois,2021-02-26,19.0,Loyola Chicago,0.0,,,0.6940000000000001,21,,8.0
St. Francis NY,St. Francis NY,St. Francis NY,2021-02-26,2.5,Merrimack,0.0,,,0.6823,2,,8.0
Bowling Green,Bowling Green,Bowling Green,2021-02-26,4.0,Akron,0.0,,,0.6734,5,,-12.0
Louisiana Monroe,Louisiana Monroe,Texas St.,2021-02-26,9.5,Texas St.,1.0,,,0.6544,10,,9.0
Coastal Carolina,Coastal Carolina,Troy,2021-02-26,-5.5,Troy,1.0,,,0.6543,-6,,-16.0
Fresno St.,Fresno St.,Fresno St.,2021-02-26,6.0,UNLV,0.0,,,0.6539,5,,1.0
Tulane,Tulane,Tulane,2021-02-26,5.5,Cincinnati,0.0,,,0.6531,5,,20.0
Arkansas St.,Arkansas St.,UT Arlington,2021-02-26,4.0,UT Arlington,1.0,,,0.6474,2,,2.0
UC Davis,UC Davis,Cal Poly,2021-02-26,-6.5,Cal Poly,1.0,,,0.6437,-8,,-8.0
Drexel,Drexel,James Madison,2021-02-26,2.0,James Madison,1.0,,,0.6399,2,,-6.0
George Washington,George Washington,St. Bonaventure,2021-02-26,14.0,St. Bonaventure,1.0,,,0.628,16,,47.0
UAB,UAB,UTSA,2021-02-26,-4.0,UTSA,1.0,,,0.6206,-4,,-7.0
Grand Canyon,Grand Canyon,Grand Canyon,2021-02-26,-6.0,Seattle,0.0,,,0.6154,-6,,6.0
UC San Diego,UC San Diego,UC Irvine,2021-02-26,11.5,UC Irvine,1.0,,,0.6086,10,,25.0
Rice,Rice,Louisiana Tech,2021-02-26,9.5,Louisiana Tech,1.0,,,0.6041,10,,44.0
Louisiana,Louisiana,Little Rock,2021-02-26,1.5,Little Rock,1.0,,,0.6004,1,,-5.0
Richmond,Richmond,Richmond,2021-02-26,4.5,Saint Louis,0.0,,,0.5885,3,,5.0
Long Beach St.,Long Beach St.,Hawaii,2021-02-26,6.5,Hawaii,1.0,,,0.5763,8,,2.0
Purdue,Purdue,Penn St.,2021-02-26,-0.5,Penn St.,1.0,,,0.574,-1,,-21.0
Indiana St.,Indiana St.,Indiana St.,2021-02-26,-3.5,Valparaiso,0.0,,,0.5563,-3,,-15.0
Florida Atlantic,Florida Atlantic,Southern Miss,2021-02-26,-1.0,Southern Miss,1.0,,,0.5562,1,,-9.0
UC Santa Barbara,UC Santa Barbara,UC Santa Barbara,2021-02-26,-3.0,UC Riverside,0.0,,,0.5501,-2,,-4.0
North Texas,North Texas,North Texas,2021-02-26,4.5,Marshall,0.0,,,0.5441,3,,-12.0
Montana St.,Montana St.,Montana St.,2021-02-26,-12.0,Idaho,0.0,,,0.544,-12,,5.0
Manhattan,Manhattan,Siena,2021-02-26,10.0,Siena,1.0,,,0.5435,11,,5.0
Drake,Drake,Bradley,2021-02-26,-9.0,Bradley,1.0,,,0.5375,-7,,-9.0
Georgia St.,Georgia St.,South Alabama,2021-02-26,-2.0,South Alabama,1.0,,,0.5341,-1,,-3.0
Northern Iowa,Northern Iowa,Illinois St.,2021-02-26,-4.0,Illinois St.,1.0,,,0.5281,2,,-14.0
UMKC,UMKC,South Dakota St.,2021-02-26,8.5,South Dakota St.,1.0,,,0.523,9,,18.0
Nebraska Omaha,Nebraska Omaha,Nebraska Omaha,2021-02-26,2.0,Denver,0.0,,,0.5147,-1,,-4.0
Missouri St.,Missouri St.,Missouri St.,2021-02-26,-5.0,Evansville,0.0,,,0.5132,-6,,-9.0
Cal St. Northridge,Cal St. Northridge,Cal St. Bakersfield,2021-02-26,8.5,Cal St. Bakersfield,1.0,,,0.51,10,,26.0
Southern Utah,Southern Utah,Southern Utah,2021-02-26,-8.0,Northern Arizona,0.0,,,0.5095,-7,,-30.0
New Mexico St.,New Mexico St.,New Mexico St.,2021-02-26,-8.5,Tarleton St.,0.0,,,0.5085,-5,,-27.0
North Florida,North Florida,North Florida,2021-02-26,4.0,Stetson,0.0,,,0.5063,5,,-5.0
Middle Tennessee,Middle Tennessee,Middle Tennessee,2021-02-26,10.0,Old Dominion,0.0,,,0.5007,10,,6.0
Southern Illinois,Southern Illinois,Southern Illinois,2021-02-27,19.0,Loyola Chicago,0.0,,,0.8319,20,,7.0
Oklahoma St.,Oklahoma St.,Oklahoma,2021-02-27,5.0,Oklahoma,1.0,,,0.7935,3,,-4.0
Weber St.,Weber St.,Weber St.,2021-02-27,-6.5,Sacramento St.,0.0,,,0.7888,-7,,-2.0
Northern Illinois,Northern Illinois,Northern Illinois,2021-02-27,3.5,Eastern Michigan,0.0,,,0.7858,4,,34.0
Oregon St.,Oregon St.,Oregon St.,2021-02-27,7.0,Stanford,0.0,,,0.7475,7,,-11.0
Pepperdine,Pepperdine,Pepperdine,2021-02-27,-4.5,San Diego,0.0,,,0.7412,-4,,-6.0
Furman,Furman,Furman,2021-02-27,-1.5,Wofford,0.0,,,0.7401,-1,,1.0
UNC Greensboro,UNC Greensboro,East Tennessee St.,2021-02-27,1.0,East Tennessee St.,1.0,,,0.7397,1,,-11.0
Navy,Navy,Navy,2021-02-27,0.5,Loyola MD,0.0,,,0.7379,-3,,-6.0
La Salle,La Salle,La Salle,2021-02-27,7.0,George Mason,0.0,,,0.7294,5,,35.0
Abilene Christian,Abilene Christian,Abilene Christian,2021-02-27,-17.0,Central Arkansas,0.0,,,0.7140000000000001,-17,,2.0
Appalachian St.,Appalachian St.,Appalachian St.,2021-02-27,2.5,Georgia Southern,0.0,,,0.7093,-1,,8.0
Florida A&M,Florida A&M,South Carolina St.,2021-02-27,-9.0,South Carolina St.,1.0,,,0.7034,-10,,6.0
North Carolina Central,North Carolina Central,North Carolina Central,2021-02-27,3.5,North Carolina A&T,0.0,,,0.7033,4,,2.0
Illinois,Illinois,Illinois,2021-02-27,4.5,Wisconsin,0.0,,,0.6892,-1,,-5.0
Montana,Montana,Montana,2021-02-27,-2.5,Idaho St.,0.0,,,0.6867,-3,,-1.0
Louisiana Monroe,Louisiana Monroe,Louisiana Monroe,2021-02-27,10.0,Texas St.,0.0,,,0.6816,9,,4.0
Long Beach St.,Long Beach St.,Long Beach St.,2021-02-27,6.5,Hawaii,0.0,,,0.6746,7,,3.0
Saint Mary's,Saint Mary's,BYU,2021-02-27,7.5,BYU,1.0,,,0.6726,8,,14.0
Mercer,Mercer,Mercer,2021-02-27,-5.0,Western Carolina,0.0,,,0.6608,-7,,24.0
Baylor,Baylor,Baylor,2021-02-27,-4.0,Kansas,0.0,,,0.6587,-6,,13.0
LSU,LSU,Arkansas,2021-02-27,6.0,Arkansas,1.0,,,0.6569,4,,8.0
Austin Peay,Austin Peay,Austin Peay,2021-02-27,3.5,Jacksonville St.,0.0,,,0.6549,5,,8.0
USC Upstate,USC Upstate,USC Upstate,2021-02-27,5.0,High Point,0.0,,,0.6513,5,,5.0
Texas,Texas,Texas Tech,2021-02-27,3.5,Texas Tech,1.0,,,0.6511,2,,9.0
Kansas St.,Kansas St.,West Virginia,2021-02-27,15.0,West Virginia,1.0,,,0.648,18,,22.0
Minnesota,Minnesota,Nebraska,2021-02-27,-2.5,Nebraska,1.0,,,0.647,-4,,4.0
Florida Atlantic,Florida Atlantic,Florida Atlantic,2021-02-27,-1.5,Southern Miss,0.0,,,0.6441,-1,,-7.0
North Dakota St.,North Dakota St.,North Dakota St.,2021-02-27,1.5,South Dakota,0.0,,,0.639,2,,9.0
Nicholls St.,Nicholls St.,Nicholls St.,2021-02-27,-4.0,New Orleans,0.0,,,0.6346,-4,,-4.0
Mississippi,Mississippi,Mississippi,2021-02-27,-8.0,Vanderbilt,0.0,,,0.6345,-3,,5.0
Stephen F. Austin,Stephen F. Austin,Lamar,2021-02-27,-10.0,Lamar,1.0,,,0.631,-10,,5.0
Florida,Florida,Kentucky,2021-02-27,2.0,Kentucky,1.0,,,0.6306,-1,,-4.0
Kent St.,Kent St.,Kent St.,2021-02-27,-2.0,Miami OH,0.0,,,0.6237,-2,,-13.0
Wake Forest,Wake Forest,Virginia Tech,2021-02-27,10.5,Virginia Tech,1.0,,,0.6192,10,,38.0
Oregon,Oregon,California,2021-02-27,-9.0,California,1.0,,,0.6177,-8,,-11.0
Jackson St.,Jackson St.,Jackson St.,2021-02-27,-22.0,Mississippi Valley St.,0.0,,,0.6139,-21,,-14.0
Washington St.,Washington St.,Arizona St.,2021-02-27,3.5,Arizona St.,1.0,,,0.6138,3,,3.0
Northern Iowa,Northern Iowa,Northern Iowa,2021-02-27,-4.5,Illinois St.,0.0,,,0.6112,1,,-7.0
Alabama,Alabama,Mississippi St.,2021-02-27,-6.0,Mississippi St.,1.0,,,0.6058,-6,,-5.0
North Florida,North Florida,North Florida,2021-02-27,5.5,Stetson,0.0,,,0.6019,4,,17.0
South Carolina,South Carolina,South Carolina,2021-02-27,5.5,Georgia,0.0,,,0.6017,5,,-21.0
Elon,Elon,UNC Wilmington,2021-02-27,2.0,UNC Wilmington,1.0,,,0.6017,4,,-3.0
Rice,Rice,Louisiana Tech,2021-02-27,12.0,Louisiana Tech,1.0,,,0.5969,12,,21.0
Tennessee St.,Tennessee St.,Eastern Kentucky,2021-02-27,13.5,Eastern Kentucky,1.0,,,0.5947,13,,5.0
Marquette,Marquette,Connecticut,2021-02-27,6.5,Connecticut,1.0,,,0.5944,7,,18.0
Arkansas St.,Arkansas St.,Arkansas St.,2021-02-27,4.0,UT Arlington,0.0,,,0.5936,2,,8.0
UAB,UAB,UTSA,2021-02-27,-3.5,UTSA,1.0,,,0.5926,-4,,17.0
Texas Southern,Texas Southern,Alabama St.,2021-02-27,-11.0,Alabama St.,1.0,,,0.5875,-11,,-10.0
Florida St.,Florida St.,North Carolina,2021-02-27,-2.0,North Carolina,1.0,,,0.5855,-2,,8.0
Coastal Carolina,Coastal Carolina,Coastal Carolina,2021-02-27,-6.0,Troy,0.0,,,0.5827,-7,,-5.0
TCU,TCU,Iowa St.,2021-02-27,1.0,Iowa St.,1.0,,,0.5753,-1,,-4.0
Lipscomb,Lipscomb,North Alabama,2021-02-27,-5.0,North Alabama,1.0,,,0.5743,-3,,7.0
Binghamton,Binghamton,Binghamton,2021-02-27,6.5,Hartford,0.0,,,0.5661,8,,17.0
Rhode Island,Rhode Island,Duquesne,2021-02-27,1.0,Duquesne,1.0,,,0.5649,-1,,11.0
Louisville,Louisville,Duke,2021-02-27,5.0,Duke,1.0,,,0.5639,4,,-7.0
Miami FL,Miami FL,Clemson,2021-02-27,13.0,Clemson,1.0,,,0.5635,13,,8.0
San Francisco,San Francisco,San Francisco,2021-02-27,-1.5,Pacific,0.0,,,0.5619,1,,7.0
Drake,Drake,Bradley,2021-02-27,-8.5,Bradley,1.0,,,0.5597,-7,,6.0
Coppin St.,Coppin St.,Coppin St.,2021-02-27,-7.0,Delaware St.,0.0,,,0.5583,-7,,-13.0
Murray St.,Murray St.,Murray St.,2021-02-27,-10.5,Tennessee Tech,0.0,,,0.5563,-8,,10.0
Notre Dame,Notre Dame,Notre Dame,2021-02-27,-7.5,Boston College,0.0,,,0.5539999999999999,-4,,4.0
Belmont,Belmont,Belmont,2021-02-27,-5.0,Morehead St.,0.0,,,0.5539,-3,,7.0
Air Force,Air Force,Colorado St.,2021-02-27,18.0,Colorado St.,1.0,,,0.5534,20,,23.0
Western Michigan,Western Michigan,Toledo,2021-02-27,16.0,Toledo,1.0,,,0.5477,18,,47.0
Charlotte,Charlotte,UTEP,2021-02-27,5.0,UTEP,1.0,,,0.5475,6,,23.0
Buffalo,Buffalo,Ohio,2021-02-27,1.5,Ohio,1.0,,,0.5467,1,,-20.0
Western Illinois,Western Illinois,Western Illinois,2021-02-27,9.5,Oral Roberts,0.0,,,0.5427,11,,4.0
Creighton,Creighton,Creighton,2021-02-27,-5.0,Xavier,0.0,,,0.5413,-4,,8.0
Liberty,Liberty,Liberty,2021-02-27,-3.5,Bellarmine,0.0,,,0.5396,-3,,-16.0
Temple,,Temple,2021-02-27,5.5,UCF,0.0,,,0.5338,5,,
UCLA,UCLA,Colorado,2021-02-27,6.5,Colorado,1.0,,,0.532,5,,9.0
Loyola Marymount,Loyola Marymount,Gonzaga,2021-02-27,24.5,Gonzaga,1.0,,,0.5298,24,,17.0
American,American,American,2021-02-27,3.5,Bucknell,0.0,,,0.5297,4,,-7.0
Southeastern Louisiana,Southeastern Louisiana,Southeastern Louisiana,2021-02-27,3.5,Northwestern St.,0.0,,,0.5293,3,,18.0
Lehigh,Lehigh,Lafayette,2021-02-27,8.5,Lafayette,1.0,,,0.5253,8,,6.0
Tennessee Martin,Tennessee Martin,Eastern Illinois,2021-02-27,12.5,Eastern Illinois,1.0,,,0.5229,9,,-5.0
Portland St.,Portland St.,Northern Colorado,2021-02-27,1.5,Northern Colorado,1.0,,,0.5205,2,,-8.0
VCU,VCU,VCU,2021-02-27,3.0,Davidson,0.0,,,0.5202,-1,,8.0
Prairie View A&M,Prairie View A&M,Prairie View A&M,2021-02-27,-9.5,Alabama A&M,0.0,,,0.5175,-7,,-1.0
Alcorn St.,Alcorn St.,Southern,2021-02-27,8.0,Southern,1.0,,,0.5158,7,,14.0
Central Michigan,Central Michigan,Ball St.,2021-02-27,11.5,Ball St.,1.0,,,0.5156,11,,6.0
North Texas,North Texas,North Texas,2021-02-27,2.5,Marshall,0.0,,,0.5132,1,,1.0
Presbyterian,Presbyterian,Presbyterian,2021-02-27,2.5,Hampton,0.0,,,0.5132,2,,2.0
USC,USC,Utah,2021-02-27,-4.5,Utah,1.0,,,0.5107,-7,,10.0
Houston Baptist,Houston Baptist,Houston Baptist,2021-02-27,4.0,McNeese St.,0.0,,,0.5101,1,,27.0
Georgetown,Georgetown,DePaul,2021-02-27,-2.5,DePaul,1.0,,,0.5087,-1,,-8.0
Boston University,Boston University,Army,2021-02-27,4.0,Army,1.0,,,0.5087,7,,-12.0
Syracuse,Syracuse,Syracuse,2021-02-27,4.5,Georgia Tech,0.0,,,0.5079,5,,7.0
Louisiana,Louisiana,Little Rock,2021-02-27,1.0,Little Rock,1.0,,,0.5077,-1,,10.0
Southeast Missouri St.,Southeast Missouri St.,SIU Edwardsville,2021-02-27,-2.5,SIU Edwardsville,1.0,,,0.5066,-1,,-6.0
Washington,Washington,Washington,2021-02-27,14.0,Arizona,0.0,,,0.5046,15,,1.0
Tennessee,Tennessee,Auburn,2021-02-27,-7.5,Auburn,1.0,,,0.5031,-4,,5.0
Boise St.,Boise St.,Boise St.,2021-02-27,6.0,San Diego St.,0.0,,,0.5021,6,,4.0
Nevada,Nevada,Nevada,2021-02-28,7.5,Utah St.,0.0,,,0.8707,7,,21.0
Coppin St.,Coppin St.,Coppin St.,2021-02-28,-7.5,Delaware St.,0.0,,,0.7703,-8,,-20.0
Western Illinois,Western Illinois,Western Illinois,2021-02-28,9.0,Oral Roberts,0.0,,,0.7192,10,,36.0
Michigan St.,Michigan St.,Maryland,2021-02-28,2.5,Maryland,1.0,,,0.6682,5,,18.0
Montana St.,Montana St.,Idaho,2021-02-28,-10.5,Idaho,1.0,,,0.659,-11,,-10.0
Boston University,Boston University,Boston University,2021-02-28,3.5,Army,0.0,,,0.6519,6,,2.0
Albany,Albany,Albany,2021-02-28,1.0,Hartford,0.0,,,0.6285,3,,6.0
Charlotte,Charlotte,UTEP,2021-02-28,6.0,UTEP,1.0,,,0.6195,7,,15.0
Bucknell,Bucknell,Bucknell,2021-02-28,4.0,American,0.0,,,0.6165,2,,13.0
Florida A&M,Florida A&M,South Carolina St.,2021-02-28,-7.5,South Carolina St.,1.0,,,0.6081,-8,,-5.0
Quinnipiac,Quinnipiac,Quinnipiac,2021-02-28,2.5,Marist,0.0,,,0.5554,2,,9.0
Lafayette,Lafayette,Lafayette,2021-02-28,-3.0,Lehigh,0.0,,,0.5392,-4,,-1.0
Pittsburgh,Pittsburgh,Pittsburgh,2021-02-28,7.0,N.C. State,0.0,,,0.5346,4,,3.0
Loyola MD,Loyola MD,Loyola MD,2021-02-28,3.5,Navy,0.0,,,0.5292,7,,8.0
Memphis,Memphis,Cincinnati,2021-02-28,-4.5,Cincinnati,1.0,,,0.5277,-4,,-6.0
Iowa,Iowa,Ohio St.,2021-02-28,3.0,Ohio St.,1.0,,,0.5229,2,,-16.0
UMass Lowell,UMass Lowell,New Hampshire,2021-02-28,2.5,New Hampshire,1.0,,,0.5179,1,,-8.0
North Dakota St.,North Dakota St.,South Dakota,2021-02-28,-1.0,South Dakota,1.0,,,0.5164,2,,-12.0
FIU,FIU,FIU,2021-02-28,16.5,Western Kentucky,0.0,,,0.5116,17,,33.0
South Florida,South Florida,Houston,2021-02-28,18.5,Houston,1.0,,,0.5102,18,,46.0
Air Force,Air Force,Colorado St.,2021-03-01,18.5,Colorado St.,1.0,,,0.7263,21,,30.0
Oklahoma,Oklahoma,Oklahoma St.,2021-03-01,-1.5,Oklahoma St.,1.0,,,0.7129,2,,4.0
Miami FL,Miami FL,Miami FL,2021-03-01,14.5,Virginia,0.0,,,0.6798,15,,11.0
Massachusetts,Massachusetts,Massachusetts,2021-03-01,10.0,Saint Louis,0.0,,,0.6386,9,,21.0
Quinnipiac,Quinnipiac,Marist,2021-03-01,3.5,Marist,1.0,,,0.6276,3,,13.0
Arizona,Arizona,Oregon,2021-03-01,5.0,Oregon,1.0,,,0.6188,2,,11.0
Northwestern St.,Northwestern St.,Nicholls St.,2021-03-01,9.0,Nicholls St.,1.0,,,0.6006,9,,16.0
Prairie View A&M,Prairie View A&M,Alabama St.,2021-03-01,-12.0,Alabama St.,1.0,,,0.5993,-11,,-3.0
Grambling St.,Grambling St.,Mississippi Valley St.,2021-03-01,-18.5,Mississippi Valley St.,1.0,,,0.5957,-19,,4.0
Texas Southern,Texas Southern,Alabama A&M,2021-03-01,-7.5,Alabama A&M,1.0,,,0.5908,-7,,-10.0
Arkansas Pine Bluff,Arkansas Pine Bluff,Arkansas Pine Bluff,2021-03-01,8.5,Jackson St.,0.0,,,0.5887,11,,6.0
Stephen F. Austin,Stephen F. Austin,Stephen F. Austin,2021-03-01,-11.5,Central Arkansas,0.0,,,0.5714,-10,,-13.0
Saint Joseph's,Saint Joseph's,Saint Joseph's,2021-03-01,14.5,Richmond,0.0,,,0.5569,15,,-3.0
Dayton,Dayton,St. Bonaventure,2021-03-01,7.0,St. Bonaventure,1.0,,,0.529,8,,-3.0
New Orleans,New Orleans,New Orleans,2021-03-01,-2.0,Incarnate Word,0.0,,,0.5283,-2,,-16.0
Texas A&M Corpus Chris,Texas A&M Corpus Chris,Lamar,2021-03-01,6.0,Lamar,1.0,,,0.5279,6,,19.0
Longwood,Longwood,Longwood,2021-03-01,3.5,UNC Asheville,0.0,,,0.5275,4,,-16.0
Washington St.,,Washington St.,2021-03-01,4.5,Arizona St.,0.0,,,0.5256,2,,
Hampton,Hampton,Hampton,2021-03-01,8.0,Radford,0.0,,,0.5142,8,,15.0
Sam Houston St.,Sam Houston St.,Houston Baptist,2021-03-01,-10.0,Houston Baptist,1.0,,,0.5093,-10,,-13.0
North Carolina,North Carolina,Syracuse,2021-03-01,-1.5,Syracuse,1.0,,,0.5049,-1,,2.0
High Point,High Point,Winthrop,2021-03-01,13.0,Winthrop,1.0,,,0.5018,15,,29.0
Akron,Akron,Akron,2021-03-02,6.0,Buffalo,0.0,,,0.748,6,,2.0
Ohio,,Ohio,2021-03-02,2.0,Kent St.,0.0,,,0.6948,4,,
Texas,Texas,Iowa St.,2021-03-02,-11.5,Iowa St.,1.0,,,0.6818,-12,,-14.0
Miami OH,Miami OH,Miami OH,2021-03-02,5.5,Bowling Green,0.0,,,0.6616,5,,-5.0
Memphis,Memphis,Memphis,2021-03-02,-9.0,South Florida,0.0,,,0.6474,-8,,-21.0
Kentucky,Kentucky,Mississippi,2021-03-02,3.0,Mississippi,1.0,,,0.6449,2,,8.0
TCU,TCU,Texas Tech,2021-03-02,12.5,Texas Tech,1.0,,,0.6348,12,,20.0
Toledo,Toledo,Central Michigan,2021-03-02,-16.0,Central Michigan,1.0,,,0.6327,-15,,2.0
Duke,Duke,Georgia Tech,2021-03-02,1.5,Georgia Tech,1.0,,,0.6322,3,,4.0
Fresno St.,Fresno St.,Boise St.,2021-03-02,13.5,Boise St.,1.0,,,0.6272,15,,-3.0
Indiana,Indiana,Michigan St.,2021-03-02,3.0,Michigan St.,1.0,,,0.6236,-1,,6.0
Tulsa,Tulsa,Tulsa,2021-03-02,3.0,UCF,0.0,,,0.6184,4,,4.0
Purdue Fort Wayne,Purdue Fort Wayne,Cleveland St.,2021-03-02,8.0,Cleveland St.,1.0,,,0.6175,10,,4.0
Illinois,Illinois,Illinois,2021-03-02,6.5,Michigan,0.0,,,0.6053,7,,-23.0
Auburn,Auburn,Alabama,2021-03-02,11.0,Alabama,1.0,,,0.6048,11,,12.0
Vanderbilt,Vanderbilt,Vanderbilt,2021-03-02,14.0,LSU,0.0,,,0.5979,10,,15.0
Baylor,Baylor,Baylor,2021-03-02,-4.5,West Virginia,0.0,,,0.5924,-5,,-5.0
Marquette,Marquette,Marquette,2021-03-02,-5.5,DePaul,0.0,,,0.589,-3,,-6.0
Wisconsin,Wisconsin,Wisconsin,2021-03-02,2.0,Purdue,0.0,,,0.5757,2,,4.0
Youngstown St.,Youngstown St.,Oakland,2021-03-02,3.5,Oakland,1.0,,,0.5697,4,,4.0
Western Michigan,Western Michigan,Western Michigan,2021-03-02,1.5,Northern Illinois,0.0,,,0.5692,-2,,-10.0
Eastern Michigan,Eastern Michigan,Ball St.,2021-03-02,7.5,Ball St.,1.0,,,0.5602,9,,35.0
Milwaukee,Milwaukee,Milwaukee,2021-03-02,13.5,Wright St.,0.0,,,0.5355,16,,-2.0
Xavier,Xavier,Georgetown,2021-03-02,-2.5,Georgetown,1.0,,,0.5329,-2,,6.0
Detroit,Detroit,Detroit,2021-03-02,-1.5,Northern Kentucky,0.0,,,0.5232,-1,,1.0
Wake Forest,Wake Forest,Pittsburgh,2021-03-02,5.0,Pittsburgh,1.0,,,0.5098,9,,13.0
Merrimack,Merrimack,Merrimack,2021-03-02,5.0,Wagner,0.0,,,0.5067,6,,7.0
Arkansas,Arkansas,Arkansas,2021-03-02,-6.5,South Carolina,0.0,,,0.5062,-8,,-28.0
UCLA,UCLA,Oregon,2021-03-03,4.5,Oregon,1.0,,,0.6659999999999999,2,,8.0
Maryland,Maryland,Northwestern,2021-03-03,-4.5,Northwestern,1.0,,,0.6507,-3,,5.0
Oregon St.,Oregon St.,Oregon St.,2021-03-03,4.0,Utah,0.0,,,0.6493,4,,-5.0
Florida A&M,Florida A&M,North Carolina Central,2021-03-03,4.0,North Carolina Central,1.0,,,0.6448,1,,-7.0
Merrimack,Merrimack,Wagner,2021-03-03,4.5,Wagner,1.0,,,0.6328,6,,5.0
Northwestern St.,Northwestern St.,Northwestern St.,2021-03-03,5.5,New Orleans,0.0,,,0.6208,4,,9.0
N.C. State,N.C. State,Notre Dame,2021-03-03,2.0,Notre Dame,1.0,,,0.617,3,,-11.0
Stanford,Stanford,USC,2021-03-03,7.5,USC,1.0,,,0.6011,9,,37.0
Creighton,Creighton,Villanova,2021-03-03,5.0,Villanova,1.0,,,0.5946,3,,12.0
Wichita St.,Wichita St.,Wichita St.,2021-03-03,-4.5,Tulane,0.0,,,0.5835,-4,,-8.0
Providence,Providence,St. John's,2021-03-03,1.5,St. John's,1.0,,,0.5774,2,,14.0
Missouri,Missouri,Florida,2021-03-03,4.0,Florida,1.0,,,0.5742,5,,-2.0
Southeastern Louisiana,Southeastern Louisiana,Central Arkansas,2021-03-03,1.5,Central Arkansas,1.0,,,0.5709,2,,17.0
Abilene Christian,Abilene Christian,Stephen F. Austin,2021-03-03,1.0,Stephen F. Austin,1.0,,,0.5693,-3,,-2.0
Southeast Missouri St.,Southeast Missouri St.,Southeast Missouri St.,2021-03-03,7.5,Morehead St.,0.0,,,0.5579,9,,7.0
Incarnate Word,Incarnate Word,Incarnate Word,2021-03-03,3.0,Houston Baptist,0.0,,,0.5566,2,,5.0
Texas A&M Corpus Chris,Texas A&M Corpus Chris,Sam Houston St.,2021-03-03,15.0,Sam Houston St.,1.0,,,0.5553,16,,23.0
Boston College,Boston College,Boston College,2021-03-03,18.5,Florida St.,0.0,,,0.5443,16,,29.0
South Carolina St.,,South Carolina St.,2021-03-03,13.0,North Carolina A&T,0.0,,,0.5405,12,,
New Mexico,New Mexico,Colorado St.,2021-03-03,18.0,Colorado St.,1.0,,,0.5388,20,,14.0
Mississippi St.,Mississippi St.,Texas A&M,2021-03-03,-5.0,Texas A&M,1.0,,,0.5332,-3,,-6.0
Clemson,Clemson,Syracuse,2021-03-03,2.0,Syracuse,1.0,,,0.5301,1,,10.0
Lehigh,Lehigh,Boston University,2021-03-03,6.5,Boston University,1.0,,,0.529,7,,11.0
SIU Edwardsville,SIU Edwardsville,Belmont,2021-03-03,20.0,Belmont,1.0,,,0.5255,17,,17.0
Minnesota,Minnesota,Penn St.,2021-03-03,4.5,Penn St.,1.0,,,0.5082,3,,19.0
Idaho St.,Idaho St.,Eastern Washington,2021-03-03,13.5,Eastern Washington,1.0,,,0.5082,14,,-5.0
San Diego St.,San Diego St.,San Diego St.,2021-03-03,-9.5,UNLV,0.0,,,0.5041,-11,,-9.0
Fordham,Fordham,George Washington,2021-03-03,7.0,George Washington,1.0,,,0.5024,5,,4.0
